TOA5,,23644,CR1000.Std.16,CPU:ESTACION_CIE_ver36.CR1,24662,General,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,,W/m2,W/m2,W/m2,W/m2,Deg C,%,meters/second,mbar
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
14/09/2010 20:20,35757,0.032,0.341,0.075,0,20.88,82.4,4.146,874.3997
14/09/2010 20:30,35758,0.247,0.26,0.121,0,20.91,84.2,1.767,874.4578
14/09/2010 20:40,35759,0.201,0.053,0.312,0,21.07,82.8,0.344,874.7271
14/09/2010 20:50,35760,0.366,0.215,0.312,0.001,21.24,80.2,0.634,874.9238
14/09/2010 21:00,35761,0.404,0.278,0.312,0,21.36,82,0.487,875.0471
14/09/2010 21:10,35762,0.406,0.127,0.312,0,21.26,83.6,0.801,875.1855
14/09/2010 21:20,35763,0.414,0.173,0.297,0,21.38,84.4,0.181,875.2516
14/09/2010 21:30,35764,0.9,0.095,0.16,0,21.28,80.9,3.392,875.8
14/09/2010 21:40,35765,0.615,0.052,0,0,20.95,84.7,2.658,876.0453
14/09/2010 21:50,35766,0.039,0.001,0,0,20.33,86.5,3.256,876.3228
14/09/2010 22:00,35767,0,0,0,0,19.85,87.2,2.152,876.3235
14/09/2010 22:10,35768,0,0,0,0,19.9,88.9,1.36,876.5035
14/09/2010 22:20,35769,0,0,0.003,0,19.51,91.8,2.591,876.667
14/09/2010 22:30,35770,0.088,0.009,0.1,0,19.5,91.4,3.541,876.6833
14/09/2010 22:40,35771,0.406,0.005,0.189,0,19.7,89.9,3.629,876.7233
14/09/2010 22:50,35772,0.321,0.027,0.215,0,19.94,88.6,2.471,876.774
14/09/2010 23:00,35773,0,0.001,0,0,19.99,90.3,2.011,877.0112
14/09/2010 23:10,35774,0,0.001,0.007,0,19.8,91.4,1.461,877.0843
14/09/2010 23:20,35775,0.128,0,0.023,0,19.83,91.4,0.876,877.075
14/09/2010 23:30,35776,0.328,0,0.001,0,19.68,91.8,1.873,876.9124
14/09/2010 23:40,35777,0.405,0,0.141,0,19.8,91.1,0.5,876.7978
14/09/2010 23:50,35778,0.405,0,0.141,0,20.01,90.8,0.027,876.7494
15/09/2010 00:00,35779,0.406,0,0.006,0,19.93,91.5,0.369,876.7805
15/09/2010 00:10,35780,0.406,0,0.028,0,19.75,93.6,1.449,876.848
15/09/2010 00:20,35781,0.404,0,0.002,0,19.67,94.8,0.334,876.773
15/09/2010 00:30,35782,0.398,0,0,0,19.69,94.2,0.055,876.7649
15/09/2010 00:40,35783,0.406,0,0.079,0,19.64,94.4,0.355,876.8306
15/09/2010 00:50,35784,0.406,0,0,0,19.72,94,0.478,876.7728
15/09/2010 01:00,35785,0.406,0,0,0,19.68,94.3,1.022,876.6673
15/09/2010 01:10,35786,0.189,0,0,0,19.4,94.7,1.44,876.6586
15/09/2010 01:20,35787,0,0,0,0,19.11,95.6,0.588,876.6582
15/09/2010 01:30,35788,0.081,0,0,0,19.18,95.6,0,876.5522
15/09/2010 01:40,35789,0.396,0,0.041,0,19.23,95.5,0,876.4958
15/09/2010 01:50,35790,0.406,0,0.158,0,19.26,95.7,0.076,876.7566
15/09/2010 02:00,35791,0.406,0,0.047,0,19.2,96,0.008,876.7326
15/09/2010 02:10,35792,0.406,0,0.178,0,19.2,96.1,0.184,876.7239
15/09/2010 02:20,35793,0.406,0,0.047,0,19.01,96.1,0.649,876.699
15/09/2010 02:30,35794,0.406,0,0.014,0,19.03,95.3,0.376,876.4131
15/09/2010 02:40,35795,0.405,0,0.147,0,19.02,95.1,0.419,876.3713
15/09/2010 02:50,35796,0.406,0,0.023,0,19.19,95.2,0.073,876.258
15/09/2010 03:00,35797,0.406,0,0.036,0,19.27,93.6,0.006,876.2083
15/09/2010 03:10,35798,0.406,0,0.041,0,19.38,92.9,0,876.0287
15/09/2010 03:20,35799,0.406,0,0.024,0,19.37,93,0,875.9379
15/09/2010 03:30,35800,0.406,0,0,0,19.36,94.1,0,875.807
15/09/2010 03:40,35801,0.406,0,0.017,0,19.36,94,0,875.6277
15/09/2010 03:50,35802,0.406,0,0.002,0,19.24,93.5,0.101,875.6841
15/09/2010 04:00,35803,0.406,0,0.058,0,19.36,92.6,0,875.62
15/09/2010 04:10,35804,0.406,0,0.008,0,19.44,93,0,875.5786
15/09/2010 04:20,35805,0.406,0,0,0,19.32,93.9,0.065,875.5535
15/09/2010 04:30,35806,0.406,0,0.003,0,19.38,95.2,0.358,875.4384
15/09/2010 04:40,35807,0.406,0,0,0,19.4,95.4,0.192,875.2519
15/09/2010 04:50,35808,0.406,0,0,0,19.39,95.8,0,875.4879
15/09/2010 05:00,35809,0.406,0,0.01,0,19.46,95.8,0.666,875.3496
15/09/2010 05:10,35810,0.406,0,0,0,19.44,95.7,0.458,875.4556
15/09/2010 05:20,35811,0.406,0,0,0,19.2,96,1.612,875.4474
15/09/2010 05:30,35812,0.167,0,0,0,19.02,96,0.421,875.4147
15/09/2010 05:40,35813,0,0,0,0,19,96,0,875.4146
15/09/2010 05:50,35814,0,0,0.169,0,18.95,96.1,0.03,875.3822
15/09/2010 06:00,35815,0,0,0.249,0,18.81,96.6,0.7,875.6279
15/09/2010 06:10,35816,0.005,0,0.292,0,18.82,96.7,0.42,875.7257
15/09/2010 06:20,35817,0.078,0,0.303,0,18.78,96.8,0.913,875.7257
15/09/2010 06:30,35818,0.025,0,0.104,0,18.77,96.9,0.764,875.5781
15/09/2010 06:40,35819,0,0,0,0,18.73,97.1,0.665,875.6272
15/09/2010 06:50,35820,0.285,0,0,0,18.72,97.1,1.576,875.4631
15/09/2010 07:00,35821,0.201,0,0,0,18.52,96.9,1.695,875.35
15/09/2010 07:10,35822,0,0.001,0,0.007,18.47,95.9,0.546,875.5862
15/09/2010 07:20,35823,0,0.639,0.506,0.054,18.48,94.8,0.079,875.6113
15/09/2010 07:30,35824,0,4.544,3.83,0.273,18.42,94.3,0.184,875.6193
15/09/2010 07:40,35825,12.08,14.47,11.32,0.776,18.3,93.5,0,875.6445
15/09/2010 07:50,35826,114.3,39.28,23.09,1.553,18.46,90.7,0.149,875.9554
15/09/2010 08:00,35827,185.9,63.31,32.9,2.536,19.26,87.4,0,876.1023
15/09/2010 08:10,35828,363.6,110.9,45.25,3.817,19.42,85.8,0.169,876.2333
15/09/2010 08:20,35829,437.5,147.5,53.7,5.337,20.08,81.6,0,876.4295
15/09/2010 08:30,35830,503.9,197.1,60.29,7.038,21.28,77.51,0.005,876.4127
15/09/2010 08:40,35831,574.3,242.8,64.44,8.76,22.62,70.45,0,876.4055
15/09/2010 08:50,35832,603.7,280.3,68.68,10.35,22.86,77.54,0.335,876.5519
15/09/2010 09:00,35833,600.7,310.8,74.68,11.9,21.53,80.9,0.537,876.7335
15/09/2010 09:10,35834,583.6,331.1,79.17,13.36,22.17,76.25,0.142,876.953
15/09/2010 09:20,35835,655.1,382.6,81.6,15.63,22.68,75.29,0.06,877.0165
15/09/2010 09:30,35836,675.8,407.1,82.5,17.62,23.39,70.89,0.092,876.9158
15/09/2010 09:40,35837,688.9,439.1,90.3,19.55,23.39,75.45,0.678,876.8845
15/09/2010 09:50,35838,709.3,477.6,93.5,21.5,23.77,69.14,0,876.9933
15/09/2010 10:00,35839,741.7,512,92.5,23.82,24.91,65.83,0.078,876.8682
15/09/2010 10:10,35840,762.9,551.9,100.3,26,25.54,63.92,0.275,877.0233
15/09/2010 10:20,35841,619.4,525.6,118.9,25.88,23.99,72.44,1.188,876.9399
15/09/2010 10:30,35842,627,548.1,125.1,28.1,23.22,69.68,1.383,876.8989
15/09/2010 10:40,35843,805,661.7,118.2,32.76,23.53,74.76,1.596,877.07
15/09/2010 10:50,35844,807,678.1,115.2,34.3,23.79,65.28,1.153,877.1274
15/09/2010 11:00,35845,844,717.8,117,37.02,24.03,64.84,1.264,877.226
15/09/2010 11:10,35846,581.8,558.5,117.6,32.97,24.02,63.71,1.458,877.0214
15/09/2010 11:20,35847,888,791.9,116.6,41.91,24.14,64.53,2.093,877.1526
15/09/2010 11:30,35848,889,831,134.3,43.63,24.63,57.24,1.828,877.2008
15/09/2010 11:40,35849,889,830,120.1,44.41,24.7,61.53,2.058,877.0955
15/09/2010 11:50,35850,919,861,112.8,46.86,24.72,57.54,2.276,876.9469
15/09/2010 12:00,35851,885,856,118.8,46.38,24.72,59.52,2.309,876.8409
15/09/2010 12:10,35852,883,910,149.6,48.94,24.77,61.33,2.496,876.8582
15/09/2010 12:20,35853,885,933,166.5,50.32,24.61,62.28,2.386,876.6944
15/09/2010 12:30,35854,882,960,183.8,52.02,25.37,58.12,1.788,876.7176
15/09/2010 12:40,35855,802,938,206.5,50.71,25.26,61.33,2.379,876.5137
15/09/2010 12:50,35856,695.7,856,209.9,47.35,25.03,61.74,2.381,876.4567
15/09/2010 13:00,35857,202.2,409.2,185.7,31.37,24.89,61.43,2.376,876.1863
15/09/2010 13:10,35858,793.5,910,177.6,51.27,24.64,61.97,2.914,876.0398
