TOA5,,23644,CR1000.Std.16,CPU:ESTACION_CIE_ver36.CR1,24662,General,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,,W/m2,W/m2,W/m2,W/m2,Deg C,%,meters/second,mbar
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
22/03/2010 21:00,11401,0.001,0,0,0.003,23.46,26.15,2.313,873.6023
22/03/2010 21:10,11402,0,0,0,0.002,22.89,28.24,2.4,873.5769
22/03/2010 21:20,11403,0,0.007,0,0.001,22.83,27.28,2.459,873.5981
22/03/2010 21:30,11404,0,0,0,0.003,22.84,27.83,1.825,873.7533
22/03/2010 21:40,11405,0,0.002,0,0.004,22.92,27.04,1.282,873.8349
22/03/2010 21:50,11406,0,0.007,0,0.005,22.9,26.77,1.703,873.9095
22/03/2010 22:00,11407,0.348,0.013,0,0.002,23.05,27.21,1.956,874.113
22/03/2010 22:10,11408,0,0,0,0.003,22.43,29.12,2.769,874.0151
22/03/2010 22:20,11409,0,0,0,0.002,22.02,29.02,3.188,874.0479
22/03/2010 22:30,11410,0.197,0.039,0,0.001,22.22,28.64,2.914,874.0162
22/03/2010 22:40,11411,0.408,0.014,0,0.001,22.42,28.92,2.934,874.1945
22/03/2010 22:50,11412,0.406,0.022,0,0.002,22.45,28.71,2.136,874.0889
22/03/2010 23:00,11413,0.315,0,0,0,22.65,28.92,0.517,874.2202
22/03/2010 23:10,11414,0.005,0.005,0,0,22.32,28.3,2.891,874.4573
22/03/2010 23:20,11415,0.491,0,0,0.001,22.63,28.81,1.116,874.572
22/03/2010 23:30,11416,0,0,0.002,0.002,22.08,30.01,0.842,874.3675
22/03/2010 23:40,11417,0,0,0.132,0.002,21.75,31.34,1.177,874.3017
22/03/2010 23:50,11418,0,0,0.074,0.002,21.67,32.29,1.069,874.416
23/03/2010 00:00,11419,0,0.06,0,0.002,21.18,31.27,1.854,874.228
23/03/2010 00:10,11420,0.036,0.03,0,0.002,21.18,33.01,1.859,874.3264
23/03/2010 00:20,11421,0,0.027,0,0.002,21.03,32.33,1.8,874.4816
23/03/2010 00:30,11422,0,0.004,0,0.001,20.63,33.73,2.341,874.2771
23/03/2010 00:40,11423,0.012,0.028,0,0.001,20.49,34.2,2.37,874.4814
23/03/2010 00:50,11424,0.088,0,0,0.001,20.37,35.26,2.153,874.4656
23/03/2010 01:00,11425,0.05,0.036,0,0.002,20.09,35.43,2.348,874.4653
23/03/2010 01:10,11426,0,0,0,0.001,19.58,38.19,2.756,874.3671
23/03/2010 01:20,11427,0,0.011,0.039,0.002,19.57,39.69,1.867,874.3996
23/03/2010 01:30,11428,0.255,0.003,0,0.001,19.44,36.49,2.059,874.3256
23/03/2010 01:40,11429,0.454,0.022,0,0,19.73,37.61,2.66,874.2938
23/03/2010 01:50,11430,0.371,0.08,0,0,19.62,38.98,2.63,874.2607
23/03/2010 02:00,11431,0.211,0.05,0,0,19.44,38.26,2.543,874.2523
23/03/2010 02:10,11432,0.303,0.054,0,0.001,19.48,37.95,2.845,874.0726
23/03/2010 02:20,11433,0.475,0.079,0,0.002,19.69,38.36,2.26,874.2367
23/03/2010 02:30,11434,0.019,0.001,0,0.004,19.29,40.03,1.801,874.3008
23/03/2010 02:40,11435,0,0.003,0,0.001,19.16,41.36,1.566,874.2289
23/03/2010 02:50,11436,0.022,0.044,0,0,18.99,39.76,1.948,874.2115
23/03/2010 03:00,11437,0.555,0.103,0,0,19.43,40.31,2.179,874.2606
23/03/2010 03:10,11438,0.387,0.13,0,0.001,19.24,39.28,2.618,874.0392
23/03/2010 03:20,11439,0.12,0.036,0,0.002,18.97,41.94,2.523,874.1302
23/03/2010 03:30,11440,0,0.007,0,0,18.67,41.02,2.194,874.0225
23/03/2010 03:40,11441,0.131,0.063,0,0.001,18.89,41.88,2.479,874.0404
23/03/2010 03:50,11442,0,0.001,0,0,18.53,41.4,2.731,874.2853
23/03/2010 04:00,11443,0.06,0.035,0,0,18.53,42.18,2.613,874.2448
23/03/2010 04:10,11444,0.046,0.144,0,0.001,18.46,41.43,2.83,874.2935
23/03/2010 04:20,11445,0.064,0.042,0,0,18.35,42.9,2.371,874.2851
23/03/2010 04:30,11446,0.287,0.192,0,0,18.57,41.47,2.524,874.441
23/03/2010 04:40,11447,0.017,0.041,0,0.001,18.27,41.36,2.22,874.6288
23/03/2010 04:50,11448,0.022,0.035,0,0,18.26,44.13,2.161,874.5879
23/03/2010 05:00,11449,0,0,0,0.001,17.72,44.88,1.546,874.6378
23/03/2010 05:10,11450,0,0.003,0,0.001,17.51,45.87,2.18,874.73
23/03/2010 05:20,11451,0,0.175,0,0.001,17.45,45.97,2.471,874.765
23/03/2010 05:30,11452,0,0,0,0.001,16.99,48.43,2.339,874.8621
23/03/2010 05:40,11453,0,0,0,0,16.6,48.97,2.414,874.7889
23/03/2010 05:50,11454,0.161,0.206,0,0.002,16.85,45.57,2.385,874.9344
23/03/2010 06:00,11455,0.431,0.227,0,0,17.31,44.61,3.001,875.1026
23/03/2010 06:10,11456,0.634,0.264,0.001,0.002,17.58,45.8,3.081,875.2849
23/03/2010 06:20,11457,0,0.158,0,0.012,16.92,47.89,3.024,875.3545
23/03/2010 06:30,11458,0,0.926,0.663,0.046,16.68,46.9,2.673,875.5031
23/03/2010 06:40,11459,0,4.329,3.676,0.259,16.82,47.61,1.451,875.535
23/03/2010 06:50,11460,0,13.3,10.2,0.785,16.68,48.98,1.99,875.7534
23/03/2010 07:00,11461,1.135,39.4,19.08,1.605,16.56,46.42,1.621,875.8523
23/03/2010 07:10,11462,3.789,71,27.06,2.686,17.24,44.58,2.13,875.9575
23/03/2010 07:20,11463,5.591,107.9,34.17,3.933,17.88,43.04,2.321,876.1329
23/03/2010 07:30,11464,7.268,147.1,39.98,5.259,18.56,41.06,0.952,876.1501
23/03/2010 07:40,11465,11.2,186.6,44.88,6.98,20.36,37.03,0,876.1801
23/03/2010 07:50,11466,14.91,228.1,49.43,8.72,22.02,32.5,0,876.2552
23/03/2010 08:00,11467,18.23,272.3,53.13,10.68,23.69,30.9,0,876.4148
23/03/2010 08:10,11468,19.19,316.3,55.99,12.74,24.03,32.87,0.008,876.5112
23/03/2010 08:20,11469,18.59,356.9,58.6,14.77,23.85,31.68,0.036,876.5114
23/03/2010 08:30,11470,18.18,398.7,61.54,17,23.98,31.71,0.335,876.4959
23/03/2010 08:40,11471,17,437.7,64.25,19.17,24.29,26.33,0.006,876.3797
23/03/2010 08:50,11472,16.48,477.9,66.87,21.44,24.85,29.63,0.337,876.4849
23/03/2010 09:00,11473,12.76,517.5,69.11,23.72,24.02,26.29,1.034,876.6205
23/03/2010 09:10,11474,10.55,552.9,72.21,25.77,24.33,24.34,2.141,876.7176
23/03/2010 09:20,11475,7.831,587.6,74.27,28.05,23.99,24.85,2.356,876.5477
23/03/2010 09:30,11476,8.58,623.6,75.77,30.42,24.12,25.91,2.597,876.6268
23/03/2010 09:40,11477,8.95,654.8,78.31,32.44,24.14,26.32,2.828,876.6843
23/03/2010 09:50,11478,11,685.6,81.6,34.23,24.64,25.95,1.489,876.9835
23/03/2010 10:00,11479,10.2,711.2,85,35.75,24.77,27.04,2.264,876.9061
23/03/2010 10:10,11480,11.56,735.1,88.5,37.19,24.79,26.52,2.08,876.9454
23/03/2010 10:20,11481,NAN,769.7,88.8,39.3,25.25,25.7,2.205,876.8195
23/03/2010 10:30,11482,925,792.6,90.1,40.94,25.12,25.6,1.423,876.8536
23/03/2010 10:40,11483,937,821,90.8,42.58,25.2,24.61,1.508,876.8747
23/03/2010 10:50,11484,946,845,91.5,44.08,25.98,24.2,1.881,876.7195
23/03/2010 11:00,11485,950,864,91.9,45.28,26.43,23.86,0.826,876.7674
23/03/2010 11:10,11486,963,890,91.2,46.92,25.99,24.2,2.567,876.7509
23/03/2010 11:20,11487,964,904,92.2,47.88,26.79,21.89,1.161,876.6531
23/03/2010 11:30,11488,973,918,92.6,49.11,26.28,22.64,2.081,876.3673
23/03/2010 11:40,11489,983,940,91.5,50.46,26.76,21.54,3.287,876.4147
23/03/2010 11:50,11490,980,948,91.1,50.87,26.96,20.96,1.651,876.2524
23/03/2010 12:00,11491,987,959,91,51.62,27.11,20.04,1.523,875.9412
23/03/2010 12:10,11492,990,965,90.3,52.07,27.11,20.49,1.406,875.7936
23/03/2010 12:20,11493,994,975,90.9,52.62,27.2,19.77,1.984,875.5158
23/03/2010 12:30,11494,994,978,91.5,52.64,27.77,20.08,1.61,875.3519
23/03/2010 12:40,11495,989,977,90.5,52.5,27.25,20.18,2.958,874.9916
23/03/2010 12:50,11496,991,978,91.1,52.64,27.51,19.53,2.929,874.853
23/03/2010 13:00,11497,1009,989,89.4,53.52,27.91,19.23,2.982,874.7297
23/03/2010 13:10,11498,1010,986,88.6,53.31,28.05,18.03,2.826,874.4226
23/03/2010 13:20,11499,995,973,89.9,52.17,28.32,18.03,2.088,874.305
23/03/2010 13:30,11500,991,964,90.3,51.51,28.36,18.37,2.826,874.1486
23/03/2010 13:40,11501,988,954,89.5,50.77,28.5,18.24,2.651,873.8715
23/03/2010 13:50,11502,986,943,88.4,50.08,29.36,16.33,2.484,873.6246
23/03/2010 14:00,11503,999,940,85.8,49.81,29.06,15.17,2.515,873.3734
23/03/2010 14:10,11504,999,927,83.6,48.96,29.22,15,3.806,873.3711
23/03/2010 14:20,11505,982,901,84.3,47.42,29.19,13.94,2.751,872.9724
23/03/2010 14:30,11506,974,880,85,46.04,29.67,14.49,2.961,872.8404
23/03/2010 14:40,11507,970,861,85.1,44.88,29.57,14.42,3.456,872.6918
23/03/2010 14:50,11508,951,831,85.8,42.97,29.56,14.73,3.236,872.3414
23/03/2010 15:00,11509,934,800,87,40.97,30.13,14.76,3.079,872.1948
23/03/2010 15:10,11510,925,774.4,86.2,39.23,29.92,14.86,3.961,872.0468
23/03/2010 15:20,11511,920,748.3,84.9,37.62,29.81,14.56,4.482,872.0623
23/03/2010 15:30,11512,902,713.4,85.2,35.27,29.96,14.93,3.197,871.6384
23/03/2010 15:40,11513,894,684,84,33.42,30.14,14.52,4.564,871.5726
23/03/2010 15:50,11514,882,650.8,81.7,31.35,30.23,14.35,4.062,871.327
23/03/2010 16:00,11515,869,616.2,80.2,29.28,30.1,14.93,2.748,871.3674
23/03/2010 16:10,11516,859,582.4,78.32,27.31,30.23,14.76,4.223,871.2133
23/03/2010 16:20,11517,840,543.6,76.42,25.09,30.57,14.83,4.624,871.3347
23/03/2010 16:30,11518,822,505.2,73.97,23.01,30.35,14.52,3.877,871.2207
23/03/2010 16:40,11519,802,465.2,71.77,20.82,30.58,14.25,4.007,871.0978
23/03/2010 16:50,11520,780.9,425.3,69.02,18.71,30.27,14.39,5.025,871.2291
23/03/2010 17:00,11521,758.6,384.6,66.2,16.62,30.59,13.91,3.929,871.139
23/03/2010 17:10,11522,735.5,344.6,62.73,14.58,30.79,13.53,2.952,871.1635
23/03/2010 17:20,11523,701.3,301.8,59.17,12.51,30.96,13.26,3.598,871.1381
23/03/2010 17:30,11524,671.9,262.2,55.49,10.63,30.9,13.36,2.926,871.132
23/03/2010 17:40,11525,632.7,221.5,51.51,8.8,31.01,13.64,2.475,871.1554
23/03/2010 17:50,11526,589.5,181.2,46.79,7.131,30.63,13.87,4.021,871.4731
23/03/2010 18:00,11527,536.9,142.6,41.86,5.551,30.44,13.53,3.461,871.3521
23/03/2010 18:10,11528,466.9,104.8,36.25,4.097,30.37,13.7,3.024,871.4581
23/03/2010 18:20,11529,374.9,69.49,29.56,2.821,30.2,13.94,3.576,871.3845
23/03/2010 18:30,11530,234.7,38.24,21.58,1.733,29.83,13.91,3.27,871.4918
23/03/2010 18:40,11531,1.233,12.56,10.87,0.867,29.5,13.87,2.743,871.7277
23/03/2010 18:50,11532,0,3.05,2.758,0.301,29.23,14.32,2.013,871.7283
23/03/2010 19:00,11533,0,0.212,0.225,0.06,29,14.18,1.54,871.7935
23/03/2010 19:10,11534,0,0,0,0.018,28.74,14.76,0.893,871.9576
23/03/2010 19:20,11535,0,0,0,0.005,28.45,15.17,0.214,871.9093
23/03/2010 19:30,11536,0,0,0,0.001,28.1,15.27,0.067,872.0594
23/03/2010 19:40,11537,0,0,0,0.001,27.92,15.03,1.775,872.2673
23/03/2010 19:50,11538,0.007,0.088,0,0.007,28.17,13.91,3.876,872.3497
23/03/2010 20:00,11539,0,0.079,0,0.01,28.01,13.64,3.992,872.4028
23/03/2010 20:10,11540,0,0.009,0,0.007,27.78,14.35,3.575,872.4952
23/03/2010 20:20,11541,0,0,0,0.003,26.83,16.88,2.506,872.6216
23/03/2010 20:30,11542,0,0,0,0.001,25.98,19.09,3.081,872.7277
23/03/2010 20:40,11543,0,0,0,0.001,24.99,22.95,3.321,872.9465
23/03/2010 20:50,11544,0,0,0,0.001,23.44,24.65,2.763,872.9279
23/03/2010 21:00,11545,0,0,0,0.001,23.07,23.53,1.904,873.1078
23/03/2010 21:10,11546,0,0,0,0.004,23.25,23.66,1.728,873.241
23/03/2010 21:20,11547,0,0,0,0.005,23.09,25.06,1.698,873.4333
23/03/2010 21:30,11548,0,0.013,0,0.005,23.02,24.04,2.795,873.5447
23/03/2010 21:40,11549,0.006,0.003,0,0.006,23.11,24.96,1.724,873.7777
23/03/2010 21:50,11550,0.383,0.05,0,0.006,23.19,22.92,2.655,874.0322
23/03/2010 22:00,11551,0.951,0.066,0,0.007,23.94,22.88,1.472,874.1293
23/03/2010 22:10,11552,0.085,0.007,0,0.005,22.9,27.83,1.154,874.1549
23/03/2010 22:20,11553,0,0.045,0,0.001,22.3,25.47,1.85,874.1541
23/03/2010 22:30,11554,0.055,0.061,0,0.004,22.71,25.81,1.806,874.3025
23/03/2010 22:40,11555,0,0.089,0,0.004,22.55,25.58,1.703,874.4814
23/03/2010 22:50,11556,0,0,0,0.003,22.19,27.25,1.2,874.4661
23/03/2010 23:00,11557,0,0,0,0.003,22.04,29.05,1.277,874.5062
23/03/2010 23:10,11558,0,0.018,0,0.001,21.47,29.84,2.246,874.5964
23/03/2010 23:20,11559,0,0.048,0,0.001,21.12,28.92,2.709,874.7272
23/03/2010 23:30,11560,0.027,0.022,0,0.001,20.99,30.55,2.789,874.6526
23/03/2010 23:40,11561,0,0,0,0.001,20.45,29.77,1.294,874.6708
23/03/2010 23:50,11562,0.077,0.055,0,0.001,20.73,29.19,2.041,874.7024
24/03/2010 00:00,11563,0.386,0.152,0,0.002,20.76,29.7,2.319,874.6292
24/03/2010 00:10,11564,0.022,0.022,0,0.003,20.54,30.59,2.306,874.6781
24/03/2010 00:20,11565,0.394,0.036,0,0.001,20.59,29.8,1.642,874.7594
24/03/2010 00:30,11566,0.337,0.01,0.002,0.001,20.73,29.36,1.034,874.6215
24/03/2010 00:40,11567,0.711,0.196,0.133,0.001,21.1,29.19,1.677,874.6782
24/03/2010 00:50,11568,0.071,0.104,0,0.002,20.4,30.21,2.15,874.6943
24/03/2010 01:00,11569,0,0.017,0,0.002,19.3,35.19,3.053,874.6204
24/03/2010 01:10,11570,0,0,0,0,18.34,34.65,2.655,874.571
24/03/2010 01:20,11571,0,0.001,0,0,18.68,33.55,2.789,874.5313
24/03/2010 01:30,11572,0.366,0.043,0,0.002,18.94,33.96,2.995,874.2772
24/03/2010 01:40,11573,0.004,0.006,0,0.002,18.52,33.86,2.974,874.3744
24/03/2010 01:50,11574,0.375,0.161,0,0.003,18.75,32.09,3.08,874.2039
24/03/2010 02:00,11575,0.882,0.221,0,0.001,19.11,31.17,2.92,873.9902
24/03/2010 02:10,11576,0.441,0.002,0,0,19.06,31.78,0.945,874.0402
24/03/2010 02:20,11577,0.446,0.139,0,0,19.25,29.77,1.11,873.9984
24/03/2010 02:30,11578,1.062,0.169,0,0.001,19.71,29.33,1.334,873.8677
24/03/2010 02:40,11579,0.439,0.002,0,0,19.46,31.51,1.499,873.8028
24/03/2010 02:50,11580,0,0,0,0,18.96,30.79,1.641,873.7198
24/03/2010 03:00,11581,0.008,0.001,0,0,18.93,30.28,1.705,873.7816
24/03/2010 03:10,11582,0,0.001,0,0,18.84,31,1.489,873.8305
24/03/2010 03:20,11583,0.072,0.002,0.093,0,18.89,30.69,1.157,873.8273
24/03/2010 03:30,11584,0.003,0.015,0,0.001,18.85,29.91,1.164,873.697
24/03/2010 03:40,11585,0.053,0.001,0,0,18.83,29.97,1.58,873.6883
24/03/2010 03:50,11586,0.295,0.001,0,0,18.83,31.24,2.036,873.7083
24/03/2010 04:00,11587,0.03,0,0,0,18.58,29.94,2.179,873.5318
24/03/2010 04:10,11588,0,0.001,0,0,18.43,30.73,2.684,873.5477
24/03/2010 04:20,11589,0,0,0,0,18.05,32.6,2.326,873.6582
24/03/2010 04:30,11590,0,0.019,0,0,17.77,30.76,1.886,873.6578
24/03/2010 04:40,11591,0,0.051,0.07,0.001,18.02,30.69,1.534,873.6307
24/03/2010 04:50,11592,0.045,0.084,0.043,0.001,17.85,31.24,1.616,873.6749
24/03/2010 05:00,11593,0.007,0.088,0,0,17.87,30.42,1.783,873.7812
24/03/2010 05:10,11594,0.005,0.083,0,0,17.88,30.97,1.726,873.9107
24/03/2010 05:20,11595,0,0.066,0,0.001,17.74,30.56,1.364,874.0359
24/03/2010 05:30,11596,0,0.142,0,0.001,17.6,29.84,1.485,874.0262
24/03/2010 05:40,11597,0,0.14,0,0.001,17.56,29.74,1.814,874.152
24/03/2010 05:50,11598,0,0.07,0.032,0,17.71,30.83,1.627,874.2059
24/03/2010 06:00,11599,0,0.082,0,0,17.6,31.28,1.608,874.4107
24/03/2010 06:10,11600,0,0,0.066,0,17.45,33.12,1.14,874.5536
24/03/2010 06:20,11601,0.124,0.219,0.079,0.01,17.2,29.54,2.499,874.6039
24/03/2010 06:30,11602,0.361,0.849,0.421,0.054,17.66,29.61,2.688,874.6168
24/03/2010 06:40,11603,0.023,3.658,2.902,0.28,17.4,30.01,2.676,874.7289
24/03/2010 06:50,11604,1.967,12.39,10.06,0.786,17.36,29.88,2.729,874.9172
24/03/2010 07:00,11605,26.04,24.94,18.62,1.533,17.49,29.61,2.155,875.0067
24/03/2010 07:10,11606,165.5,54.27,28.22,2.46,17.8,28.82,2.264,875.3235
24/03/2010 07:20,11607,177.4,63.55,28.69,3.445,17.9,29.57,2.047,875.4362
24/03/2010 07:30,11608,251.4,93.7,35.34,4.87,18.12,29.2,2.021,875.5392
24/03/2010 07:40,11609,525,182.4,49.49,6.852,18.57,29.06,1.657,875.5815
24/03/2010 07:50,11610,588.8,238.7,65.95,8.89,19.31,29.16,0.895,875.7308
24/03/2010 08:00,11611,352.5,198.5,72.82,9.35,20.39,28.06,0.592,875.845
24/03/2010 08:10,11612,538.9,288.1,84.1,12.06,20.76,27.86,0.876,875.7516
24/03/2010 08:20,11613,671.2,367,92.7,14.61,21.89,28.2,0.617,876.0037
24/03/2010 08:30,11614,750,429.2,100.7,17.62,22.55,27.55,0.786,875.9142
24/03/2010 08:40,11615,693.5,429.9,97.3,18.7,23.02,27.69,0.774,876.1921
24/03/2010 08:50,11616,757.1,483.9,96.6,21.37,22.97,27.45,0.887,876.2094
24/03/2010 09:00,11617,754.4,502.5,93.4,23.15,23.34,27.38,0.803,876.2093
24/03/2010 09:10,11618,827,584.4,113.9,26.95,23.62,27.79,0.836,876.2879
24/03/2010 09:20,11619,749.7,583.5,128.4,27.64,23.78,26.32,1.329,876.1937
24/03/2010 09:30,11620,770.5,606.9,119.5,29.45,23.64,28.13,1.592,876.1801
24/03/2010 09:40,11621,816,653.7,117.4,32,23.53,27.45,2.089,876.2156
24/03/2010 09:50,11622,839,694.5,124.8,34.11,23.82,26.87,2.269,876.0426
24/03/2010 10:00,11623,877,733.9,118.9,36.18,23.98,25.02,1.56,876.009
24/03/2010 10:10,11624,885,767.7,125.7,38.43,24.43,26.01,2.013,876.0381
24/03/2010 10:20,11625,892,793.4,126.6,40.28,24.38,25.36,1.548,875.9471
24/03/2010 10:30,11626,855,786.3,125.4,40.53,24.47,25.23,2.087,875.895
24/03/2010 10:40,11627,941,865,125,44.12,25.03,24.54,1.813,875.8837
24/03/2010 10:50,11628,883,853,133.7,43.99,25.29,24,2.317,875.6135
24/03/2010 11:00,11629,856,867,148.6,45.28,24.99,23.83,2.886,875.5737
24/03/2010 11:10,11630,799.2,854,159.9,44.87,25.81,22.19,1.361,875.3854
24/03/2010 11:20,11631,878,909,154.1,48.07,25.86,21.99,1.524,875.3264
24/03/2010 11:30,11632,791.4,886,178.3,46.78,26.16,21.14,1.068,875.0992
24/03/2010 11:40,11633,832,938,189.4,49.23,26.5,19.46,1.916,874.976
24/03/2010 11:50,11634,789.5,904,182.7,49.12,26.24,18.65,1.956,874.9675
24/03/2010 12:00,11635,803,924,190.2,50.11,26.85,18.17,1.369,874.7056
24/03/2010 12:10,11636,801,934,188.9,49.39,27,18.24,1.275,874.6318
24/03/2010 12:20,11637,841,968,189.2,51.15,26.61,18.75,3.551,874.3868
24/03/2010 12:30,11638,652,883,244.7,47.41,26.72,17.86,1.965,874.0346
24/03/2010 12:40,11639,584.2,853,273.9,46.39,27.4,15.92,2.275,873.8464
24/03/2010 12:50,11640,791.5,998,246.3,52.73,27.84,17.56,2.288,873.7972
24/03/2010 13:00,11641,751.7,996,273.3,52.61,28,15.78,2.116,873.478
24/03/2010 13:10,11642,718,956,268.1,50.71,28.1,16.09,1.639,873.316
24/03/2010 13:20,11643,700.4,911,238.6,48.89,27.95,15.37,2.709,873.2985
24/03/2010 13:30,11644,710.8,934,249,49.52,28.12,13.26,2.715,873.0864
24/03/2010 13:40,11645,457.8,779.8,298,42.39,27.95,13.47,1.492,873.1833
24/03/2010 13:50,11646,535.1,857,325.5,45.56,28.95,14.11,1.653,872.7175
24/03/2010 14:00,11647,703.7,945,292.3,49.14,28.22,14.97,3.301,872.4234
24/03/2010 14:10,11648,878,1025,249,52.21,28.93,14.66,2.48,872.2266
24/03/2010 14:20,11649,734.4,902,244,46.34,29.8,15,2.859,872.1612
24/03/2010 14:30,11650,562.7,819,286.8,42.06,28.74,14.9,4.089,872.0626
24/03/2010 14:40,11651,357.5,670.5,314.8,35.67,29.34,15.68,2.251,871.8916
24/03/2010 14:50,11652,296.4,646.6,334.5,34.18,29.02,16.12,3.302,871.7285
24/03/2010 15:00,11653,260.4,622.1,343.9,32.75,29.11,15.14,4.082,871.7362
24/03/2010 15:10,11654,207.3,568.9,336.4,30.13,29.27,15.68,3.327,871.7269
24/03/2010 15:20,11655,162.4,524.9,335.6,28.08,29.37,15.44,2.141,871.4327
24/03/2010 15:30,11656,208.1,542.3,326.4,28.42,29.44,16.23,3.214,871.2866
24/03/2010 15:40,11657,243.4,527.7,301.8,27.66,29.83,15.37,1.875,871.2379
24/03/2010 15:50,11658,453.9,619.7,274.5,30.25,29.77,15.44,4.01,871.1702
24/03/2010 16:00,11659,440.6,557.4,236.4,27.3,29.44,15.41,3.977,871.0664
24/03/2010 16:10,11660,209.8,394.3,220.3,20.93,29.57,15.58,3.191,871.0079
24/03/2010 16:20,11661,214.8,374.1,210.7,19.64,29.47,15.2,3.821,870.877
24/03/2010 16:30,11662,94.6,277,192.3,15.46,29.58,15.58,2.193,870.9998
24/03/2010 16:40,11663,54.82,247.7,185,13.89,29.63,15.2,2.609,870.9172
24/03/2010 16:50,11664,33.85,220.8,175.1,12.41,29.64,14.59,3.039,870.7878
24/03/2010 17:00,11665,33.09,206.8,164.2,11.42,29.45,15.51,2.625,870.9587
24/03/2010 17:10,11666,36.45,183.4,144.1,9.94,29.45,15.44,2.7,870.7877
24/03/2010 17:20,11667,51.04,183.2,141.5,9.34,29.36,15.37,3.244,871.106
24/03/2010 17:30,11668,153.4,210.6,139.8,9.11,29.49,15.65,2.798,871.0236
24/03/2010 17:40,11669,82,165.8,121.9,7.609,29.64,15.65,1.871,870.9836
24/03/2010 17:50,11670,53.83,127.2,99.4,6.018,29.32,15.75,2.805,870.9424
24/03/2010 18:00,11671,19.03,88.3,72.77,4.547,29.2,13.19,3.662,870.9682
24/03/2010 18:10,11672,0.818,59.9,50.82,3.235,28.92,13.02,3.461,871.4089
24/03/2010 18:20,11673,1.344,43.54,36.98,2.252,28.62,13.23,3.755,871.3606
24/03/2010 18:30,11674,0.383,25.89,22.2,1.37,28.3,13.43,3.662,871.4736
24/03/2010 18:40,11675,0,10.18,8.46,0.669,27.97,13.84,3.423,871.41
24/03/2010 18:50,11676,0,2.343,1.574,0.243,27.65,14.15,3.123,871.5311
24/03/2010 19:00,11677,0,1.483,0.891,0.049,27.4,14.45,2.763,871.6501
24/03/2010 19:10,11678,0,0,0,0.017,27.23,14.73,2.563,871.8675
24/03/2010 19:20,11679,0,0,0,0.006,26.95,15.24,2.345,871.9262
24/03/2010 19:30,11680,0,0,0,0.002,26.69,15.51,2.164,871.8166
24/03/2010 19:40,11681,0,0,0,0.004,26.45,15.92,2.314,871.98
24/03/2010 19:50,11682,0,0,0,0.004,26.04,15.79,2.328,872.0912
24/03/2010 20:00,11683,0,0,0,0.004,26.08,15.17,2.23,872.1699
24/03/2010 20:10,11684,0,0,0,0.003,25.99,15.24,1.898,872.3848
24/03/2010 20:20,11685,0,0,0,0.004,25.69,15.07,1.811,872.5109
24/03/2010 20:30,11686,0,0,0,0.005,25.3,15.55,0.588,872.6752
24/03/2010 20:40,11687,0,0,0.027,0.004,25.15,17.83,0.792,872.8625
24/03/2010 20:50,11688,0,0,0.151,0.004,25.13,16.3,1.683,872.8989
24/03/2010 21:00,11689,0,0,0.029,0.005,25.21,15.92,0.616,873.0502
24/03/2010 21:10,11690,0.141,0.058,0,0.006,25.62,15.82,1.585,873.158
24/03/2010 21:20,11691,0.156,0,0,0.007,25.6,14.93,1.928,873.27
24/03/2010 21:30,11692,0,0.003,0,0.005,24.81,15.55,1.929,873.2877
24/03/2010 21:40,11693,0.09,0.007,0,0.003,24.75,15.11,1.864,873.4267
24/03/2010 21:50,11694,0.035,0.002,0,0.003,24.67,17.66,1.749,873.4958
24/03/2010 22:00,11695,0,0,0,0.001,23.78,20.46,1.362,873.4999
24/03/2010 22:10,11696,0,0,0,0.003,23.24,19.91,0.568,873.6964
24/03/2010 22:20,11697,0,0,0,0.003,23.06,20.6,0.943,873.72
24/03/2010 22:30,11698,0.001,0.122,0.096,0.004,22.92,19.4,1.959,873.6063
24/03/2010 22:40,11699,0,0.018,0.041,0.004,23.13,20.97,2.153,873.8262
24/03/2010 22:50,11700,0,0,0,0.003,22.82,20.66,1.053,873.8195
24/03/2010 23:00,11701,0.283,0.014,0,0.003,23.14,20.87,0.908,873.8756
24/03/2010 23:10,11702,0.431,0.177,0,0.004,23.29,20.7,1.739,873.827
24/03/2010 23:20,11703,0.119,0.047,0,0.006,23.09,22.23,1.844,873.9505
24/03/2010 23:30,11704,0,0,0,0.003,22.36,24.01,1.337,873.9333
24/03/2010 23:40,11705,0,0,0.099,0.002,22.16,24.76,0.405,874.0553
24/03/2010 23:50,11706,0,0,0.035,0.002,21.95,27.25,0.652,873.9915
25/03/2010 00:00,11707,0,0.027,0,0.003,21.49,25.81,1.78,874.0725
25/03/2010 00:10,11708,1.238,0.32,0.018,0.003,22.32,23.7,2.034,874.1379
25/03/2010 00:20,11709,0.852,0.135,0,0.002,22.44,24.76,2.165,874.0883
25/03/2010 00:30,11710,0.099,0.004,0,0.002,21.94,26.19,1.901,873.9332
25/03/2010 00:40,11711,0.003,0,0,0.001,21.61,28.44,1.875,874.1141
25/03/2010 00:50,11712,0,0,0,0.001,20.81,28.71,2.611,874.0316
25/03/2010 01:00,11713,0,0,0,0.001,20.65,28.99,1.292,874.0725
