TOA5,,23644,CR1000.Std.16,CPU:ESTACION_CIE_ver36.CR1,24662,General,,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg,
TS,,W/m2,,,,Deg C,%,meters/second,mbar,
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,
04/04/2011 00:30,13396,0.05,0.001,0.213,0.001,23.71,26.19,1.148,874.1873,
04/04/2011 00:40,13397,0.022,0.003,0.052,0,23.34,26.97,0.372,874.3246,
04/04/2011 00:50,13398,0.406,0.064,0.312,0.002,23.73,26.43,1.328,874.4572,
04/04/2011 01:00,13399,0.412,0.001,0.316,0.001,24.01,26.53,0.915,874.4323,
04/04/2011 01:10,13400,0.303,0.058,0.222,0.002,23.87,27.18,0.868,874.5309,
04/04/2011 01:20,13401,0.536,0.119,0.128,0,23.65,26.29,1.694,874.4956,
04/04/2011 01:30,13402,0.458,0.137,0.073,0.001,23.74,26.02,1.715,874.6358,
04/04/2011 01:40,13403,0.687,0.05,0.005,0.002,23.88,25.88,1.859,874.5892,
04/04/2011 01:50,13404,0.217,0,0,0.001,23.57,26.26,1.67,874.6281,
04/04/2011 02:00,13405,0.159,0.019,0,0,23.44,27.76,2.17,874.548,
04/04/2011 02:10,13406,0,0,0,0,22.94,28.99,1.372,874.6449,
04/04/2011 02:20,13407,0,0,0,0,22.5,27.89,1.182,874.6203,
04/04/2011 02:30,13408,0.341,0.014,0,0.001,22.91,27.96,2.119,874.4163,
04/04/2011 02:40,13409,0.145,0,0,0.001,22.57,29.36,2.149,874.5563,
04/04/2011 02:50,13410,0.016,0.002,0.107,0.001,22.6,28.2,1.379,874.579,
04/04/2011 03:00,13411,0.151,0.023,0.009,0.001,22.62,29.74,1.467,874.5063,
04/04/2011 03:10,13412,0.082,0.017,0,0,22.33,27.93,2.486,874.3588,
04/04/2011 03:20,13413,0.318,0.001,0,0.001,22.49,28.24,2.506,874.4493,
04/04/2011 03:30,13414,0,0,0,0.001,22.08,29.43,1.653,874.4075,
04/04/2011 03:40,13415,0,0.03,0.015,0.001,21.78,29.26,1.81,874.4251,
04/04/2011 03:50,13416,0,0.001,0,0,21.79,29.87,1.739,874.1454,
04/04/2011 04:00,13417,0.07,0.092,0.093,0.001,21.76,29.63,2.248,874.1875,
04/04/2011 04:10,13418,0.378,0.2,0.175,0.002,21.86,29.57,2.546,874.1453,
04/04/2011 04:20,13419,0.238,0.105,0.011,0.001,21.81,29.6,2.328,874.1708,
04/04/2011 04:30,13420,0,0.04,0,0.001,21.68,30.28,2.533,874.261,
04/04/2011 04:40,13421,0,0.021,0,0,21.55,30.55,2.349,874.1877,
04/04/2011 04:50,13422,0,0,0,0,21.32,31.51,1.946,874.3182,
04/04/2011 05:00,13423,0,0.058,0.009,0,21.44,30.93,2.101,874.4653,
04/04/2011 05:10,13424,0,0,0,0,21.32,31.95,1.641,874.5463,
04/04/2011 05:20,13425,0,0,0.001,0,20.98,32.46,0.733,874.4905,
04/04/2011 05:30,13426,0.034,0.05,0.062,0,21.13,32.05,1.657,874.556,
04/04/2011 05:40,13427,0,0.002,0,0.001,20.96,32.74,0.924,874.7836,
04/04/2011 05:50,13428,0,0.001,0,0,20.81,32.98,0.813,874.736,
04/04/2011 06:00,13429,0,0.001,0.052,0,20.76,32.87,0.569,874.9807,
04/04/2011 06:10,13430,0,0,0.112,0.003,20.73,33.04,0.279,875.022,
04/04/2011 06:20,13431,0,0.31,0.373,0.023,20.77,33.11,0.674,875.1696,
04/04/2011 06:30,13432,0,2.389,2.207,0.135,20.84,32.94,1.508,875.4067,
04/04/2011 06:40,13433,0.02,7.625,6.67,0.475,20.71,33.04,0.692,875.4478,
04/04/2011 06:50,13434,44.77,22.51,17.73,1.107,20.7,33.38,1.343,875.6032,
04/04/2011 07:00,13435,131.7,46.77,30.8,1.954,20.89,32.4,1.974,875.726,
04/04/2011 07:10,13436,208.6,75.26,42.41,2.974,21.06,32.4,1.543,875.791,
04/04/2011 07:20,13437,275.4,107.5,53.45,4.146,21.43,31.95,1.07,876.005,
04/04/2011 07:30,13438,336.6,143,63.78,5.425,22.02,31.17,1.045,876.1425,
04/04/2011 07:40,13439,394.9,180.6,73.06,6.893,22.97,29.6,0.615,876.1193,
04/04/2011 07:50,13440,446.2,219.6,81.1,8.49,23.79,28.24,0.564,876.2659,
04/04/2011 08:00,13441,488.1,258.6,88.4,10.17,24.68,28,0.289,876.4208,
04/04/2011 08:10,13442,528.1,299.4,95.3,12.01,24.95,28.92,0.915,876.5588,
04/04/2011 08:20,13443,568.5,342.4,101.2,14.13,24.81,28.57,1.33,876.6622,
04/04/2011 08:30,13444,600.6,382.7,106.4,16.17,25.39,26.05,0.631,876.6998,
04/04/2011 08:40,13445,626.1,421.3,112,18.12,25.56,27.2,0.869,876.6748,
04/04/2011 08:50,13446,659.2,464.5,116.6,20.48,25.67,26.28,0.773,876.7625,
04/04/2011 09:00,13447,675.6,500,121.9,22.51,26.2,26.01,0.958,876.7976,
04/04/2011 09:10,13448,691.2,534.2,127.3,24.56,25.86,26.49,1.294,876.9413,
04/04/2011 09:20,13449,705,567.8,132.7,26.49,26.33,24.58,0.551,876.8169,
04/04/2011 09:30,13450,725.3,605.8,136.8,28.6,26.77,25.36,1.154,876.9629,
04/04/2011 09:40,13451,744.9,641.2,140.5,30.75,26.84,24.58,0.864,876.8666,
04/04/2011 09:50,13452,760.5,673.5,143.5,32.81,27.36,23.76,0.654,876.9071,
04/04/2011 10:00,13453,766.9,703,149.8,34.55,27.16,25.16,1.774,877.0454,
04/04/2011 10:10,13454,780.7,736.2,153.9,36.59,27.36,23.69,1.209,876.882,
04/04/2011 10:20,13455,775.5,762.1,156.7,38.13,27.29,24.37,1.53,876.7354,
04/04/2011 10:30,13456,787.4,782.8,161.5,39.46,27.88,22.06,0.809,876.9064,
04/04/2011 10:40,13457,790.7,806,165.9,40.59,28.27,24.27,1.846,876.7416,
04/04/2011 10:50,13458,796.7,830,168.6,42.19,27.56,23.49,2.146,876.5396,
04/04/2011 11:00,13459,794.9,847,174,43.1,27.75,22.67,1.294,876.6359,
04/04/2011 11:10,13460,788.8,861,179.5,43.65,28.32,23.11,2.126,876.3425,
04/04/2011 11:20,13461,789.5,875,183.1,44.65,28.47,21.44,1.097,876.3344,
04/04/2011 11:30,13462,808,900,184.4,46.25,29.27,22.29,1.656,876.2194,
04/04/2011 11:40,13463,793.9,908,191.1,46.48,28.55,21.44,2.456,876.0802,
04/04/2011 11:50,13464,796.5,915,192.3,46.92,29.46,20.49,1.191,876.023,
04/04/2011 12:00,13465,818,930,185.4,48.28,29.8,20.39,1.767,875.7037,
04/04/2011 12:10,13466,830,942,181.7,49.33,30.38,19.53,1.379,875.6058,
04/04/2011 12:20,13467,831,949,180.5,49.7,29.77,19.6,2.556,875.4088,
04/04/2011 12:30,13468,841,956,179.3,50.29,29.89,19.46,1.526,875.2289,
04/04/2011 12:40,13469,844,962,179.5,50.85,29.55,19.4,2.979,875.0172,
04/04/2011 12:50,13470,842,970,189.5,51.01,30.76,18.75,1.804,874.8531,
04/04/2011 13:00,13471,793.8,951,209.9,48.16,30.7,18.48,2.691,874.6476,
04/04/2011 13:10,13472,728.3,917,231.4,44.16,30.97,18.34,1.733,874.3708,
04/04/2011 13:20,13473,712.3,924,251.2,43.11,31.25,18.2,2.666,874.2307,
04/04/2011 13:30,13474,653.7,879,259.2,39.06,31.53,15.95,2.127,874.0433,
04/04/2011 13:40,13475,687.5,893,251.1,40.73,32.12,16.29,1.82,873.7401,
04/04/2011 13:50,13476,674.5,878,253.5,39.56,32.12,15.27,1.359,873.4857,
04/04/2011 14:00,13477,646.3,855,257.8,37.83,32.57,14.97,2.201,873.3405,
04/04/2011 14:10,13478,644.9,852,259.8,38.18,32.53,14.9,3.325,873.0363,
04/04/2011 14:20,13479,629.6,833,259.3,37.22,32.23,14.28,3.563,873.0776,
04/04/2011 14:30,13480,623.5,814,256.6,36.54,32.79,14.18,3.767,872.7995,
04/04/2011 14:40,13481,628.5,802,252.2,36.02,32.98,13.64,2.134,872.6678,
04/04/2011 14:50,13482,624.3,777.1,246.3,34.74,33.62,13.98,2.239,872.4981,
04/04/2011 15:00,13483,643.5,769.3,237.4,34.8,33.08,14.04,2.867,872.259,
04/04/2011 15:10,13484,659.7,756.3,224.4,34.57,32.91,13.84,3.77,872.1777,
04/04/2011 15:20,13485,615.2,707.3,219.6,31.37,32.86,13.23,1.801,872.0379,
04/04/2011 15:30,13486,578.3,654.2,215.7,28.26,33.26,13.4,1.779,871.8269,
04/04/2011 15:40,13487,581.7,635.8,210,26.89,33.4,12.75,3.262,871.7275,
04/04/2011 15:50,13488,565,603.5,202.1,25.04,33.59,12.85,2.312,871.6873,
04/04/2011 16:00,13489,386.3,462.7,179.8,20.32,33.15,12.68,3.679,871.5311,
04/04/2011 16:10,13490,125.2,248.7,134.5,13.2,32.73,13.33,3.386,871.2862,
04/04/2011 16:20,13491,2.037,152.5,123.7,10.07,32.4,13.67,3.462,871.2116,
04/04/2011 16:30,13492,5.808,169,138.8,10.38,32.47,13.23,2.075,871.1964,
04/04/2011 16:40,13493,6.367,139.2,113.3,9.08,32.45,13.7,2.515,871.0986,
04/04/2011 16:50,13494,0,125.9,107.3,8.68,32.45,13.53,1.686,870.9834,
04/04/2011 17:00,13495,15.79,145.3,117.9,10.36,32.41,13.91,2.141,871.057,
04/04/2011 17:10,13496,200.4,226.6,129.6,10.49,32.8,13.47,1.272,870.9344,
04/04/2011 17:20,13497,303.8,245.4,122.5,8.26,33.33,13.53,1.721,871.254,
04/04/2011 17:30,13498,325,229.9,110.1,6.444,33.34,13.67,1.651,871.2698,
04/04/2011 17:40,13499,107.6,125.4,78.76,4.323,33.03,15,3.146,871.3519,
04/04/2011 17:50,13500,0,56.62,47.17,2.35,30.38,18.85,7.919,871.3844,
04/04/2011 18:00,13501,0,38.86,32.59,1.525,29.72,16.81,6.496,871.4422,
04/04/2011 18:10,13502,0,21.11,18.23,0.929,30.11,16.23,4.077,871.7267,
04/04/2011 18:20,13503,0,7.664,6.734,0.469,29.96,18.48,4.697,871.8116,
04/04/2011 18:30,13504,0.157,4.494,3.672,0.26,28.78,24.85,7.567,872.203,
04/04/2011 18:40,13505,0.041,3.95,3.276,0.107,26.59,25.7,9.15,872.5541,
04/04/2011 18:50,13506,0,2.3,1.74,0.045,26.8,26.15,8.7,872.2599,
04/04/2011 19:00,13507,0.391,0.704,0.201,0.019,28.2,24.34,9.7,872.9313,
04/04/2011 19:10,13508,1.689,0.24,0.335,0.019,28.17,20.59,7.392,872.939,
04/04/2011 19:20,13509,0.926,0.035,0.049,0.013,28.5,19.53,6.042,872.8478,
04/04/2011 19:30,13510,0.216,0,0.006,0.008,28.49,19.74,5.541,872.3248,
04/04/2011 19:40,13511,0.143,0.001,0.032,0.004,28.46,17.93,4.234,872.3506,
04/04/2011 19:50,13512,0.268,0,0.052,0.003,28.74,20.18,4.051,872.4965,
04/04/2011 20:00,13513,0,0,0,0.001,28,23.69,3.618,872.7595,
04/04/2011 20:10,13514,0,0,0,0.001,27.18,26.35,1.926,872.9308,
04/04/2011 20:20,13515,0,0,0,0.002,26.7,27,1.562,873.0943,
04/04/2011 20:30,13516,0,0,0,0.002,26.49,28.67,1.42,873.0706,
04/04/2011 20:40,13517,0,0,0.001,0.003,26.53,27.89,0.405,873.1857,
04/04/2011 20:50,13518,0,0,0.254,0.003,26.34,28.26,1.328,873.135,
04/04/2011 21:00,13519,0,0,0.11,0.004,26.1,27.48,1.126,873.3831,
04/04/2011 21:10,13520,0,0,0.285,0.003,26.34,26.9,0.261,873.5093,
04/04/2011 21:20,13521,0,0.001,0.26,0.005,26.46,26.25,1.683,873.5803,
04/04/2011 21:30,13522,0,0,0.208,0.004,26.18,27.78,1.909,873.7324,
04/04/2011 21:40,13523,0,0,0.233,0.004,26.13,27.89,1.034,873.8691,
04/04/2011 21:50,13524,0,0,0.169,0.004,26.12,27.79,1.087,873.9507,
04/04/2011 22:00,13525,0,0,0.216,0.004,25.73,27.85,1.781,873.8563,
04/04/2011 22:10,13526,0,0,0.004,0.004,25.64,28.84,0.413,874.0413,
04/04/2011 22:20,13527,0,0,0.083,0.003,25.36,28.09,0.971,874.1853,
04/04/2011 22:30,13528,0,0,0.146,0.003,25.79,25.3,0.241,874.2555,
04/04/2011 22:40,13529,0,0,0.262,0.004,25.74,27.28,0.923,874.5287,
04/04/2011 22:50,13530,0.03,0.074,0.01,0.003,25.56,25.74,0.799,874.6912,
04/04/2011 23:00,13531,0.199,0.024,0,0.004,25.68,26.56,1.124,874.5563,
04/04/2011 23:10,13532,0.395,0,0,0.004,25.6,25.16,1.675,874.6516,
04/04/2011 23:20,13533,0.312,0,0,0.003,25.54,25.09,1.747,874.5076,
04/04/2011 23:30,13534,0.105,0,0,0.004,25.32,25.95,0.754,874.6135,
04/04/2011 23:40,13535,0,0,0.238,0.002,25.03,28.03,1.46,874.6064,
04/04/2011 23:50,13536,0,0,0.279,0.002,24.74,27.04,1.481,874.7622,
05/04/2011 00:00,13537,0.057,0,0,0.001,24.76,26.29,1.15,874.665,
05/04/2011 00:10,13538,0.112,0.001,0.21,0.003,24.77,27.51,1.275,874.6365,
05/04/2011 00:20,13539,0.477,0.16,0.12,0.003,24.78,25.98,1.728,874.7957,
05/04/2011 00:30,13540,0.137,0.023,0.002,0.004,24.45,27.86,2.88,874.8423,
05/04/2011 00:40,13541,0,0,0,0.002,23.87,27.55,2.138,874.7648,
05/04/2011 00:50,13542,0.702,0.032,0.023,0.003,24.38,26.02,1.9,874.8908,
05/04/2011 01:00,13543,1.17,0.095,0.014,0.005,24.87,26.56,2.056,874.9926,
05/04/2011 01:10,13544,0.289,0.02,0.004,0.004,24.3,27.11,2.296,874.9375,
05/04/2011 01:20,13545,0.163,0.027,0.02,0.002,24.19,27.69,3.408,874.9471,
05/04/2011 01:30,13546,0.136,0.004,0,0.002,23.95,27.65,2.615,874.7983,
05/04/2011 01:40,13547,0.171,0,0,0.003,23.94,27.21,1.908,874.7702,
05/04/2011 01:50,13548,0.088,0,0.037,0.002,23.81,32.77,1.629,874.8674,
05/04/2011 02:00,13549,0,0,0.093,0.002,22.9,28.85,1.667,875.1293,
05/04/2011 02:10,13550,0.245,0.07,0.433,0.004,23.79,30.38,2.096,874.9689,
05/04/2011 02:20,13551,0.261,0.173,0.237,0.004,23.32,29.15,2.431,875.0805,
05/04/2011 02:30,13552,0.851,0.207,0.208,0.003,23.77,27.89,2.21,874.9941,
05/04/2011 02:40,13553,1.212,0.284,0.281,0.006,24.11,27.79,2.713,875.2083,
05/04/2011 02:50,13554,0.454,0.013,0.002,0.005,24.12,28.06,1.397,875.1689,
05/04/2011 03:00,13555,0.405,0.028,0.034,0.003,24.1,27.76,1.263,875.3113,
05/04/2011 03:10,13556,0.401,0,0.176,0.003,24.3,27.38,0.884,875.2698,
05/04/2011 03:20,13557,0.405,0,0.312,0.001,24.4,27.28,1.044,875.0248,
05/04/2011 03:30,13558,0.405,0,0.297,0.003,24.46,27.28,0.812,875.1039,
05/04/2011 03:40,13559,0.367,0.021,0.13,0.002,24.4,27.62,1.352,875.1683,
05/04/2011 03:50,13560,0.625,0.109,0.139,0.002,24.54,26.87,2.284,874.9819,
05/04/2011 04:00,13561,0.86,0.124,0.223,0.004,24.83,27.24,2.874,875.0303,
05/04/2011 04:10,13562,1.071,0.101,0.267,0.003,25.2,28.78,3.392,875.0172,
05/04/2011 04:20,13563,0.44,0.043,0.093,0.005,25.05,29.56,3.689,875.2161,
05/04/2011 04:30,13564,0.323,0.013,0.052,0.005,24.96,29.83,4.446,875.126,
05/04/2011 04:40,13565,0.004,0.005,0.033,0.003,24.78,29.59,3.829,875.1878,
05/04/2011 04:50,13566,0.405,0.015,0.295,0.004,24.83,29.05,5.839,875.2851,
05/04/2011 05:00,13567,0.116,0,0.052,0.005,24.73,29.19,4.721,875.4325,
05/04/2011 05:10,13568,0,0,0.035,0.003,24.57,29.49,3.781,875.4661,
05/04/2011 05:20,13569,0.014,0,0.15,0.001,24.53,29.46,4.091,875.5062,
05/04/2011 05:30,13570,0,0.001,0.118,0.003,24.38,29.73,3,875.4249,
05/04/2011 05:40,13571,0,0.003,0.209,0.004,24.32,29.49,2.864,875.3452,
05/04/2011 05:50,13572,0,0,0.167,0.004,24.28,29.66,2.129,875.444,
05/04/2011 06:00,13573,0,0,0.157,0.004,24.03,30.58,1.588,875.4782,
05/04/2011 06:10,13574,0,0,0.204,0.013,23.7,31.81,1.352,875.438,
05/04/2011 06:20,13575,0,0.106,0.356,0.025,23.26,31.51,1.319,875.8074,
05/04/2011 06:30,13576,0.015,1.747,1.815,0.143,23.48,30.31,2.085,875.606,
05/04/2011 06:40,13577,0.265,7.173,6.043,0.495,23.64,29.8,2.814,875.863,
05/04/2011 06:50,13578,21.85,22.67,18.75,1.12,23.63,32.43,2.146,875.9533,
05/04/2011 07:00,13579,75.11,43.38,32.2,1.94,23.06,32.16,2.129,876.1797,
05/04/2011 07:10,13580,133.1,70.73,46.4,2.943,23.51,31.54,0.667,876.4133,
05/04/2011 07:20,13581,193.1,101.7,59.07,4.083,23.51,32.29,1.751,876.3491,
05/04/2011 07:30,13582,249.9,135.1,70.83,5.369,23.51,31.68,2.506,876.4966,
05/04/2011 07:40,13583,306.3,171.2,81.1,6.741,23.89,29.32,2.934,876.5927,
05/04/2011 07:50,13584,355.7,210,91.1,8.29,24.23,28.57,2.533,876.382,
05/04/2011 08:00,13585,402.9,249.7,99.6,9.95,24.67,28.06,1.917,876.6884,
05/04/2011 08:10,13586,436,287.6,108.8,11.62,26.05,28.67,0.512,876.7896,
05/04/2011 08:20,13587,473.9,328.5,117.1,13.43,25.42,27.89,2.016,876.8058,
05/04/2011 08:30,13588,511.2,367.3,123.1,15.41,26.07,24.92,0.66,876.8062,
05/04/2011 08:40,13589,550.6,408.3,127.7,17.43,26.3,25.91,1.63,876.8823,
05/04/2011 08:50,13590,573.4,446.7,133.5,19.33,26.56,25.6,1.657,876.8106,
05/04/2011 09:00,13591,589.8,482.7,139.5,21.28,26.19,26.59,2.716,877.0699,
05/04/2011 09:10,13592,617.4,523.1,144.6,23.71,26.17,27.27,2.734,876.8495,
05/04/2011 09:20,13593,640.8,559.9,148.7,25.81,26.28,26.52,2.897,876.834,
05/04/2011 09:30,13594,661.7,594.2,151.8,27.9,26.31,26.38,2.71,877.0778,
05/04/2011 09:40,13595,685.5,630.7,155.4,30.12,26.73,26.01,2.855,876.8746,
05/04/2011 09:50,13596,697.5,661.2,159.6,31.92,26.88,26.04,2.864,876.9385,
05/04/2011 10:00,13597,699.6,685.8,164.5,33.35,27.02,25.09,2.713,876.9725,
05/04/2011 10:10,13598,711.2,715.1,169.3,35,27.96,23.76,1.384,876.9148,
05/04/2011 10:20,13599,720.2,743,174.1,36.73,27.61,24.41,2.185,876.973,
05/04/2011 10:30,13600,726,766,177.7,38.05,28.46,24.58,1.798,876.7993,
05/04/2011 10:40,13601,732.7,793.1,182.2,39.77,28.15,23.76,2.22,876.7347,
05/04/2011 10:50,13602,725.3,802,184.7,40.6,28.77,22.84,1.934,876.613,
05/04/2011 11:00,13603,752.9,833,186,42.65,28.71,22.36,1.605,876.57,
05/04/2011 11:10,13604,760.1,851,187.6,43.74,29.34,21.75,1.967,876.4818,
05/04/2011 11:20,13605,774.4,873,187.9,45.17,29.61,20.76,2.154,876.4157,
05/04/2011 11:30,13606,778.4,888,190.5,46.23,29.56,21.1,1.267,876.3098,
05/04/2011 11:40,13607,757,888,196.2,46.25,29.94,20.32,1.621,876.0562,
05/04/2011 11:50,13608,782.2,914,198.3,47.77,30,21,1.241,876.2925,
05/04/2011 12:00,13609,772.3,913,198.6,47.46,30.17,20.39,1.988,875.8093,
05/04/2011 12:10,13610,762.2,923,206.6,47.76,30.54,18.65,2.06,875.5893,
05/04/2011 12:20,13611,759.7,930,209.3,48.39,30.79,17.96,3.047,875.3777,
05/04/2011 12:30,13612,737.2,921,216.7,47.42,30.57,18.24,1.764,875.3109,
05/04/2011 12:40,13613,727.8,918,220.6,46.62,31.14,18.68,2.506,875.1232,
05/04/2011 12:50,13614,725,920,222.6,46.79,31.59,17.49,1.904,874.9749,
05/04/2011 13:00,13615,732.9,927,225.1,47.28,31.81,16.06,1.349,874.7062,
05/04/2011 13:10,13616,717,916,229.1,46.49,31.63,17.35,2.418,874.3867,
05/04/2011 13:20,13617,705.1,908,234,45.69,32.06,16.19,2.415,874.2794,
05/04/2011 13:30,13618,632.2,851,238,42.83,31.62,15.51,2.119,873.9615,
05/04/2011 13:40,13619,682.9,889,240.5,44.2,32.14,15.54,3.495,873.8706,
05/04/2011 13:50,13620,659.9,866,241.3,42.64,31.98,15.27,2.801,873.6502,
05/04/2011 14:00,13621,646.7,846,240.5,41.59,32.02,14.83,3.052,873.4299,
05/04/2011 14:10,13622,659.4,842,234.4,41.33,32.19,14.56,3.366,873.1023,
05/04/2011 14:20,13623,660.6,829,228.8,40.73,32.36,14.35,2.161,873.0534,
05/04/2011 14:30,13624,657.3,810,223.9,39.47,32.82,14.15,2.535,872.8889,
05/04/2011 14:40,13625,648.7,793.2,223.3,38.14,32.82,14.45,1.936,872.8245,
05/04/2011 14:50,13626,628.1,765.4,223,36.15,33.26,13.7,2.061,872.4299,
05/04/2011 15:00,13627,611.6,738.9,221.2,34.57,33.36,14.73,2.951,872.236,
05/04/2011 15:10,13628,611.5,718.9,215.4,33.41,33.04,13.47,1.608,872.3079,
05/04/2011 15:20,13629,598.7,693,212.4,31.8,33.48,14.25,2.795,871.9333,
05/04/2011 15:30,13630,581.6,665.5,213.3,30.3,33.25,13.5,1.828,871.8336,
05/04/2011 15:40,13631,531.4,616.8,212.4,28,33.81,13.84,2.421,871.5881,
05/04/2011 15:50,13632,521.5,577.3,197.2,25.66,33.58,13.81,1.876,871.6058,
05/04/2011 16:00,13633,534.1,559.1,189,24.36,33.72,13.02,2.954,871.5728,
05/04/2011 16:10,13634,501.6,519.5,183.9,22.31,33.65,13.4,2.904,871.359,
05/04/2011 16:20,13635,468.8,477.2,176.8,20.47,33.7,12.72,1.725,871.3927,
05/04/2011 16:30,13636,496.4,473.7,174.4,19.02,34.06,13.06,1.322,871.179,
05/04/2011 16:40,13637,461.3,429.6,167.7,17.06,33.86,13.33,3.583,871.2461,
05/04/2011 16:50,13638,430.9,386.6,157.7,14.85,33.75,12.85,1.781,871.2701,
05/04/2011 17:00,13639,362.9,327.3,146.3,12.63,34.4,12.72,0.634,871.2274,
05/04/2011 17:10,13640,260.4,252.5,124.5,10.33,33.8,13.19,1.651,871.2628,
05/04/2011 17:20,13641,185,195.5,109,8.67,33.41,13.23,1.081,871.2208,
05/04/2011 17:30,13642,49.64,136.8,102.4,7.798,33.21,13.6,1.562,871.0645,
05/04/2011 17:40,13643,0,98.6,85.1,6.296,33.21,13.64,0.107,871.0252,
05/04/2011 17:50,13644,0,79.19,68.12,4.824,33.41,13.84,0.011,871.4664,
05/04/2011 18:00,13645,10.88,66.3,55.72,3.845,32.99,13.53,0.798,871.3427,
05/04/2011 18:10,13646,13.56,58.73,49.87,3.118,32.73,13.67,0.914,871.2702,
05/04/2011 18:20,13647,0,46.68,40.14,2.181,32.45,13.98,1.893,871.3526,
05/04/2011 18:30,13648,0.696,35.63,30.66,1.415,32.19,14.15,1.85,871.7034,
05/04/2011 18:40,13649,1.112,18.4,16.18,0.851,32.09,14.18,1.537,871.5317,
05/04/2011 18:50,13650,0,6.484,5.613,0.377,31.88,14.42,1.861,871.6781,
05/04/2011 19:00,13651,0,1.279,1.123,0.116,31.7,14.45,2.123,871.6387,
05/04/2011 19:10,13652,0,0.085,0.068,0.022,31.61,14.59,1.79,871.7448,
05/04/2011 19:20,13653,0,0,0,0.006,31.42,14.76,1.879,871.6465,
05/04/2011 19:30,13654,0,0,0,0,30.91,15.61,2.534,872.0637,
05/04/2011 19:40,13655,0,0,0,0.001,30.32,15.82,2.774,872.3746,
05/04/2011 19:50,13656,0,0,0,0.001,29.83,17.79,2.86,872.3007,
05/04/2011 20:00,13657,0,0,0,0.001,29.25,18.34,3.568,872.3994,
05/04/2011 20:10,13658,0,0,0,0.002,28.9,18.99,1.959,872.5786,
05/04/2011 20:20,13659,0,0,0.078,0.001,28.78,19.33,1.499,872.6443,
05/04/2011 20:30,13660,0.03,0.035,0.041,0.002,28.69,19.16,2.114,872.8002,
05/04/2011 20:40,13661,0.367,0.112,0,0.004,29.28,18.03,1.245,873.0541,
05/04/2011 20:50,13662,0.001,0,0.248,0.004,29.27,18.14,1.206,873.2912,
05/04/2011 21:00,13663,0,0,0.093,0.002,29.28,18.92,0.271,873.6343,
05/04/2011 21:10,13664,0,0,0.248,0.004,29.26,20.01,1.409,873.8563,
05/04/2011 21:20,13665,0.113,0.002,0.31,0.004,29.24,21.48,1.813,874.2726,
05/04/2011 21:30,13666,0.405,0,0.312,0.006,29.43,21.68,3.309,874.6006,
05/04/2011 21:40,13667,0.259,0,0.146,0.005,29.32,22.16,4.84,874.6484,
05/04/2011 21:50,13668,1.132,0,0.196,0.003,29.15,24.1,4.391,874.8943,
05/04/2011 22:00,13669,0.706,0,0.098,0.006,29.14,24.95,5.405,875.0252,
05/04/2011 22:10,13670,0.086,0,0.043,0.004,28.97,25.02,4.121,875.0659,
05/04/2011 22:20,13671,0.001,0,0,0.004,28.9,25.98,3.222,875.1733,
05/04/2011 22:30,13672,0,0,0,0.003,28.54,26.83,3.986,875.4745,
05/04/2011 22:40,13673,0,0,0,0.002,28.18,27.68,3.47,875.6312,
05/04/2011 22:50,13674,0,0,0,0.001,27.98,28.33,2.943,875.5849,
05/04/2011 23:00,13675,0,0,0,0.003,27.82,28.12,2.104,875.8352,
05/04/2011 23:10,13676,0,0,0,0.002,27.76,28.16,2.164,875.7292,
05/04/2011 23:20,13677,0,0,0,0.003,27.63,28.09,1.278,875.9099,
05/04/2011 23:30,13678,0,0,0,0.003,27.62,28.5,0.092,876.0089,
05/04/2011 23:40,13679,0,0,0,0.002,27.53,28.02,0.104,875.9863,
05/04/2011 23:50,13680,0,0,0,0.002,27.45,28.36,0.544,876.0982,
06/04/2011 00:00,13681,0,0,0,0.002,27.29,29.42,0,876.2673,
06/04/2011 00:10,13682,0,0,0,0.003,26.89,31.02,0.722,876.3582,
06/04/2011 00:20,13683,0,0.047,0,0.005,26.72,31.57,2.045,876.3881,
06/04/2011 00:30,13684,0,0.008,0,0.005,26.49,33.07,1.416,876.5122,
06/04/2011 00:40,13685,0.064,0,0,0.003,26.5,33.44,2.145,876.6676,
06/04/2011 00:50,13686,0,0,0,0.003,26.35,32.76,0.498,876.5528,
06/04/2011 01:00,13687,0,0,0,0.002,25.68,33.96,1.198,876.6461,
06/04/2011 01:10,13688,0,0,0,0.003,25.73,33.75,0.921,876.5732,
06/04/2011 01:20,13689,0,0,0,0.003,25.71,33.92,0.369,876.6325,
06/04/2011 01:30,13690,0,0,0.024,0.003,25.51,34.5,0,876.5345,
06/04/2011 01:40,13691,0,0,0.311,0.002,25.44,35.59,0,876.3311,
06/04/2011 01:50,13692,0,0,0.226,0.003,25.18,36.38,0.013,876.5523,
06/04/2011 02:00,13693,0,0,0.188,0.003,24.85,37.09,0.005,876.4055,
06/04/2011 02:10,13694,0,0,0.213,0.002,24.55,39.14,0.171,876.4536,
06/04/2011 02:20,13695,0,0,0,0.002,24.23,37.57,0.748,876.6456,
06/04/2011 02:30,13696,0.038,0,0.007,0.003,24.54,38.25,1.096,876.5152,
06/04/2011 02:40,13697,0,0,0.001,0.003,23.74,39.55,1.876,876.4189,
