TOA5,ESOLMET-IER,CR1000,23644,CR1000.Std.16,44971,TablaGeneral,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,RN,W/m2,W/m2,W/m2,?C,%,m/s,mbar
,,Avg,Avg,Avg,Avg,Smp,Avg,Avg
,,,,,,,,
08/08/2020 02:20,8285,0.006,0,0,21.3,92.2,0.223,877.2844
08/08/2020 02:30,8286,0,0,0,21.24,92.9,0.022,877.0734
08/08/2020 02:40,8287,0.005,0,0,21,93.9,0.429,877.1707
08/08/2020 02:50,8288,0.003,0,0,20.85,95,0.109,877.2033
08/08/2020 03:00,8289,0.067,0,0,20.66,94.5,0.469,877.0144
08/08/2020 03:10,8290,0.378,0,0,20.54,91.5,0.994,876.8526
08/08/2020 03:20,8291,0.38,0,0,20.61,92.2,1.885,877.0307
08/08/2020 03:30,8292,0.111,0,0,20.29,94.3,2.375,876.6309
08/08/2020 03:40,8293,0.003,0,0,20.04,94,2.221,876.7545
08/08/2020 03:50,8294,0.028,0,0,19.83,94.5,2.749,877.0153
08/08/2020 04:00,8295,0.049,0,0,19.93,94.2,2.424,877.0236
08/08/2020 04:10,8296,0.014,0,0,19.76,95.1,1.83,876.9745
08/08/2020 04:20,8297,0.008,0,0,19.64,95.3,1.305,876.9244
08/08/2020 04:30,8298,0.035,0,0,19.67,94.9,0.755,876.6234
08/08/2020 04:40,8299,0.041,0,0,19.7,94.4,0.663,876.7046
08/08/2020 04:50,8300,0.072,0,0,19.54,95.1,1.323,876.7775
08/08/2020 05:00,8301,0.064,0,0,19.25,95.1,1.58,876.8599
08/08/2020 05:10,8302,0.278,0,0,19.4,93.6,1.825,876.5908
08/08/2020 05:20,8303,0.361,0,0,19.6,91.3,1.341,876.8434
08/08/2020 05:30,8304,0.054,0,0,19.45,93.6,1.294,876.4994
08/08/2020 05:40,8305,0.009,0,0,19.57,93.5,0.232,876.3289
08/08/2020 05:50,8306,0.008,0,0,19.57,94.1,0.002,876.6955
08/08/2020 06:00,8307,0.061,0,0,19.53,94.8,0.792,876.6977
08/08/2020 06:10,8308,0.027,0,0,19.46,94.7,0.15,877.0314
08/08/2020 06:20,8309,0.075,0.46,0.365,19.53,94.5,0.89,876.835
08/08/2020 06:30,8310,0.068,7.834,6.519,19.13,95.7,1.498,877.139
08/08/2020 06:40,8311,2.023,23.56,20.06,19.16,95.1,1.538,877.1791
08/08/2020 06:50,8312,1.392,40.79,35.25,19.22,94.6,1.66,877.3264
08/08/2020 07:00,8313,1.97,55.55,47.28,19.3,94.3,1.92,877.4981
08/08/2020 07:10,8314,1.594,70.32,60.01,19.5,91.1,1.371,877.6859
08/08/2020 07:20,8315,9.23,88.7,74.4,20,91.1,0.607,877.6781
08/08/2020 07:30,8316,0.562,114.7,97.6,20.14,90.9,1.109,877.506
08/08/2020 07:40,8317,0.824,136.3,117.4,20.21,91.3,1.322,877.7764
08/08/2020 07:50,8318,125.7,206.8,182,20.4,90,1.548,877.9888
08/08/2020 08:00,8319,188.3,308.9,266.8,21,85.9,1.42,878.2345
08/08/2020 08:10,8320,65.37,275.6,234.8,21.83,81.7,0.755,878.2339
08/08/2020 08:20,8321,5.984,270.4,230,22.42,78.58,0.022,878.2503
08/08/2020 08:30,8322,0.948,207,176.3,22.92,74.94,0.057,878.373
08/08/2020 08:40,8323,1.322,163.1,139,22.99,77.49,0.092,878.6188
08/08/2020 08:50,8324,0.649,176.2,146.2,22.87,77.42,0.108,878.5734
08/08/2020 09:00,8325,0.563,219.8,182.5,23.11,78,0.262,878.4777
08/08/2020 09:10,8326,0.86,269.9,232.5,23.1,76.06,0.174,878.6635
08/08/2020 09:20,8327,0.841,260.4,224.6,23.85,75.48,0.321,878.7319
08/08/2020 09:30,8328,2.779,310.3,260.5,23.37,75.92,1.274,878.7604
08/08/2020 09:40,8329,154.1,543.7,465.8,23.29,72.75,1.131,878.7554
08/08/2020 09:50,8330,529.1,764.7,687.8,24.33,66.96,1.025,878.6017
08/08/2020 10:00,8331,126.9,464.7,393.5,24.37,68.11,1.643,878.5416
08/08/2020 10:10,8332,39.27,480.1,394.8,24.15,64.98,1.248,878.5776
08/08/2020 10:20,8333,49.22,563,475.9,24.83,65.18,0.363,878.5101
08/08/2020 10:30,8334,354.4,849,733.4,25.18,64.23,1.537,878.1176
08/08/2020 10:40,8335,178.9,664,549.4,25.52,64.05,1.038,878.0419
08/08/2020 10:50,8336,408.2,836,730.1,25.63,61.94,1.118,878.103
08/08/2020 11:00,8337,435.4,825,730.2,26.35,60.31,1.403,877.972
08/08/2020 11:10,8338,352.6,793.5,687.6,26.31,62.07,1.64,877.8326
08/08/2020 11:20,8339,694.8,1001,923,26.05,61.94,2.439,877.6166
08/08/2020 11:30,8340,773.9,1024,971,27.08,60.71,1.85,877.8943
08/08/2020 11:40,8341,231,726.5,620.9,26.53,62.85,2.741,878.0151
08/08/2020 11:50,8342,218.7,778.9,664,25.84,62,2.483,877.4151
08/08/2020 12:00,8343,141.4,700.5,592.8,26.72,60.64,1.903,877.5871
08/08/2020 12:10,8344,357.1,1023,903,27.31,59.01,2.826,877.3419
08/08/2020 12:20,8345,348.7,1069,937,27.86,58.53,1.931,877.2969
08/08/2020 12:30,8346,158.7,803,688.6,27.95,59.18,1.606,877.6752
08/08/2020 12:40,8347,263.4,865,761.2,27.68,58.83,2.638,877.4573
08/08/2020 12:50,8348,561.2,1136,1038,28.09,58.12,2.073,877.3207
08/08/2020 13:00,8349,61.97,527.3,457.7,27.61,58.32,1.891,876.884
08/08/2020 13:10,8350,0.82,192,168.2,26.75,60.03,2.382,876.7169
08/08/2020 13:20,8351,0,148.3,129.9,26.38,63.16,2.939,876.929
08/08/2020 13:30,8352,0.102,200.1,175.7,26.29,63.74,2.442,876.8166
08/08/2020 13:40,8353,0.147,208.9,184.4,26.32,63.03,2.423,876.9707
08/08/2020 13:50,8354,1.175,359,315.7,26.49,62.11,2.126,876.6309
08/08/2020 14:00,8355,16.28,476.6,415.1,26.97,57.58,1.77,877.0143
08/08/2020 14:10,8356,246.7,703.3,634.6,27.57,56.76,1.259,876.4064
08/08/2020 14:20,8357,418.5,925,832,28.95,52.91,1.062,876.837
08/08/2020 14:30,8358,0.639,342.8,298.7,28.67,56.49,0.93,876.1552
08/08/2020 14:40,8359,0.654,268.2,235.9,26.51,65.99,2.17,876.3214
08/08/2020 14:50,8360,0.02,214.2,184.3,25.3,68.31,3.559,875.8921
08/08/2020 15:00,8361,0.072,241.9,206.4,25.01,70.35,3.856,876.1138
08/08/2020 15:10,8362,0.259,205.4,174.2,24.83,69.98,3.718,876.2125
08/08/2020 15:20,8363,0.052,155.9,139.3,24.76,70.8,3.6,876.2793
08/08/2020 15:30,8364,0.002,122.8,105.8,24.63,77.44,2.656,876.3339
08/08/2020 15:40,8365,0.489,230.1,195.9,23.37,81.9,3.04,876.26
08/08/2020 15:50,8366,0.62,176.7,155.3,23.43,82.5,2.565,876.2496
08/08/2020 16:00,8367,0.394,144.1,125.9,23.7,81.7,1.927,876.1268
08/08/2020 16:10,8368,0.389,131.3,113.5,23.97,75.89,2.796,876.072
08/08/2020 16:20,8369,0.388,128.5,111,23.71,77.39,3.048,876.1417
08/08/2020 16:30,8370,0.393,141.2,121.7,23.7,79.57,2.554,876.0115
08/08/2020 16:40,8371,0.398,148.8,128.6,23.78,77.8,1.98,875.9821
08/08/2020 16:50,8372,0.691,166.2,142.5,24.1,75.82,1.809,875.8347
08/08/2020 17:00,8373,0.391,136.6,117,24.23,75.41,2.521,875.9058
08/08/2020 17:10,8374,0.393,122.6,106.7,24.38,74.83,1.594,875.7767
08/08/2020 17:20,8375,0.749,111.3,94,24.69,74.01,1.307,875.7758
08/08/2020 17:30,8376,0.525,111.7,96.7,24.85,73.57,0.848,875.8688
08/08/2020 17:40,8377,0.369,110.4,95,24.86,75.27,0.967,875.8751
08/08/2020 17:50,8378,0.095,91.1,77.99,24.69,75.81,0.958,875.8822
08/08/2020 18:00,8379,0.732,87.8,76.43,24.44,78.54,2.106,875.8116
08/08/2020 18:10,8380,1.099,84.2,72.29,24.22,77.73,1.961,875.9832
08/08/2020 18:20,8381,0.212,42.05,36.35,24.48,74.9,1.418,875.9832
08/08/2020 18:30,8382,0.054,26.99,23.39,24.62,76.43,1.085,876.2332
08/08/2020 18:40,8383,0.016,12.09,10.14,24.62,76.94,0.526,876.7134
08/08/2020 18:50,8384,0.004,4.641,3.752,24.42,79.39,1.106,876.83
08/08/2020 19:00,8385,0,2.027,0.733,23.72,79.91,6.42,877.3041
08/08/2020 19:10,8386,0,1.967,0.05,22.35,82.3,6.464,877.6443
08/08/2020 19:20,8387,0,0.479,0,21.51,85.5,5.9,878.0645
08/08/2020 19:30,8388,0.026,4.6,0.399,20.49,95.6,6.596,878.2095
08/08/2020 19:40,8389,0.043,1.078,0.256,19.02,100,6.894,878.5023
08/08/2020 19:50,8390,0.114,0.154,0.017,18.87,100,5.824,878.7326
08/08/2020 20:00,8391,0.139,0.195,0.097,18.73,100,4.73,878.9699
08/08/2020 20:10,8392,0.148,0.221,0.114,18.64,100,3.979,879.2319
08/08/2020 20:20,8393,0.276,0.056,0,18.59,100,0.779,879.5928
08/08/2020 20:30,8394,0.355,0,0,18.7,100,0.076,880.1158
08/08/2020 20:40,8395,0.305,0.002,0.053,18.72,100,0.005,880.368
08/08/2020 20:50,8396,0.192,0.026,0,18.73,100,0.502,880.2715
08/08/2020 21:00,8397,0.291,0.088,0,18.69,100,1.348,880.3519
08/08/2020 21:10,8398,0.339,0,0,18.75,100,1.313,880.5405
08/08/2020 21:20,8399,0.323,0,0,18.82,100,1.45,880.4018
08/08/2020 21:30,8400,0.353,0,0,18.88,100,1.511,881.0149
08/08/2020 21:40,8401,0.309,0,0,18.94,100,1.677,881.0793
08/08/2020 21:50,8402,0.086,0.159,0,18.81,100,2.268,881.0891
08/08/2020 22:00,8403,0.314,0.093,0,18.76,100,2.31,881.2686
08/08/2020 22:10,8404,0.128,0.09,0,18.76,100,2.32,881.2761
08/08/2020 22:20,8405,0.142,0.149,0,18.69,100,2.182,881.3992
08/08/2020 22:30,8406,0.262,0.001,0,18.74,100,1.689,881.0466
08/08/2020 22:40,8407,0.172,0.037,0,18.79,100,0.929,880.949
08/08/2020 22:50,8408,0.128,0.07,0,18.72,99.9,1.107,881.2773
08/08/2020 23:00,8409,0.251,0,0,18.82,99.1,1.152,881.4398
08/08/2020 23:10,8410,0.201,0,0,18.88,98.9,1.209,881.2509
08/08/2020 23:20,8411,0.283,0,0,19.03,98.4,0.923,881.0563
08/08/2020 23:30,8412,0.264,0,0,19.15,98.8,0.529,880.9648
08/08/2020 23:40,8413,0.233,0,0,19.2,99.2,0.921,880.7772
08/08/2020 23:50,8414,0.2,0,0,19.2,99.7,1.187,880.6636
09/08/2020 00:00,8415,0.045,0.024,0,19.17,98.8,1.266,880.7848
09/08/2020 00:10,8416,0.02,0.362,0,19.21,96.7,1.776,880.5891
09/08/2020 00:20,8417,0.039,0.383,0,19.23,95.6,1.6,880.5971
09/08/2020 00:30,8418,0.119,0.181,0.117,19.27,95.1,1.032,880.4104
09/08/2020 00:40,8419,0.014,0.241,0.301,19.27,95.2,0.427,880.4494
09/08/2020 00:50,8420,0.016,0.257,0.359,19.34,94.6,0,880.4595
09/08/2020 01:00,8421,0.246,0.211,0.359,19.32,95.6,0.188,880.4832
09/08/2020 01:10,8422,0.03,0.293,0.357,19.3,95.8,0,880.4575
09/08/2020 01:20,8423,0.002,0,0.008,19.3,96.2,0,880.4674
09/08/2020 01:30,8424,0.027,0,0,19.35,97.3,0.269,880.2784
09/08/2020 01:40,8425,0.014,0,0,19.17,97.5,0.278,880.0403
09/08/2020 01:50,8426,0.064,0,0,19.16,97.8,1.143,880.3121
09/08/2020 02:00,8427,0.01,0,0,19.12,98.3,0.682,880.0814
09/08/2020 02:10,8428,0,0,0,19.02,98.4,0.398,879.7714
09/08/2020 02:20,8429,0,0.011,0,18.88,97.9,0.929,879.9512
09/08/2020 02:30,8430,0,0.215,0.282,18.83,97.5,1.147,879.9683
09/08/2020 02:40,8431,0.001,0,0.01,18.83,97.7,0.551,879.7957
09/08/2020 02:50,8432,0,0.007,0.177,18.77,98.1,0.704,879.7559
09/08/2020 03:00,8433,0,0.115,0.359,18.7,98.1,0.641,879.8032
09/08/2020 03:10,8434,0,0.001,0.108,18.72,98,0.136,880.0342
09/08/2020 03:20,8435,0,0,0,18.77,98.1,0.027,879.9338
09/08/2020 03:30,8436,0,0,0,18.75,97.9,0,879.535
09/08/2020 03:40,8437,0.005,0,0,18.83,97.9,0,879.6897
09/08/2020 03:50,8438,0.011,0,0,18.92,98,0,879.7547
09/08/2020 04:00,8439,0,0,0,18.86,98.3,0.561,879.3453
09/08/2020 04:10,8440,0,0,0,18.9,98.7,0,879.3215
09/08/2020 04:20,8441,0,0,0,18.91,98.9,0.496,878.9459
09/08/2020 04:30,8442,0,0,0,18.87,99.2,0.196,879.1581
09/08/2020 04:40,8443,0,0,0,18.82,99.6,0.903,878.9609
09/08/2020 04:50,8444,0,0,0,18.86,99.6,0.532,878.889
09/08/2020 05:00,8445,0,0,0,18.88,99.5,0,879.0757
09/08/2020 05:10,8446,0.022,0,0,18.85,99.8,0.008,878.8396
09/08/2020 05:20,8447,0.005,0,0,18.91,99.9,0,879.1016
09/08/2020 05:30,8448,0,0,0,18.85,99.9,0,879.1827
09/08/2020 05:40,8449,0,0,0,18.79,100,0.874,878.7154
09/08/2020 05:50,8450,0,0,0,18.81,99.9,0.697,878.9135
09/08/2020 06:00,8451,0,0,0,18.63,99.4,0.888,878.8466
09/08/2020 06:10,8452,0.005,0,0,18.59,98.7,0.504,878.9455
09/08/2020 06:20,8453,0.003,1.166,0.92,18.51,98.2,1.308,878.783
09/08/2020 06:30,8454,0.003,10.18,8.3,18.38,98.1,1.728,879.1584
09/08/2020 06:40,8455,0.087,31.86,26.76,18.4,96.2,2.003,879.2648
09/08/2020 06:50,8456,0.369,53.46,45.74,18.65,95.2,0.69,879.4039
09/08/2020 07:00,8457,2.105,78.2,66.36,18.91,96.7,0.423,879.4694
09/08/2020 07:10,8458,32.53,110.6,86.1,18.93,98,0.588,880.0988
09/08/2020 07:20,8459,0.75,128.8,107.3,19.02,97.5,0.194,879.9598
09/08/2020 07:30,8460,0.394,142.6,118.8,19.25,97,0.011,880.0244
09/08/2020 07:40,8461,0.319,130.7,109.4,19.21,96.5,0.251,879.9854
09/08/2020 07:50,8462,0.392,134.9,114.2,19.29,96.2,0.391,880.2371
09/08/2020 08:00,8463,0.394,154.4,132.1,19.46,96,0.337,880.3116
09/08/2020 08:10,8464,0.409,145.6,125.7,19.76,95,0.181,880.3113
09/08/2020 08:20,8465,0.384,185.7,161.2,20.04,93,0.272,880.7867
09/08/2020 08:30,8466,0.39,234.2,201.8,20.25,91.7,0.22,880.9574
09/08/2020 08:40,8467,0.395,244,211,20.57,91.3,0.066,880.8585
09/08/2020 08:50,8468,0.393,244.5,211.9,20.63,91.9,0,880.8438
09/08/2020 09:00,8469,0.394,239.6,208.5,21.25,89.8,0,880.9574
09/08/2020 09:10,8470,0.228,249.8,217.1,21.52,89,0.37,880.7608
09/08/2020 09:20,8471,0.258,265,230.8,21.44,89.6,0.603,880.8844
09/08/2020 09:30,8472,0.925,302.8,263.2,21.49,88.5,0.828,881.1209
09/08/2020 09:40,8473,4.817,379.4,326.2,21.89,85.3,0.738,881.006
09/08/2020 09:50,8474,18.65,484.9,410.2,21.98,82,1.09,880.9167
09/08/2020 10:00,8475,43.85,602.9,501.5,22.62,79.88,0.655,880.9766
09/08/2020 10:10,8476,370.5,779,675.9,23.58,74.22,0.407,880.8663
09/08/2020 10:20,8477,789,990,912,24.68,71.45,0.948,880.8573
09/08/2020 10:30,8478,846,914,870,24.4,71.76,1.422,880.6971
09/08/2020 10:40,8479,897,911,878,24.98,68.55,0.919,880.4083
09/08/2020 10:50,8480,905,920,890,24.89,65.11,1.19,880.7595
09/08/2020 11:00,8481,899,930,902,25.35,68.48,1.164,880.5093
09/08/2020 11:10,8482,911,958,930,25.92,65.18,1.465,880.2637
09/08/2020 11:20,8483,879,951,923,25.98,63.81,1.345,880.0449
09/08/2020 11:30,8484,910,1002,976,25.8,62.21,1.18,879.8878
09/08/2020 11:40,8485,916,1048,1013,26.4,62.79,1.119,879.8229
09/08/2020 11:50,8486,918,1060,1032,25.87,64.83,2.161,879.5505
09/08/2020 12:00,8487,921,1049,1023,25.67,66.91,1.715,879.3077
09/08/2020 12:10,8488,883,1029,998,26.46,62.96,1.49,879.4188
09/08/2020 12:20,8489,685.1,868,830,26.65,64.8,1.735,879.0528
09/08/2020 12:30,8490,926,1080,1048,26.8,60.95,1.491,879.4188
09/08/2020 12:40,8491,929,1075,1054,27.71,63.81,1.444,879.2371
09/08/2020 12:50,8492,760.6,985,938,26.68,63.81,2.546,879.2167
09/08/2020 13:00,8493,875,1066,1032,25.93,66.98,1.846,878.7559
09/08/2020 13:10,8494,884,1076,1043,26.75,64.12,1.996,878.6248
09/08/2020 13:20,8495,857,1023,993,26.99,61.83,1.988,878.4595
09/08/2020 13:30,8496,889,1035,1009,27.2,62.52,1.382,878.5474
09/08/2020 13:40,8497,899,1030,1008,27.7,57.13,1.601,878.3098
09/08/2020 13:50,8498,904,1026,1003,27.65,60.67,2.013,878.0314
09/08/2020 14:00,8499,907,1022,1000,27.81,58.63,2.199,877.9216
09/08/2020 14:10,8500,884,986,961,28.15,61.08,2.588,877.8996
09/08/2020 14:20,8501,876,963,938,27.54,62.11,3.179,877.7988
09/08/2020 14:30,8502,854,927,902,27.41,59.79,2.406,877.6325
09/08/2020 14:40,8503,830,885,867,28.04,60.47,1.936,877.546
09/08/2020 14:50,8504,882,909,891,28.3,56.62,2.227,877.3399
09/08/2020 15:00,8505,890,884,867,28.09,56.52,1.254,877.3743
09/08/2020 15:10,8506,893,859,843,28.93,57.03,2.109,877.2318
09/08/2020 15:20,8507,896,839,822,28.57,59.41,2.667,877.0929
09/08/2020 15:30,8508,898,814,798.7,28.64,55.7,2.215,877.1694
09/08/2020 15:40,8509,891,783.6,768.2,28.58,54.24,2.574,876.8544
09/08/2020 15:50,8510,880,750.2,734.6,28.32,51.99,1.528,876.9453
09/08/2020 16:00,8511,863,716.3,699.6,28.8,51.07,2.461,876.9107
09/08/2020 16:10,8512,841,681.8,665.1,29.16,52.29,2.139,876.8182
09/08/2020 16:20,8513,801,638.8,622,29.11,53.21,1.908,876.7892
09/08/2020 16:30,8514,697.7,560,540.4,28.76,53.42,2.863,876.778
09/08/2020 16:40,8515,605,491.2,472.2,28.74,50.62,2.31,876.5336
09/08/2020 16:50,8516,284.9,299.8,279.1,28.42,51.44,2.085,876.602
09/08/2020 17:00,8517,145,222.6,199.5,28.14,53.42,1.804,876.4202
09/08/2020 17:10,8518,71.61,182.6,158.1,27.92,53.32,1.371,876.1621
09/08/2020 17:20,8519,39.18,160,138,28.22,52.91,0.766,876.4384
09/08/2020 17:30,8520,7.217,131.3,112.6,27.9,56.52,1.312,876.3052
09/08/2020 17:40,8521,1.033,113.2,97.4,27.07,61.09,2.133,876.1794
09/08/2020 17:50,8522,0.74,101.9,87.9,26.88,61.63,1.805,876.1476
09/08/2020 18:00,8523,0.091,89.1,77.18,26.66,61.94,1.573,876.1847
09/08/2020 18:10,8524,0,76.74,65.06,26.4,63.47,1.938,876.0629
09/08/2020 18:20,8525,0,59.69,50.98,26.29,62.72,2.114,876.523
09/08/2020 18:30,8526,0,41.48,36.2,25.91,64.05,2.401,876.7068
09/08/2020 18:40,8527,0,26.48,23.15,25.81,66.81,1.966,876.8311
09/08/2020 18:50,8528,0,15.55,13.13,25.51,68.56,1.473,876.4741
09/08/2020 19:00,8529,0,6.608,5.31,25.42,72.68,1.656,876.7584
09/08/2020 19:10,8530,0,1.173,0.579,24.73,76.32,2.036,877.102
09/08/2020 19:20,8531,0.001,0,0,24.13,76.7,2.114,876.8899
09/08/2020 19:30,8532,0.119,0,0,24.38,72.48,2.143,876.9432
09/08/2020 19:40,8533,0.009,0,0,24.23,82.2,1.743,877.2673
09/08/2020 19:50,8534,0,0,0,23.12,83.4,1.71,877.1493
09/08/2020 20:00,8535,0.018,0,0,23.24,82.3,2.054,877.3358
09/08/2020 20:10,8536,0.009,0,0,23.03,82.4,1.913,877.3875
09/08/2020 20:20,8537,0.007,0,0,22.84,83.3,1.741,877.5162
09/08/2020 20:30,8538,0.078,0,0,22.82,83.7,1.634,877.7739
09/08/2020 20:40,8539,0.111,0,0,22.49,82.5,1.803,877.7592
09/08/2020 20:50,8540,0.279,0,0,22.7,85,2.063,877.7925
09/08/2020 21:00,8541,0.007,0,0,22.13,85.4,1.859,877.9721
09/08/2020 21:10,8542,0.005,0,0,21.68,85.8,2.269,878.0872
09/08/2020 21:20,8543,0.296,0,0,21.64,85.2,2.156,878.3242
09/08/2020 21:30,8544,0.222,0,0,21.53,85.5,1.855,878.2506
09/08/2020 21:40,8545,0.377,0,0,21.62,82.6,2.394,878.3396
09/08/2020 21:50,8546,0.394,0,0,22.03,79.33,2.34,878.3576
09/08/2020 22:00,8547,0.381,0,0,22.02,80.3,2.365,878.4052
09/08/2020 22:10,8548,0.394,0,0,21.9,80.6,1.983,878.4968
09/08/2020 22:20,8549,0.392,0,0,21.87,81.8,1.449,878.8878
09/08/2020 22:30,8550,0.392,0,0,22.05,76.88,0.968,879.0281
09/08/2020 22:40,8551,0.394,0,0,22.66,76.64,0.713,879.2075
09/08/2020 22:50,8552,0.361,0,0,22.68,80.6,1.233,879.3298
09/08/2020 23:00,8553,0.277,0,0,22.55,80.5,1.337,879.6578
09/08/2020 23:10,8554,0.337,0,0,22.56,80.2,1.49,879.6243
09/08/2020 23:20,8555,0.393,0,0,22.46,80.9,2.324,880.0093
09/08/2020 23:30,8556,0.383,0,0,22.28,79.4,2.077,880.172
09/08/2020 23:40,8557,0.369,0,0,22.25,81.4,0.904,880.1478
09/08/2020 23:50,8558,0.139,0,0,22.09,80.7,1.993,880.3774
10/08/2020 00:00,8559,0,0,0,21.54,86.9,1.288,880.319
10/08/2020 00:10,8560,0.117,0.066,0,20.62,90.2,1.796,880.2864
10/08/2020 00:20,8561,0.378,0,0,20.5,92.4,0.95,880.3939
10/08/2020 00:30,8562,0.392,0,0,20.43,93.5,1.825,880.2784
10/08/2020 00:40,8563,0.348,0,0.004,20.37,93.1,1.734,880.1711
10/08/2020 00:50,8564,0.393,0.343,0.357,20.1,95.6,2.466,880.1323
10/08/2020 01:00,8565,0.308,0.378,0.356,19.72,96.5,2.528,880.1147
10/08/2020 01:10,8566,0.298,0.006,0.01,19.54,97.6,2.311,879.9176
10/08/2020 01:20,8567,0.377,0,0,19.44,98.3,2.435,879.723
10/08/2020 01:30,8568,0.39,0,0,19.36,98.6,0.958,879.575
10/08/2020 01:40,8569,0.39,0,0,19.38,98.7,1.889,879.4769
10/08/2020 01:50,8570,0.394,0,0,19.44,98.5,1.402,879.3132
10/08/2020 02:00,8571,0.394,0,0,19.65,98.4,0.192,879.1743
10/08/2020 02:10,8572,0.394,0,0,19.77,98.6,1.011,879.1082
10/08/2020 02:20,8573,0.39,0,0,19.7,98.5,1.058,878.8062
10/08/2020 02:30,8574,0.355,0,0,19.64,98.5,0.655,878.9136
10/08/2020 02:40,8575,0.358,0,0,19.67,98.6,1.762,878.7737
10/08/2020 02:50,8576,0.32,0,0,19.54,98.2,0.329,878.9946
10/08/2020 03:00,8577,0.339,0,0,19.43,98,1.54,878.8965
10/08/2020 03:10,8578,0.251,0,0,19.43,97.5,1.056,878.7004
10/08/2020 03:20,8579,0.15,0,0,19.42,97.8,0.819,878.9125
10/08/2020 03:30,8580,0.243,0,0,19.45,97.5,0.01,878.6664
10/08/2020 03:40,8581,0.331,0,0,19.5,98.3,0.551,878.6023
10/08/2020 03:50,8582,0.158,0,0,19.4,99.1,0.551,878.7007
10/08/2020 04:00,8583,0.03,0,0,19.31,99.6,0.1,878.7084
10/08/2020 04:10,8584,0.119,0,0,19.31,99.9,0.044,878.8466
10/08/2020 04:20,8585,0.035,0,0,19.27,99.9,0,878.6602
10/08/2020 04:30,8586,0.156,0,0,19.24,100,0.171,878.9125
10/08/2020 04:40,8587,0.07,0,0,19.24,100,0,878.7167
10/08/2020 04:50,8588,0.264,0,0,19.21,100,0.011,878.7491
10/08/2020 05:00,8589,0.167,0,0,19.25,100,0,878.8311
10/08/2020 05:10,8590,0.269,0,0,19.24,100,0.447,878.5117
10/08/2020 05:20,8591,0.077,0,0,19.16,100,0.228,878.7654
10/08/2020 05:30,8592,0.11,0,0,19.18,100,0,878.7176
10/08/2020 05:40,8593,0.102,0,0,19.2,100,0.044,879.1337
10/08/2020 05:50,8594,0.077,0,0,19.21,100,0.003,879.2239
10/08/2020 06:00,8595,0.041,0,0,19.05,100,1.161,879.1254
10/08/2020 06:10,8596,0.163,0,0.025,19.04,100,0.368,879.2728
10/08/2020 06:20,8597,0.188,0.893,0.931,19.21,100,0,879.3215
10/08/2020 06:30,8598,0.512,7.42,6.48,19.27,100,0.078,879.3138
10/08/2020 06:40,8599,42.13,31.39,23.94,19.37,100,0.008,879.4845
10/08/2020 06:50,8600,141,81.4,58.56,19.67,100,0.003,879.3472
10/08/2020 07:00,8601,153.2,125.4,85.5,20.12,99.3,0.221,879.2892
10/08/2020 07:10,8602,331.9,185.8,108.1,20.76,98.3,0,879.7718
10/08/2020 07:20,8603,439.3,220.2,157.4,21.51,93.4,0.99,879.8044
10/08/2020 07:30,8604,493.3,260.9,239.8,21.37,92.7,1.432,879.8206
10/08/2020 07:40,8605,542.4,292.6,270.7,21.44,90.9,1.012,879.9105
10/08/2020 07:50,8606,506.6,300.7,275.7,22.08,88.4,1.471,879.6893
10/08/2020 08:00,8607,625.3,350.6,329,22.56,84.9,0.818,879.8129
10/08/2020 08:10,8608,640.5,377.5,352.6,22.48,86.4,0.916,879.7547
10/08/2020 08:20,8609,660.7,408.4,384.3,22.05,87.5,1.303,879.7396
10/08/2020 08:30,8610,707.7,453.1,427.6,22.96,84.4,1.195,879.8576
10/08/2020 08:40,8611,718.3,497.4,468.3,23.29,83.7,1.613,879.9752
10/08/2020 08:50,8612,458.7,406.4,368.8,23.18,85.5,1.688,880.1096
10/08/2020 09:00,8613,590.2,518,478.2,22.54,84.7,1.341,880.0776
10/08/2020 09:10,8614,571.9,512.4,470.3,23.39,81.4,1.828,880.2889
10/08/2020 09:20,8615,806,638.9,609.1,23.78,78.34,2.168,880.1823
10/08/2020 09:30,8616,814,677.7,644.4,23.35,78.74,2.416,880.1602
10/08/2020 09:40,8617,763.9,676.5,636.9,24.07,78.33,1.058,880.3856
10/08/2020 09:50,8618,844,742.4,712.4,24.04,77.1,1.721,880.2994
10/08/2020 10:00,8619,861,776.4,747.1,24.12,74.24,1.204,879.8454
10/08/2020 10:10,8620,875,810,781.1,25.36,65.55,1.318,879.8577
10/08/2020 10:20,8621,877,833,806,25.87,62.76,0.355,879.6898
10/08/2020 10:30,8622,864,851,822,25.97,64.66,1.015,879.5715
10/08/2020 10:40,8623,883,889,858,26.16,62.17,1.672,879.4105
10/08/2020 10:50,8624,891,916,886,25.88,63.4,2.245,879.3251
10/08/2020 11:00,8625,892,940,910,25.73,60.51,1.979,879.232
10/08/2020 11:10,8626,883,961,931,26.4,60.92,1.63,878.9965
10/08/2020 11:20,8627,894,981,951,26.91,57.95,1.906,878.7668
10/08/2020 11:30,8628,901,1005,974,27,56.93,2.493,878.7809
10/08/2020 11:40,8629,897,1019,989,27.39,58.56,1.66,878.5406
10/08/2020 11:50,8630,887,1023,993,27.58,59.89,1.52,878.3656
