TOA5,CR1000,CR1000,23644,CR1000.Std.16,CPU:ESTACION_CIE_02_SEP_2011.CR1,22874,General,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,RN,W/m2,W/m2,W/m2,W/m2,?C,%,m/s,mbar
,51840,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
,,,,,,,,,
06/06/2012 07:50,22215,155.8,82.8,57.86,3.641,20.8,57.17,0.644,873.4599
06/06/2012 08:00,22216,197.7,109.4,69.8,4.75,21.31,53.46,0,873.7607
06/06/2012 08:10,22217,238.6,136.4,79.07,5.998,21.79,52.16,0.036,873.6866
06/06/2012 08:20,22218,97.6,119.2,85.3,7.184,22.11,52.26,0.014,873.8317
06/06/2012 08:30,22219,4.812,107,93.4,7.981,21.83,54,0.06,873.8049
06/06/2012 08:40,22220,18.02,107.5,89,8.75,21.78,55.12,0,873.8971
06/06/2012 08:50,22221,16.47,112.1,90.2,9.8,21.73,53.83,0,873.9624
06/06/2012 09:00,22222,240.8,229.7,115.9,12.54,22.45,48.82,0,874.0588
06/06/2012 09:10,22223,381.2,320.3,139.1,15.11,24.11,44.76,0,874.0196
06/06/2012 09:20,22224,492.3,399.4,153.5,17.85,24.3,47.55,0.592,874.239
06/06/2012 09:30,22225,509.5,432,159.4,19.93,24.16,44.35,0.092,874.1013
06/06/2012 09:40,22226,530.9,472.2,169,22,24.73,44.72,0.517,874.0433
06/06/2012 09:50,22227,270.6,381.2,199.8,20.37,25.09,45.95,0.633,874.0762
06/06/2012 10:00,22228,119.1,312.8,206.2,18.52,23.7,46.53,0.916,874.0427
06/06/2012 10:10,22229,11.66,263.3,215.1,18.47,23.66,48.03,1.088,873.9773
06/06/2012 10:20,22230,4.403,275.6,226.5,20.31,23.72,46.97,0.713,873.8961
06/06/2012 10:30,22231,17.11,265,207,22.18,23.74,49.22,0.617,873.9698
06/06/2012 10:40,22232,603,697.3,224.5,34.48,24.29,45.47,1.562,873.8956
06/06/2012 10:50,22233,581.9,699.8,224.3,36.75,24.53,45.41,1.517,873.7818
06/06/2012 11:00,22234,659.7,766.3,217.6,39.4,25.63,43.26,1.016,873.9049
06/06/2012 11:10,22235,700,783.6,205.7,41.03,25.62,43.91,1.495,873.8399
06/06/2012 11:20,22236,708.7,785.6,187,41.77,25.43,44.55,1.818,873.7715
06/06/2012 11:30,22237,731.9,813,178,43.77,25.13,44.86,2.181,873.6378
06/06/2012 11:40,22238,743.6,835,177.5,45.3,26.06,39.85,1.301,873.5457
06/06/2012 11:50,22239,762.7,860,175.6,46.98,26.36,36.3,0.883,873.3568
06/06/2012 12:00,22240,771.2,883,175.5,48.19,26.88,37.39,1.363,873.3282
06/06/2012 12:10,22241,769.4,896,178.2,48.82,26.94,35.14,0.937,873.0737
06/06/2012 12:20,22242,770.1,908,180.1,49.91,26.61,38.62,1.805,873.1941
06/06/2012 12:30,22243,767.5,923,183.8,50.57,27.41,33.23,1.178,872.9734
06/06/2012 12:40,22244,769.2,936,188.6,51.49,27.5,33.5,1.234,872.8522
06/06/2012 12:50,22245,761.2,943,196.3,51.4,28.73,32.85,1.164,872.6941
06/06/2012 13:00,22246,759.4,955,201,52.23,27.64,32.72,1.781,872.4874
06/06/2012 13:10,22247,757.5,957,200.3,52.23,28.45,31.83,1.582,872.2515
06/06/2012 13:20,22248,746.5,955,208,52.18,28.31,33.54,1.882,872.3146
06/06/2012 13:30,22249,733.9,950,213.7,51.63,28.72,31.73,1.21,872.2503
06/06/2012 13:40,22250,729.7,950,213.6,51.53,28.84,32.14,1.796,872.1387
06/06/2012 13:50,22251,736,962,215.4,52.31,28.56,31.9,2.115,871.9103
06/06/2012 14:00,22252,735.5,960,216.9,52.07,28.86,31.22,1.695,871.8248
06/06/2012 14:10,22253,728.6,956,219.7,51.5,28.82,31.12,1.912,871.866
06/06/2012 14:20,22254,704.2,971,256.4,50.92,29.22,29.48,1.968,871.7742
06/06/2012 14:30,22255,20.62,302.7,232.7,26.88,28.67,31.32,2.342,875
06/06/2012 14:40,22256,170,458.8,253.7,34.74,29.11,29.72,0.6,871.3795
06/06/2012 14:50,22257,640.8,926,279.9,48.22,30.71,29.48,1.448,871.3666
06/06/2012 15:00,22258,677.2,925,257.3,47.98,29.9,29.79,2.047,871.1926
06/06/2012 15:10,22259,674.6,912,254.2,47.26,29.89,29.27,2.453,870.9154
06/06/2012 15:20,22260,624.1,898,286.4,44.35,29.92,28.25,2.619,870.6522
06/06/2012 15:30,22261,590.4,865,288.7,41.63,30.39,27.47,2.117,870.6433
06/06/2012 15:40,22262,567.8,843,293.4,40.94,30.81,27.33,1.472,870.6155
06/06/2012 15:50,22263,511.9,822,324.1,38.49,31.47,27.2,0.796,870.4023
06/06/2012 16:00,22264,528.9,816,314,37.09,31.29,22.22,2.61,870.1312
06/06/2012 16:10,22265,526.7,808,311.2,36.25,30.37,20.93,7.141,870.2105
06/06/2012 16:20,22266,160.4,478.2,277.6,28.12,30.07,20.52,5.146,870.0998
06/06/2012 16:30,22267,102.9,384.7,250.7,23.36,29.93,21.23,4.456,870.3059
06/06/2012 16:40,22268,107,357.3,222.1,20.47,29.75,20.01,4.645,875
06/06/2012 16:50,22269,5.137,204.9,163.2,15.15,29.45,20.86,6.361,875
06/06/2012 17:00,22270,0.082,179.8,156.6,13.29,28.77,21.64,6.087,875
06/06/2012 17:10,22271,1.815,207.5,180.7,14.27,28.64,24.13,5.606,875
06/06/2012 17:20,22272,3.263,222.9,190.2,15.5,28.1,23.86,4.717,875
06/06/2012 17:30,22273,1.631,186.1,166.7,12.79,28.51,22.9,3.43,875
06/06/2012 17:40,22274,1.52,213.1,185.7,13.41,28.56,21.68,4.447,875
06/06/2012 17:50,22275,2.659,210.1,182.1,13.21,29.05,21.07,2.53,875
06/06/2012 18:00,22276,2.494,171.4,149.1,11.37,29.51,20.69,1.222,875
06/06/2012 18:10,22277,1.33,136.7,122.1,8.99,29.61,22.97,1.461,875
06/06/2012 18:20,22278,0.414,127.4,113,7.93,29.14,21.2,0.846,870.0225
06/06/2012 18:30,22279,23.63,144.5,117.1,7.753,29.3,21.3,1.382,875
06/06/2012 18:40,22280,21.5,147.3,120.6,7.477,29.85,23.11,0.317,875
06/06/2012 18:50,22281,69.46,157.7,115.3,6.932,29.45,23.48,1.106,870.1515
06/06/2012 19:00,22282,50.76,130.6,98.7,5.769,29.48,22.56,0.59,870.2365
06/06/2012 19:10,22283,92.5,134.7,99.2,5.52,29.6,23.49,1.161,870.3585
06/06/2012 19:20,22284,307.3,168.1,98.9,4.832,29.12,30.58,4.001,870.2457
06/06/2012 19:30,22285,22.03,85,70.38,3.635,28.25,31.32,3.642,870.2365
06/06/2012 19:40,22286,0.495,62.07,53.5,2.509,27.9,32.66,3.183,870.4391
06/06/2012 19:50,22287,0,49.99,42.84,1.56,27.68,31.46,2.682,870.4044
06/06/2012 20:00,22288,0,26.82,24.07,0.84,27.61,27.92,2.648,870.5712
06/06/2012 20:10,22289,0,12.26,10.8,0.375,27.39,30.24,2.639,870.7267
06/06/2012 20:20,22290,0,1.726,1.662,0.112,27.42,26.79,2.507,870.635
06/06/2012 20:30,22291,0,0.196,0.194,0.021,27.62,29.21,1.165,870.6331
06/06/2012 20:40,22292,0,0,0.002,0.016,27.53,27.54,0.43,870.7252
06/06/2012 20:50,22293,0,0,0.124,0.009,27.42,27.92,1.575,870.858
06/06/2012 21:00,22294,0,0,0,0.005,27.33,27.68,0.318,870.7415
06/06/2012 21:10,22295,0,0,0,0.01,27.15,27.82,0.513,871.0366
06/06/2012 21:20,22296,0,0,0,0.008,26.96,30.71,0.394,870.942
06/06/2012 21:30,22297,0,0,0,0.007,26.84,30.13,0.337,871.0079
06/06/2012 21:40,22298,0,0,0,0.013,26.65,32.42,0.804,871.123
06/06/2012 21:50,22299,0,0,0,0.011,26.44,32.08,1.366,871.1959
06/06/2012 22:00,22300,0,0,0,0.01,26.23,31.84,2.651,871.3118
06/06/2012 22:10,22301,0.032,0,0,0.01,26.35,30.31,1.335,871.4078
06/06/2012 22:20,22302,0.401,0,0,0.008,26.65,30.1,1.373,871.5562
06/06/2012 22:30,22303,0.271,0,0,0.012,26.48,31.02,1.519,871.6465
06/06/2012 22:40,22304,0.146,0,0,0.011,26.3,29.73,1.744,871.7036
06/06/2012 22:50,22305,0.375,0,0,0.011,26.59,31.84,0.799,871.8427
06/06/2012 23:00,22306,0,0,0,0.01,26.3,31.98,0.399,872.0063
06/06/2012 23:10,22307,0,0,0.137,0.01,26.3,35.9,1.418,872.3916
06/06/2012 23:20,22308,0,0,0,0.011,25.25,39.48,3.2,872.702
06/06/2012 23:30,22309,0,0,0,0.009,24.77,42.07,1.801,872.9875
06/06/2012 23:40,22310,0,0,0,0.005,24.66,41.38,0.531,875
06/06/2012 23:50,22311,0,0,0,0.006,24.6,43.57,0.404,873.3819
07/06/2012 00:00,22312,0,0,0.002,0.01,24.25,43.84,1.055,873.8138
07/06/2012 00:10,22313,0,0,0.156,0.009,24.29,42.34,1.572,873.9696
07/06/2012 00:20,22314,0.261,0,0.269,0.01,24.53,41.38,0.518,873.8314
07/06/2012 00:30,22315,0.401,0,0.039,0.007,24.84,41.04,0.125,873.9617
07/06/2012 00:40,22316,0.401,0.002,0.063,0.01,24.74,41.49,1.164,874.2399
07/06/2012 00:50,22317,0.401,0.019,0.206,0.01,24.81,41.04,1.398,874.3777
07/06/2012 01:00,22318,0.715,0.178,0.152,0.011,24.92,36.65,1.973,874.0769
07/06/2012 01:10,22319,1.196,0.178,0.241,0.012,25.37,36.71,1.441,874.3613
07/06/2012 01:20,22320,0.474,0.023,0.019,0.011,25.4,36.75,0.475,874.1171
07/06/2012 01:30,22321,0.401,0,0.189,0.011,25.29,36.41,0.604,874.248
07/06/2012 01:40,22322,0.401,0.003,0.185,0.01,25.24,37.02,0.904,874.076
07/06/2012 01:50,22323,0.401,0,0.239,0.01,25.14,36.95,1.474,874.1403
07/06/2012 02:00,22324,0.401,0.002,0.128,0.011,25.15,37.12,0.807,873.8635
07/06/2012 02:10,22325,0.348,0,0,0.01,25.13,37.63,0.264,873.707
07/06/2012 02:20,22326,0.049,0,0,0.011,24.98,38.35,0.145,873.7325
07/06/2012 02:30,22327,0,0,0.01,0.01,24.88,38.96,0.32,873.6589
07/06/2012 02:40,22328,0,0,0,0.009,24.82,39.95,0.291,873.6178
07/06/2012 02:50,22329,0,0,0,0.01,24.7,40.74,0.128,873.6268
07/06/2012 03:00,22330,0.002,0,0.053,0.01,24.66,40.8,0.209,873.7888
07/06/2012 03:10,22331,0.196,0,0,0.01,24.68,41.01,0,873.7242
07/06/2012 03:20,22332,0,0,0.035,0.009,24.39,42.41,0.447,873.7895
07/06/2012 03:30,22333,0.001,0,0.164,0.01,24.31,42.24,1.176,873.6182
07/06/2012 03:40,22334,0,0,0.001,0.01,24.14,43.26,1.723,873.4625
07/06/2012 03:50,22335,0,0,0,0.009,23.96,44.45,1.537,873.5109
07/06/2012 04:00,22336,0,0,0,0.008,23.8,45.44,1.881,873.3968
07/06/2012 04:10,22337,0,0,0,0.009,23.65,46.77,1.501,873.4378
07/06/2012 04:20,22338,0,0,0,0.008,23.44,46.91,1.458,873.2162
07/06/2012 04:30,22339,0,0,0,0.008,23.34,48.27,1.421,873.2338
07/06/2012 04:40,22340,0,0,0,0.009,23.23,48.37,0.005,873.282
07/06/2012 04:50,22341,0,0,0.023,0.007,23.17,48.44,0,873.3895
07/06/2012 05:00,22342,0,0,0,0.006,23.25,49.09,0,873.4534
07/06/2012 05:10,22343,0.003,0,0.21,0.007,23.17,48.88,0.249,873.2008
07/06/2012 05:20,22344,0.012,0,0.162,0.01,23.23,50.01,0,873.2904
07/06/2012 05:30,22345,0,0,0.012,0.009,23.1,51.2,0,873.2087
07/06/2012 05:40,22346,0,0,0.092,0.009,22.94,51.34,0.002,873.2253
07/06/2012 05:50,22347,0,0,0.217,0.007,22.8,53.76,0.263,873.233
07/06/2012 06:00,22348,0,0,0.002,0.007,22.67,54.92,0,873.1031
07/06/2012 06:10,22349,0,0,0,0.008,22.52,56.31,0.201,873.2986
07/06/2012 06:20,22350,0,0,0,0.004,22.53,56.72,0,873.2006
07/06/2012 06:30,22351,0,0,0,0.006,22.43,56.69,0,873.1999
07/06/2012 06:40,22352,0,0,0,0.013,22.27,58.74,0.447,873.1595
07/06/2012 06:50,22353,0,0.19,0.228,0.022,22.05,57.99,0.011,873.021
07/06/2012 07:00,22354,0,1.399,1.305,0.113,21.95,57.2,0.016,873.324
07/06/2012 07:10,22355,0,5.642,4.931,0.372,21.97,57.78,0.127,873.4128
07/06/2012 07:20,22356,0.342,16.66,14.64,0.884,22.26,56.25,0.548,873.3725
07/06/2012 07:30,22357,12.78,33.02,28.87,1.586,22.17,54.71,1.341,873.4704
07/06/2012 07:40,22358,11.55,46.52,40.01,2.424,22.23,55.94,1.161,873.4551
07/06/2012 07:50,22359,6.291,55.77,48.78,3.297,22.28,54.68,0.489,873.5193
07/06/2012 08:00,22360,1.952,69.07,60.46,4.251,22.42,55.5,0.035,873.7402
07/06/2012 08:10,22361,11.45,91,77.55,5.331,22.7,54.41,0,873.757
07/06/2012 08:20,22362,55.52,137,107.7,6.89,22.89,59.79,0.783,873.79
07/06/2012 08:30,22363,106.5,193.6,142.3,8.7,22.97,58.94,0.777,874.0596
07/06/2012 08:40,22364,200.6,252.1,160.6,10.31,23.43,56.21,0.279,874.1332
07/06/2012 08:50,22365,179.3,273.3,177.3,12.07,24.46,53.08,0,873.9377
07/06/2012 09:00,22366,186.6,304,191.7,13.63,25.2,51.37,0.01,874.1823
07/06/2012 09:10,22367,83.6,280.3,196.6,15.16,25.02,53.28,0.449,875
07/06/2012 09:20,22368,155.7,314.7,193.1,16.38,24.2,56.18,0.726,874.1822
07/06/2012 09:30,22369,266.9,387.5,197.7,19.47,23.92,55.33,0.913,874.2652
07/06/2012 09:40,22370,476.7,478.5,186,22.52,24.55,54.44,1.054,874.444
07/06/2012 09:50,22371,556.1,513.6,172.4,24.67,24.48,53.28,1.139,874.2393
07/06/2012 10:00,22372,592.2,547.3,169.3,26.85,24.85,53.52,1.823,874.189
07/06/2012 10:10,22373,615,583.2,172,29.16,25.3,48.44,1.104,874.2945
07/06/2012 10:20,22374,624.8,614.7,177.8,31.25,25.31,49.39,1.425,874.242
07/06/2012 10:30,22375,637.8,649.2,186.4,33.33,25.79,49.49,1.112,874.153
07/06/2012 10:40,22376,642.5,676.4,193.4,35.03,25.32,50.75,2.265,874.3723
07/06/2012 10:50,22377,645.5,711.5,205,37.11,25.78,47.11,1.137,874.0833
07/06/2012 11:00,22378,617,718.2,213.1,38.3,25.95,47.14,1.97,874.3265
07/06/2012 11:10,22379,654.8,765.7,218.9,40.75,26.28,43.9,1.188,874.2885
07/06/2012 11:20,22380,435.6,665.2,238,38.31,27.31,44.14,1.021,874.2228
07/06/2012 11:30,22381,601.2,805,255.4,43.73,26.66,46.11,2.56,875
07/06/2012 11:40,22382,697.9,866,240,46.3,26.61,43.25,1.787,874.1747
07/06/2012 11:50,22383,713.6,872,218,47.32,27.14,41.58,1.912,874.0323
07/06/2012 12:00,22384,736.4,904,217.9,49.25,27.71,38.99,0.837,875
07/06/2012 12:10,22385,740.9,980,266.7,51.69,28.81,38.82,1.701,875
07/06/2012 12:20,22386,709,961,266.3,51.59,28.48,37.01,0.853,873.8927
07/06/2012 12:30,22387,716.6,977,272.8,52.15,29.27,38.95,1.544,873.932
07/06/2012 12:40,22388,723.8,951,231.8,52.22,29.32,34.32,1.113,875
07/06/2012 12:50,22389,724.9,962,238.7,52.53,28.78,33.67,1.465,873.7863
07/06/2012 13:00,22390,673.2,940,254.1,51.42,29.02,34.59,2.08,873.6984
07/06/2012 13:10,22391,690.6,947,249.4,51.88,28.9,33.23,1.616,873.4984
07/06/2012 13:20,22392,715.2,953,233.4,52.23,29,32,1.445,873.2455
07/06/2012 13:30,22393,729.9,963,225.8,52.78,29.39,33.43,2.362,873.2445
07/06/2012 13:40,22394,718.4,956,225,51.99,29.68,30.71,1.508,873.2463
07/06/2012 13:50,22395,719.5,952,222,51.7,29.92,29.1,1.441,872.8347
07/06/2012 14:00,22396,723.7,954,217.7,51.52,30.2,29.17,2.014,872.7807
07/06/2012 14:10,22397,733.7,959,218,51.69,30.51,28.69,1.803,872.6512
07/06/2012 14:20,22398,728.3,955,218.9,51.44,30.42,26.89,2.56,872.6268
07/06/2012 14:30,22399,707,941,227,50.32,30.43,25.87,2.319,872.4331
07/06/2012 14:40,22400,707.8,933,225.7,49.61,30.94,25.83,2.236,872.2932
07/06/2012 14:50,22401,696.9,911,221.4,48.11,30.99,28.73,2.558,872.351
07/06/2012 15:00,22402,707.6,902,211.5,47.67,30.97,28.05,3.265,872.0718
07/06/2012 15:10,22403,703.2,881,202.7,46.29,31.08,27.33,2.578,871.8364
07/06/2012 15:20,22404,709.3,876,202.3,46.09,30.86,27.95,3.111,871.9083
07/06/2012 15:30,22405,718.9,874,203,45.86,31.28,26.65,2.378,871.7066
07/06/2012 15:40,22406,713.3,856,203.4,44.19,31.65,25.39,2.311,871.5939
07/06/2012 15:50,22407,708.1,842,205.2,42.91,31.61,25.39,3.381,871.4014
07/06/2012 16:00,22408,684.6,818,213.3,40.44,32.03,24.37,1.322,871.1713
07/06/2012 16:10,22409,524.5,699.6,226.3,35.77,32.54,24.03,2.13,871.2975
07/06/2012 16:20,22410,384.2,605.3,231.6,31.32,31.79,23.72,2.697,871.1
07/06/2012 16:30,22411,63.07,375.9,237,25.88,31.45,23.04,2.941,871.0334
07/06/2012 16:40,22412,494.7,687.7,257.2,33.32,32.68,21.44,1.026,871.1096
07/06/2012 16:50,22413,244.4,448.2,210.4,26.54,32.55,23.21,2.229,871.0253
07/06/2012 17:00,22414,620.4,667.8,204.7,30.82,32.32,21.81,2.265,870.7371
07/06/2012 17:10,22415,632.1,622.3,181.2,28.66,32.47,21.71,1.513,870.9437
07/06/2012 17:20,22416,602.9,585.1,185.4,25.15,32.6,22.7,3.822,875
07/06/2012 17:30,22417,393,445.1,171.5,20.97,32.57,20.28,1.729,870.8232
07/06/2012 17:40,22418,396.4,457.7,198,19.47,32.86,20.72,1.791,875
07/06/2012 17:50,22419,437.7,483.4,210.9,19.95,32.77,20.28,1.633,870.5614
07/06/2012 18:00,22420,447.6,467.6,209.3,18.82,33.42,21.2,0.72,870.5563
07/06/2012 18:10,22421,290.7,377.8,201,15.85,33.22,20.55,1.014,870.6115
07/06/2012 18:20,22422,75,255.4,184.6,13.38,32.97,21.4,1.811,870.5004
07/06/2012 18:30,22423,46.4,187.4,143.6,11.08,32.41,19.7,1.005,870.6644
07/06/2012 18:40,22424,93.6,149.4,99.8,7.71,32.26,23.14,1.003,870.5144
07/06/2012 18:50,22425,147,151.7,87.5,5.691,31.22,24.71,4.529,870.574
07/06/2012 19:00,22426,7.499,88.3,73.21,5.001,30.48,23.99,5.337,870.7117
07/06/2012 19:10,22427,0,72.95,62.76,4.254,30.15,23.82,5.595,870.7523
07/06/2012 19:20,22428,0,43.78,39.02,3.105,29.8,25.12,5.025,870.89
07/06/2012 19:30,22429,0,34.56,30.1,2.627,29.57,24.98,3.515,871.104
07/06/2012 19:40,22430,0,26.82,23.18,1.932,29.23,25.22,4.115,871.3053
07/06/2012 19:50,22431,0,16.8,14.6,1.224,28.83,25.46,4.211,871.0754
07/06/2012 20:00,22432,0,8.23,7.354,0.613,28.49,26.01,4.639,871.2843
07/06/2012 20:10,22433,0,3.424,3.061,0.272,28.33,26.45,4.344,871.1234
07/06/2012 20:20,22434,0,1.105,0.969,0.095,28.29,24.88,4.939,871.1218
07/06/2012 20:30,22435,0.339,0.301,0.263,0.021,28.71,23.38,4.04,871.0848
07/06/2012 20:40,22436,0.297,0,0,0.016,28.76,23.66,3.916,870.8785
07/06/2012 20:50,22437,0.24,0,0,0.008,28.75,22.84,4.178,871.0922
07/06/2012 21:00,22438,0.281,0,0,0.007,28.94,23.08,2.648,871.0637
07/06/2012 21:10,22439,0.049,0,0,0.003,28.91,22.7,2.175,871.3864
07/06/2012 21:20,22440,0,0,0.02,0.005,28.89,26.28,2.432,871.5357
07/06/2012 21:30,22441,0,0,0,0.004,28.15,26.83,2.489,871.5759
07/06/2012 21:40,22442,0,0,0,0.004,28.01,27.48,1.203,871.7072
07/06/2012 21:50,22443,0,0,0,0.007,27.87,28.63,1.453,871.9064
07/06/2012 22:00,22444,0,0,0,0.005,27.56,28.91,1.54,872.1255
07/06/2012 22:10,22445,0,0,0.005,0.005,27.54,28.87,1.76,872.2474
07/06/2012 22:20,22446,0,0,0.038,0.008,27.59,28.77,1.696,872.3661
07/06/2012 22:30,22447,0,0,0,0.01,27.52,29.66,1.99,872.4626
07/06/2012 22:40,22448,0,0,0.016,0.004,27.32,29.76,1.165,872.6273
07/06/2012 22:50,22449,0,0,0.047,0.007,27.17,29.25,3.115,872.8567
07/06/2012 23:00,22450,0,0,0.05,0.011,27.13,29.93,3.26,873.1187
07/06/2012 23:10,22451,0,0,0.012,0.009,27.09,30.95,1.966,873.4149
07/06/2012 23:20,22452,0,0,0,0.008,26.64,31.98,1.381,873.8135
07/06/2012 23:30,22453,0,0,0,0.005,26.48,32.73,0.804,874.1583
07/06/2012 23:40,22454,0.067,0,0.12,0.007,26.46,32.18,1.623,874.3464
07/06/2012 23:50,22455,0.401,0,0.307,0.006,26.83,33.99,1.781,874.6899
08/06/2012 00:00,22456,0.19,0,0.009,0.007,26.61,38.49,1.711,874.8943
08/06/2012 00:10,22457,0,0,0,0.009,25.99,40.53,2.03,875.189
08/06/2012 00:20,22458,0,0,0,0.011,25.6,42.61,1.594,875.426
08/06/2012 00:30,22459,0,0,0,0.006,25.23,43.26,1.788,875.3113
08/06/2012 00:40,22460,0,0,0,0.009,25.07,42.34,2.014,875.4584
08/06/2012 00:50,22461,0,0,0,0.007,24.84,53.25,2.451,875.2379
08/06/2012 01:00,22462,0,0,0,0.005,23.1,56.11,3.869,875
08/06/2012 01:10,22463,0,0,0,0.006,23.15,54.88,2.172,875.0656
08/06/2012 01:20,22464,0,0,0.001,0.008,23.26,56.28,1.761,875.0495
08/06/2012 01:30,22465,0,0,0,0.009,23.1,58.19,1.364,875.0578
08/06/2012 01:40,22466,0,0,0,0.01,22.66,64.12,1.98,875.0246
08/06/2012 01:50,22467,0,0,0,0.007,21.95,64.94,2.45,874.9432
08/06/2012 02:00,22468,0,0,0,0.009,22.07,62.59,1.363,874.8865
08/06/2012 02:10,22469,0.316,0,0,0.007,22.32,61.05,0.612,874.8443
08/06/2012 02:20,22470,0.401,0,0,0.009,22.35,60.61,0.288,874.8121
08/06/2012 02:30,22471,0.401,0,0.135,0.008,22.6,56.89,0.199,874.6319
08/06/2012 02:40,22472,0.401,0,0.009,0.009,22.63,59.14,0.97,874.4858
08/06/2012 02:50,22473,0.344,0.001,0,0.01,22.34,57.2,0.504,874.6318
08/06/2012 03:00,22474,0.342,0,0,0.008,22.52,61.6,0.833,874.4363
08/06/2012 03:10,22475,0,0,0.004,0.007,21.81,61.12,1.828,874.4597
08/06/2012 03:20,22476,0,0,0,0.003,21.76,63.78,2.205,874.4772
08/06/2012 03:30,22477,0.243,0,0,0.008,21.88,61.46,1.268,874.5829
08/06/2012 03:40,22478,0.258,0,0,0.008,21.79,62.21,1.836,874.4933
08/06/2012 03:50,22479,0.29,0,0,0.009,21.81,62.89,1.172,874.5426
08/06/2012 04:00,22480,0.401,0,0.006,0.009,21.94,62.18,0.879,874.4845
08/06/2012 04:10,22481,0.401,0,0.142,0.008,22.08,58.19,0.796,874.5424
08/06/2012 04:20,22482,0.401,0,0.325,0.006,22.61,55.57,0.165,874.6075
08/06/2012 04:30,22483,0.401,0,0.325,0.007,22.83,56.72,0.285,874.5179
08/06/2012 04:40,22484,0.401,0,0.303,0.009,22.63,57.85,0.396,874.5591
08/06/2012 04:50,22485,0.297,0,0,0.009,22.48,59.72,0.079,874.4933
08/06/2012 05:00,22486,0,0,0,0.009,22.36,59.42,0,874.3535
08/06/2012 05:10,22487,0,0,0.034,0.006,21.82,65.55,0.934,874.4771
08/06/2012 05:20,22488,0,0,0,0.006,21.18,66.54,1.731,874.4033
08/06/2012 05:30,22489,0,0,0,0.005,21.05,67.5,1.72,874.4686
08/06/2012 05:40,22490,0,0,0,0.006,20.68,65.66,1.361,874.3952
08/06/2012 05:50,22491,0,0,0,0.007,21,67.4,1.227,874.4797
08/06/2012 06:00,22492,0,0,0,0.005,20.56,68.15,1.474,874.4542
08/06/2012 06:10,22493,0,0,0.042,0.005,20.86,66.34,0,874.4459
08/06/2012 06:20,22494,0,0,0.007,0.004,20.76,69.64,0.286,874.4447
08/06/2012 06:30,22495,0,0,0,0.009,20.45,69.75,0.834,874.6909
08/06/2012 06:40,22496,0,0,0.001,0.016,20.34,70.81,1.022,874.6894
08/06/2012 06:50,22497,0,0.287,0.252,0.026,19.82,71.83,1.801,874.7279
08/06/2012 07:00,22498,0,1.799,1.499,0.139,20.22,69.41,1.301,874.8342
08/06/2012 07:10,22499,0,5.246,4.556,0.447,19.95,71.05,2.084,874.8962
08/06/2012 07:20,22500,0.083,12.3,10.82,1.009,19.83,69.82,1.784,874.9453
08/06/2012 07:30,22501,10.55,23.29,20.39,1.762,19.71,70.27,2.475,874.9207
08/06/2012 07:40,22502,6.835,37.22,31.91,2.635,19.46,70.27,2.715,875.0073
08/06/2012 07:50,22503,34.89,62.97,50.67,3.663,19.79,67.75,1.833,875.2751
08/06/2012 08:00,22504,20.78,74.57,61.65,4.763,20.21,66.65,1.401,875.3001
08/06/2012 08:10,22505,33.95,87.4,69.76,5.904,20.78,64.06,0.498,875.426
08/06/2012 08:20,22506,109.4,128.5,89.4,7.617,21.74,59.63,0,875.459
08/06/2012 08:30,22507,275,191.6,100.6,9.4,22.5,58.19,0,875.4785
08/06/2012 08:40,22508,368.5,247.5,115.9,9.04,23.58,54.88,0,875.4867
08/06/2012 08:50,22509,397.3,288,131,13.07,24.08,55.33,0.298,875.7567
08/06/2012 09:00,22510,441.9,320.4,131.3,14.88,23.54,52.12,0.528,875.6151
08/06/2012 09:10,22511,477.8,357.8,135.1,16.81,24.53,48.13,0.101,875.7371
08/06/2012 09:20,22512,416.3,350.9,136.3,18.17,25.45,47.93,0.011,875.7367
08/06/2012 09:30,22513,556.8,435.7,143.9,21.04,25.92,45.47,0.076,875.8422
08/06/2012 09:40,22514,580.6,470.8,148.1,23.1,26.45,46.77,0.299,875.6141
08/06/2012 09:50,22515,607,515,151.4,25.59,25.24,48.75,0.718,875
08/06/2012 10:00,22516,627.8,546.9,153.9,27.5,25.91,47.08,0.23,875.6053
08/06/2012 10:10,22517,646.2,582.4,157.9,29.63,25.53,47.45,0.838,875.6548
08/06/2012 10:20,22518,656.7,611.2,159.9,31.49,25.46,47.52,1.795,875.393
08/06/2012 10:30,22519,662.6,640.1,163.2,33.29,25.39,45.68,1.557,875.447
08/06/2012 10:40,22520,681.5,672.4,164.6,35.45,25.94,45.68,1.832,875.3887
08/06/2012 10:50,22521,700.3,702.2,165.6,37.55,26.04,44.89,1.793,875.2802
08/06/2012 11:00,22522,724,735.2,164.6,39.78,26.07,44.79,1.673,875.2451
08/06/2012 11:10,22523,738,766.3,164.9,41.79,26.09,44.28,2.446,875.1285
08/06/2012 11:20,22524,744.3,790.2,166.1,43.36,26.38,43.49,2.569,874.9252
08/06/2012 11:30,22525,757.6,817,166.9,45.09,26.72,38.96,1.374,874.9338
08/06/2012 11:40,22526,761.8,838,170.8,46.43,27.34,39.37,1.855,874.9128
