TOA5,ESOLMET-IER,CR1000,23644,CR1000.Std.16,CPU:ESTACION_IER_07_MZO_2017.CR1,44971,TablaGeneral,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,RN,W/m2,W/m2,W/m2,W/m2,?C,%,m/s,mbar
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
,,,,,,,,,
21/05/2017 11:50,20177,511,1013,460.6,23.83,31.3,32.74,1.134,876.0101
21/05/2017 12:00,20178,461.7,969,456.5,23.58,31.33,33.52,2.497,875.862
21/05/2017 12:10,20179,486.3,985,451,24.18,31.3,31.48,2.097,875.8762
21/05/2017 12:20,20180,469.8,963,438.3,24.06,32.17,34.1,2.507,875.4024
21/05/2017 12:30,20181,494,994,440.8,24.49,31.19,33.63,2.19,875.3348
21/05/2017 12:40,20182,485.1,960,416,24.01,31.62,31.28,1.947,875.2015
21/05/2017 12:50,20183,327.9,830,424.3,21.71,31.72,33.97,2.963,875.2059
21/05/2017 13:00,20184,331,860,444,21.26,31.84,31.28,2.279,874.8486
21/05/2017 13:10,20185,470.5,1001,454.6,22.47,32.62,30.93,2.053,874.9807
21/05/2017 13:20,20186,462,958,420.6,22.23,33.04,29.74,1.787,874.5757
21/05/2017 13:30,20187,382.4,841,386.3,19.46,33.74,29.16,1.877,874.627
21/05/2017 13:40,20188,222.2,707.1,395.9,18.39,33.05,30.36,1.286,874.5886
21/05/2017 13:50,20189,423.1,870,380,19.99,32.64,31.79,2.694,874.368
21/05/2017 14:00,20190,412.1,841,370.2,18.73,32.93,28.69,1.483,873.9816
21/05/2017 14:10,20191,381,809,366.7,17.74,32.98,30.32,3.181,873.7901
21/05/2017 14:20,20192,422.1,824,352.8,17.22,32.92,29.06,3.207,873.6162
21/05/2017 14:30,20193,423.3,820,353.3,16.39,33.29,28.92,2.706,873.3531
21/05/2017 14:40,20194,430.3,806,344.2,15.65,33.93,29.64,2.353,873.2473
21/05/2017 14:50,20195,400.6,757.9,330.2,14.34,32.97,29.4,1.797,873.1277
21/05/2017 15:00,20196,388.2,720.5,315,13.22,33.31,28.28,1.479,872.9519
21/05/2017 15:10,20197,386.6,698.4,304.9,12.26,33.59,27.63,1.546,872.798
21/05/2017 15:20,20198,357.7,659.7,301.6,11.06,33.96,27.12,1.701,872.5939
21/05/2017 15:30,20199,295.9,589.8,289.2,9.66,33.8,28,2.761,872.3855
21/05/2017 15:40,20200,297.9,575.3,285.4,8.82,33.55,27.02,1.978,872.2066
21/05/2017 15:50,20201,289.7,543,272.7,7.924,34.01,26.84,1.424,872.1479
21/05/2017 16:00,20202,296.9,521.7,257.7,7.107,33.94,27.8,1.621,872.1134
21/05/2017 16:10,20203,292.9,487.6,239.7,6.346,34.35,26.27,1.584,871.8467
21/05/2017 16:20,20204,274.2,447.5,223.7,5.562,34.76,26.95,1.143,871.9323
21/05/2017 16:30,20205,263.1,414.5,209.1,4.866,33.93,26.16,1.402,871.7675
21/05/2017 16:40,20206,251,378.3,192.9,4.187,34.8,25.52,1.074,871.6987
21/05/2017 16:50,20207,244.2,350.7,179.5,3.637,34.77,26.57,1.58,871.4667
21/05/2017 17:00,20208,212,302.6,159.7,3.03,34.46,26.1,0.767,871.4009
21/05/2017 17:10,20209,144.3,230.8,132.1,2.347,34.09,26.71,1.903,871.287
21/05/2017 17:20,20210,167,214,113.7,1.803,33.55,26.3,1.685,871.3135
21/05/2017 17:30,20211,48.58,123.4,83.4,1.271,33.17,27.7,2.178,871.3755
21/05/2017 17:40,20212,3.645,76.33,60.89,0.943,32.52,28.24,1.712,871.37
21/05/2017 17:50,20213,0,71.34,59.41,0.748,32.57,27.6,0.874,871.3823
21/05/2017 18:00,20214,0,67.12,56.03,0.577,32.55,28.65,1.668,871.4235
21/05/2017 18:10,20215,0,45.76,38.14,0.376,32.35,29.44,2.583,871.3965
21/05/2017 18:20,20216,0,29.96,25.94,0.23,32.03,29.64,2.974,871.4147
21/05/2017 18:30,20217,0,22.37,19.19,0.14,31.93,29.61,2.551,871.5461
21/05/2017 18:40,20218,0,14.26,12.08,0.076,31.89,29.85,2.061,871.5929
21/05/2017 18:50,20219,0,6.628,5.545,0.033,31.74,30.36,1.991,871.71
21/05/2017 19:00,20220,0,1.057,0.796,0.011,31.6,30.63,1.851,871.5966
21/05/2017 19:10,20221,0,0,0,0.003,31.54,30.87,1.41,871.4413
21/05/2017 19:20,20222,0,0,0,0,31.41,32.33,1.894,871.7723
21/05/2017 19:30,20223,0,0,0,0,31.08,32.5,2.749,871.9803
21/05/2017 19:40,20224,0,0,0,0,30.79,34.55,2.529,871.8742
21/05/2017 19:50,20225,0,0,0,0,30.26,36.66,2.756,871.7763
21/05/2017 20:00,20226,0,0,0,0,29.95,37.99,3.561,872.0808
21/05/2017 20:10,20227,0.001,0,0,0,29.8,37.11,2.659,872.1516
21/05/2017 20:20,20228,0.002,0,0,0,29.98,36.43,3.36,872.2015
21/05/2017 20:30,20229,0.009,0,0,0,30.2,34.31,3.154,872.174
21/05/2017 20:40,20230,0.024,0,0,0,30.55,35.06,2.078,872.42
21/05/2017 20:50,20231,0,0,0,0,29.94,35.03,2.646,875
21/05/2017 21:00,20232,0.053,0,0,0,30.25,33.26,3.081,873.0595
21/05/2017 21:10,20233,0,0,0,0,30.13,34.48,2.84,873.1522
21/05/2017 21:20,20234,0,0,0,0,29.69,35.98,2.138,873.6821
21/05/2017 21:30,20235,0.001,0,0,0,29.55,33.94,2.898,873.8694
21/05/2017 21:40,20236,0.001,0,0,0,29.5,32.92,3.967,873.6458
21/05/2017 21:50,20237,0.005,0,0,0,29.63,33.16,2.81,873.9329
21/05/2017 22:00,20238,0,0,0,0,29.43,32.3,2.385,874.1357
21/05/2017 22:10,20239,0,0,0,0,29.74,32.24,0.846,874.2416
21/05/2017 22:20,20240,0,0,0,0,29.17,35.17,1.191,874.4269
21/05/2017 22:30,20241,0,0,0,0,28.74,32.17,1.349,874.457
21/05/2017 22:40,20242,0,0,0,0,28.76,30.67,0.216,874.5839
21/05/2017 22:50,20243,0,0,0,0,28.79,29.44,1.324,874.6678
21/05/2017 23:00,20244,0.237,0,0,0,29,30.77,2.359,874.6121
21/05/2017 23:10,20245,0.005,0,0,0,28.89,37.08,0.956,874.6216
21/05/2017 23:20,20246,0,0,0,0,28.55,40.21,0.612,874.4659
21/05/2017 23:30,20247,0,0,0,0,28.01,35.17,0.996,874.5099
21/05/2017 23:40,20248,0,0,0,0,28,36.56,0.752,874.382
21/05/2017 23:50,20249,0,0,0,0,27.69,38.92,1.046,874.6433
22/05/2017 00:00,20250,0,0,0,0,27.14,36.33,1.424,874.6347
22/05/2017 00:10,20251,0,0,0,0,27.01,43.41,0.666,874.7504
22/05/2017 00:20,20252,0,0,0,0,26.69,47.3,1.963,874.8235
22/05/2017 00:30,20253,0,0,0,0,26.48,46.55,1.734,874.7253
22/05/2017 00:40,20254,0,0,0,0,26.38,47.3,1.158,874.7908
22/05/2017 00:50,20255,0,0,0,0,26.07,49.72,0.339,874.61
22/05/2017 01:00,20256,0,0,0,0,25.92,50.3,0.598,874.5862
22/05/2017 01:10,20257,0,0,0,0,25.71,50.88,0.147,874.4726
22/05/2017 01:20,20258,0,0,0,0,25.63,51.15,0,874.7086
22/05/2017 01:30,20259,0,0,0,0,25.39,51.73,0,874.5777
22/05/2017 01:40,20260,0,0,0,0,25.32,51.9,0,874.857
22/05/2017 01:50,20261,0.003,0,0,0,25.23,54.46,0.124,875.0524
22/05/2017 02:00,20262,0,0,0,0,24.83,53.6,0.191,874.8722
22/05/2017 02:10,20263,0,0,0,0,24.84,54.25,0.856,874.8068
22/05/2017 02:20,20264,0,0,0,0,24.47,55.99,1.695,874.7828
22/05/2017 02:30,20265,0.065,0,0,0,24.16,54.63,1.434,874.9302
22/05/2017 02:40,20266,0,0,0,0,24.51,56.16,0.877,875.0443
22/05/2017 02:50,20267,0,0,0,0,24.31,56.94,1.281,874.7988
22/05/2017 03:00,20268,0,0,0,0,23.92,56.88,1.139,874.7903
22/05/2017 03:10,20269,0,0,0,0,23.93,55.14,1.385,874.9294
22/05/2017 03:20,20270,0,0,0,0,24.46,55.21,1.133,874.7829
22/05/2017 03:30,20271,0,0,0,0,24.06,58.07,0.066,875.1188
22/05/2017 03:40,20272,0,0,0,0,23.69,57.9,0.075,875.0598
22/05/2017 03:50,20273,0,0,0,0,23.32,57.01,1.744,874.9953
22/05/2017 04:00,20274,0.074,0,0,0,23.28,57.15,1.76,875.0853
22/05/2017 04:10,20275,0.212,0,0,0,23.6,56.64,1.454,875.1343
22/05/2017 04:20,20276,0,0,0,0,23.57,56.77,1.028,875.1424
22/05/2017 04:30,20277,0,0,0,0,23.5,56.84,1.044,875.1344
22/05/2017 04:40,20278,0,0,0,0,23.39,57.49,1.178,875.085
22/05/2017 04:50,20279,0,0,0,0,23.55,54.46,0.721,875.1756
22/05/2017 05:00,20280,0,0,0,0,23.47,57.05,0.69,875.2973
22/05/2017 05:10,20281,0,0,0,0,23,57.11,1.157,875.1588
22/05/2017 05:20,20282,0.126,0,0,0,23.08,51.76,1.595,875.1181
22/05/2017 05:30,20283,0.069,0,0,0,23.55,54.35,1.159,875.2242
22/05/2017 05:40,20284,0,0,0,0,23.04,52.62,0.989,875.4704
22/05/2017 05:50,20285,0.3,0,0,0.001,23.34,52.51,1.063,875.7231
22/05/2017 06:00,20286,0.149,0.326,0.122,0.004,23.1,55.78,1.831,875.5179
22/05/2017 06:10,20287,0,3.661,2.597,0.015,22.51,58.2,1.871,875.7731
22/05/2017 06:20,20288,9.45,13,10.08,0.037,22.33,54.52,1.833,875.707
22/05/2017 06:30,20289,40.73,28.96,21.26,0.074,22.87,52.72,0.872,875.887
22/05/2017 06:40,20290,71.39,48.67,33.33,0.138,23.16,55.07,0.466,875.9515
22/05/2017 06:50,20291,115.7,73.13,45.11,0.235,22.8,54.76,1.421,876.0423
22/05/2017 07:00,20292,153.5,102.4,59.85,0.378,22.82,53.16,1.733,876.3204
22/05/2017 07:10,20293,209.9,139.5,75.14,0.571,23.3,50.3,1.248,876.3528
22/05/2017 07:20,20294,246.9,174.4,87.9,0.826,24.14,49.99,0.363,876.2711
22/05/2017 07:30,20295,275.8,208.3,101.5,1.143,25.07,50.78,0.014,876.3536
22/05/2017 07:40,20296,310.8,252.5,119.4,1.608,25.78,47.5,0,876.4592
22/05/2017 07:50,20297,326,295.5,139.3,2.136,26.45,47.5,0.182,876.5568
22/05/2017 08:00,20298,349.7,341.5,156.8,2.667,26.8,49.31,0.422,876.795
22/05/2017 08:10,20299,275.9,318,151.4,3.039,26.87,46.99,0.432,876.6716
22/05/2017 08:20,20300,279.4,335,153,3.54,27.13,46.34,0.156,876.7587
22/05/2017 08:30,20301,300.8,357.4,153.9,4.176,27.48,44.67,0.349,876.6456
22/05/2017 08:40,20302,361.6,412.2,162.3,5.123,27.88,42.29,0.51,876.7104
22/05/2017 08:50,20303,428.8,472.8,170.3,6.241,28.51,41.37,0.538,876.5417
22/05/2017 09:00,20304,502.7,543.7,179.1,7.551,28.33,41.02,0.874,876.4868
22/05/2017 09:10,20305,496.4,563.7,186.3,8.56,28.81,42.42,0.899,876.352
22/05/2017 09:20,20306,519.8,587.2,202.7,9.93,27.78,44.09,2.105,876.4637
22/05/2017 09:30,20307,517.5,649.7,219.6,11.13,27.97,44.29,2.475,876.4055
22/05/2017 09:40,20308,454.1,627.9,228.6,11.46,27.55,44.12,3.004,876.5982
22/05/2017 09:50,20309,393,588.4,227.6,11.63,27.7,42.96,2.719,876.7933
22/05/2017 10:00,20310,498.4,704.5,247.7,13.85,27.58,44.36,2.996,876.6151
22/05/2017 10:10,20311,535,758.8,262.4,15.52,28.23,42.93,2.559,876.7193
22/05/2017 10:20,20312,518.2,769.3,275.7,16.48,28.73,42.48,2.671,876.4328
22/05/2017 10:30,20313,499.2,771.2,286.8,17.42,28.75,41.63,2.689,876.4985
22/05/2017 10:40,20314,526.1,817,305.4,18.93,28.84,41.09,1.948,876.6932
22/05/2017 10:50,20315,497.8,812,321.2,19.38,28.69,42.69,2.901,876.5245
22/05/2017 11:00,20316,433.7,762,328.4,18.94,28.74,37.88,2.48,876.3181
22/05/2017 11:10,20317,449.9,788.6,343.7,20.01,30.02,36.66,2.312,876.3187
22/05/2017 11:20,20318,495.2,842,361.8,21.76,30.33,33.32,2.029,876.1135
22/05/2017 11:30,20319,516.4,862,371.8,22.92,30.53,36.45,1.47,876.0451
22/05/2017 11:40,20320,509.7,860,375.5,23.51,30.72,34.65,1.722,875.822
22/05/2017 11:50,20321,544.6,905,390.4,24.87,30.61,33.49,2.467,875.7892
22/05/2017 12:00,20322,552.3,924,401.3,25.46,31.17,32.23,2.831,875.3627
22/05/2017 12:10,20323,543.6,927,406.8,25.5,31.24,35.77,3.211,875.264
22/05/2017 12:20,20324,570.6,966,417,26.47,31.14,31.82,2.289,875.251
22/05/2017 12:30,20325,539.5,949,413.3,25.99,32,31.89,2.776,875.2524
22/05/2017 12:40,20326,510.3,911,394,25.13,31.63,32.88,3.461,874.9589
22/05/2017 12:50,20327,530.5,938,395.8,25.39,31.17,31,1.915,875.0522
22/05/2017 13:00,20328,581.5,989,395.3,26.33,33.24,29.64,1.274,874.7747
22/05/2017 13:10,20329,566.5,967,374.9,25.83,32.01,31.99,2.824,874.6705
22/05/2017 13:20,20330,580.5,961,357.9,25.34,32.69,27.94,1.458,874.4647
22/05/2017 13:30,20331,564.2,940,343.6,24.63,34.09,29.81,2.219,874.2548
22/05/2017 13:40,20332,548.6,909,324.2,23.74,33.66,28.55,1.628,874.2023
22/05/2017 13:50,20333,558,917,319.3,23.45,33.62,28.28,2.506,873.7104
22/05/2017 14:00,20334,534,884,309.8,21.76,33.63,29.6,2.521,873.4658
22/05/2017 14:10,20335,522.6,861,302.2,20.59,33.25,28.72,3.22,873.2274
22/05/2017 14:20,20336,518.6,840,293.5,19.87,34.33,26.1,1.256,873.3464
22/05/2017 14:30,20337,505.3,810,279.3,18.86,34.13,27.9,1.808,873.1567
22/05/2017 14:40,20338,495.5,786.6,271.5,17.8,33.62,26.98,1.352,872.7723
22/05/2017 14:50,20339,504.8,778.8,266.1,16.97,34.45,25.21,1.163,872.5874
22/05/2017 15:00,20340,503.2,764.5,262.7,16,34.99,25.86,1.956,872.4551
22/05/2017 15:10,20341,453.7,703,254.6,14.21,34.87,25.69,2.139,872.2395
22/05/2017 15:20,20342,389.7,636.8,251.1,12.35,34.3,25.89,1.66,871.9015
22/05/2017 15:30,20343,277.6,522.5,238.2,10.21,34.64,25.45,1.385,871.9483
22/05/2017 15:40,20344,209.4,457.4,235.4,8.71,34.98,25.62,1.114,871.6136
22/05/2017 15:50,20345,347.6,571.7,250.2,8.92,34.66,26.54,2.681,871.4904
22/05/2017 16:00,20346,319.1,512,229.1,8.06,34.7,26.68,2.661,871.1347
22/05/2017 16:10,20347,364.6,527.3,227.2,7.417,33.75,26.37,2.698,871.1953
22/05/2017 16:20,20348,393.3,529,225.3,6.811,34.3,25.93,2.361,871.2642
22/05/2017 16:30,20349,273.4,407.5,193.8,5.419,34.25,27.05,2.637,871.1962
22/05/2017 16:40,20350,73.6,219.9,139.2,3.51,33.84,26.13,1.873,871.2103
22/05/2017 16:50,20351,26.94,170,123.5,2.671,34.08,26.23,1.289,871.1703
22/05/2017 17:00,20352,0.666,125.6,102.2,2.055,33.58,26.78,1.41,871.1255
22/05/2017 17:10,20353,0,103.9,85.4,1.566,33.09,27.46,2.108,871.2655
22/05/2017 17:20,20354,0,85.6,70.58,1.157,32.82,27.6,2.042,871.2924
22/05/2017 17:30,20355,0,69.94,58.24,0.818,32.8,27.19,1.523,871.4778
22/05/2017 17:40,20356,0,73.56,61.54,0.722,32.83,26.91,1.055,871.433
22/05/2017 17:50,20357,0,67.79,57.28,0.588,33.08,25.96,0.599,871.3529
22/05/2017 18:00,20358,0,50.29,42.65,0.397,32.99,26.34,0.006,871.5718
22/05/2017 18:10,20359,0,37.41,31.62,0.269,32.88,26.57,0.08,871.541
22/05/2017 18:20,20360,0,26.14,21.91,0.172,32.47,26.74,0.367,871.5783
22/05/2017 18:30,20361,0,15.82,13.24,0.098,32.46,27.26,0.322,871.56
22/05/2017 18:40,20362,0,8.77,7.346,0.052,32.26,28.07,0.712,871.5217
22/05/2017 18:50,20363,0,3.568,3.009,0.023,32.23,28.18,0.588,871.7865
22/05/2017 19:00,20364,0,0.598,0.479,0.01,32.06,28.45,0.361,871.8521
22/05/2017 19:10,20365,0,0,0,0.003,32.06,29.4,0.199,871.7828
22/05/2017 19:20,20366,0,0,0,0,31.59,31.79,1.17,871.7289
22/05/2017 19:30,20367,0,0,0,0,31.09,33.19,1.658,871.7165
22/05/2017 19:40,20368,0,0,0,0,30.7,34.24,2.076,871.921
22/05/2017 19:50,20369,0,0,0,0,30.61,34.34,2.855,871.9387
22/05/2017 20:00,20370,0,0,0,0,30.16,34.72,3.358,871.903
22/05/2017 20:10,20371,0,0,0,0,29.99,33.77,2.531,872.1349
22/05/2017 20:20,20372,0.173,0,0,0,30.6,32.98,2.657,872.441
22/05/2017 20:30,20373,0,0,0,0,30.66,33.02,2.899,872.4473
22/05/2017 20:40,20374,0,0,0,0,30.65,33.29,2.296,872.2391
22/05/2017 20:50,20375,0,0,0,0,30.55,33.39,1.998,872.252
22/05/2017 21:00,20376,0,0,0,0,30.53,33.36,1.135,872.4641
22/05/2017 21:10,20377,0,0,0,0,30.48,33.19,0.402,872.5258
22/05/2017 21:20,20378,0,0,0,0,30.52,34.45,0.111,872.4797
22/05/2017 21:30,20379,0,0,0,0,30.03,36.22,0.577,872.7201
22/05/2017 21:40,20380,0,0,0,0,29.84,36.8,0.751,872.6761
22/05/2017 21:50,20381,0,0,0,0,29.86,36.9,0.573,872.7368
22/05/2017 22:00,20382,0,0,0,0,29.66,37.28,1.044,872.9118
22/05/2017 22:10,20383,0,0,0,0,29.78,37.24,0.054,872.9281
22/05/2017 22:20,20384,0,0,0,0,29.48,40.38,0.866,873.043
22/05/2017 22:30,20385,0,0,0,0,29.05,40.11,2.179,873.283
22/05/2017 22:40,20386,0.108,0,0,0,29.5,39.12,1.158,873.3979
22/05/2017 22:50,20387,0,0,0,0,29.03,41.27,1.558,873.679
22/05/2017 23:00,20388,0,0,0,0,28.12,42.73,2.648,873.6784
22/05/2017 23:10,20389,0,0,0,0,27.99,43.11,1.611,873.6427
22/05/2017 23:20,20390,0,0,0,0,27.86,44.13,2.058,873.5995
22/05/2017 23:30,20391,0,0,0,0,27.62,45.49,1.156,873.5793
22/05/2017 23:40,20392,0,0,0,0,27.52,45.15,1.023,873.5361
22/05/2017 23:50,20393,0.005,0,0,0,27.72,44.2,0.893,873.6531
23/05/2017 00:00,20394,0.002,0,0,0,27.75,44.88,1.229,873.6549
23/05/2017 00:10,20395,0.024,0,0,0,27.64,46.04,1.701,873.6863
23/05/2017 00:20,20396,0,0,0,0,27.59,46.35,0.106,873.8262
23/05/2017 00:30,20397,0,0,0,0,27.41,47.3,0.409,873.7025
23/05/2017 00:40,20398,0,0,0,0,27.23,48.36,0.117,873.6698
23/05/2017 00:50,20399,0,0,0,0,26.98,49.68,0,873.4902
23/05/2017 01:00,20400,0,0,0,0,26.78,49.65,0,873.4658
23/05/2017 01:10,20401,0,0,0,0,26.75,49.79,0,873.4254
23/05/2017 01:20,20402,0,0,0,0,26.7,52,0.199,873.2617
23/05/2017 01:30,20403,0,0,0,0,26.32,53.71,1.332,873.5468
23/05/2017 01:40,20404,0,0,0,0,26.23,53.57,0.688,873.4338
23/05/2017 01:50,20405,0,0,0,0,26.24,53.94,1.458,873.2366
23/05/2017 02:00,20406,0,0,0,0,26.21,54.32,0.931,873.3023
23/05/2017 02:10,20407,0,0,0,0,26.11,54.63,1.126,873.3023
23/05/2017 02:20,20408,0,0,0,0,26.06,54.8,0.36,873.3016
23/05/2017 02:30,20409,0,0,0,0,25.95,55.34,0.974,873.3023
23/05/2017 02:40,20410,0,0,0,0,25.89,55.61,1.357,873.2206
23/05/2017 02:50,20411,0,0,0,0,25.81,55.92,1.087,873.2457
23/05/2017 03:00,20412,0,0,0,0,25.75,56.36,0.891,873.2442
23/05/2017 03:10,20413,0,0,0,0,25.64,56.47,1.211,873.2212
23/05/2017 03:20,20414,0.001,0,0,0,25.6,56.88,1.452,873.2205
23/05/2017 03:30,20415,0,0,0,0,25.21,59.53,0.793,873.3433
23/05/2017 03:40,20416,0,0,0,0,24.86,59.06,0.757,873.2772
23/05/2017 03:50,20417,0,0,0,0,25.01,58.68,0.467,873.3922
23/05/2017 04:00,20418,0,0,0,0,25.03,58.92,0.052,873.3685
23/05/2017 04:10,20419,0,0,0,0,24.81,59.91,0.287,873.4495
23/05/2017 04:20,20420,0,0,0,0,24.68,60.42,0,873.4406
23/05/2017 04:30,20421,0,0,0,0,24.61,60.42,0.003,873.4504
23/05/2017 04:40,20422,0.044,0,0,0,24.51,61.2,0.159,873.4742
23/05/2017 04:50,20423,0.001,0,0,0,24.43,60.69,0.062,838.0153
23/05/2017 05:00,20424,0.003,0,0,0,24.49,61.37,0.055,873.8336
23/05/2017 05:10,20425,0,0,0,0,24.12,63.69,0.599,873.7773
23/05/2017 05:20,20426,0,0,0,0,23.63,64.68,1.449,874.0144
23/05/2017 05:30,20427,0,0,0,0,23.61,62.57,1.044,874.0385
23/05/2017 05:40,20428,0,0,0,0,24.06,63.11,0.229,874.0548
23/05/2017 05:50,20429,0,0,0,0.001,23.47,64.37,1.617,874.0631
23/05/2017 06:00,20430,0,0,0.011,0.004,23.46,63.25,1.339,874.1039
23/05/2017 06:10,20431,0,1.512,1.358,0.012,23.59,64.2,1.231,874.2681
23/05/2017 06:20,20432,0.005,9.45,8.04,0.029,23.61,63.86,0.315,807.2339
23/05/2017 06:30,20433,0.303,23.85,20.18,0.063,23.83,62.84,0.567,874.423
23/05/2017 06:40,20434,0.806,40.81,34.23,0.123,23.69,64.44,1.081,874.5705
23/05/2017 06:50,20435,21.77,70.11,55.94,0.218,23.72,63.96,0.626,874.611
23/05/2017 07:00,20436,46.21,105.2,79.78,0.348,23.77,63.01,0.775,874.6927
23/05/2017 07:10,20437,80.5,138,99.1,0.51,24.23,60.04,0.53,874.8157
23/05/2017 07:20,20438,108.4,160.8,108.7,0.698,25.17,55.89,0,874.8893
23/05/2017 07:30,20439,58.09,143,103.6,0.924,26.03,54.83,0,875.037
23/05/2017 07:40,20440,48.97,174.3,130.2,1.253,26.03,55.31,0.287,875.142
23/05/2017 07:50,20441,64.86,201,145.9,1.559,26,53.16,0.019,875.2572
23/05/2017 08:00,20442,44.78,206.4,155,1.902,26.74,53.16,0.46,875.3472
23/05/2017 08:10,20443,95.6,279.2,192.6,2.439,26.8,51.42,0.573,875.3389
23/05/2017 08:20,20444,128.9,309.4,198.8,2.97,27.29,51.83,0.77,875.4704
23/05/2017 08:30,20445,166.7,363.8,220.7,3.713,26.94,52.96,1.588,875.6654
23/05/2017 08:40,20446,171.8,379.9,227.5,4.251,26.78,54.15,2.092,875.6579
23/05/2017 08:50,20447,152.3,373.9,228.4,4.757,26.64,51.69,1.318,875.6383
23/05/2017 09:00,20448,147.4,364.3,221.1,5.164,27.57,50.16,1.013,875.7368
23/05/2017 09:10,20449,216,458.5,256.6,6.412,27.82,48.66,1.221,875.7877
23/05/2017 09:20,20450,214.8,482.6,271.7,7.343,28.2,50.56,1.343,875.7388
23/05/2017 09:30,20451,182.1,468.7,270.5,7.682,27.31,53.25,0.974,875.7845
23/05/2017 09:40,20452,121,400.7,250.2,7.59,27.37,49.23,0.38,875.8311
23/05/2017 09:50,20453,224.3,533.8,292.7,9.57,28.63,47.66,1.203,875.6664
23/05/2017 10:00,20454,251.5,571.4,305.9,10.74,28.48,46.2,0.833,875.6103
23/05/2017 10:10,20455,317.9,658.1,332.5,12.52,29.2,44.09,1.319,875.5988
23/05/2017 10:20,20456,347.6,682.1,334.6,13.7,30.11,44.22,1.363,858.0631
23/05/2017 10:30,20457,389.1,733.8,354.9,15.19,30.03,43.3,1.384,875.5248
23/05/2017 10:40,20458,418.7,787.3,386.3,16.7,30.15,42.14,1.389,875.4509
23/05/2017 10:50,20459,402,797.2,406.3,17.58,30.38,44.09,2.015,875.4198
23/05/2017 11:00,20460,330.3,718.8,387.4,16.94,29.97,43.88,1.594,875.2821
23/05/2017 11:10,20461,354.9,749,405.7,17.9,30.08,43.98,1.749,875.3293
23/05/2017 11:20,20462,425.3,823,436.9,19.78,30.17,42.07,2.264,875.1591
23/05/2017 11:30,20463,482.8,884,466.3,21.49,30.84,40.47,1.72,874.9269
23/05/2017 11:40,20464,500.7,906,476.9,22.39,31.29,40.44,2.12,874.744
23/05/2017 11:50,20465,537.6,945,498.4,23.75,31.28,36.79,1.304,874.5103
23/05/2017 12:00,20466,533.9,962,518,24.3,32.51,38.29,1.445,874.4019
23/05/2017 12:10,20467,396.2,824,466.9,21.43,31.75,38.15,2.128,874.2911
23/05/2017 12:20,20468,436.4,894,499.3,22.25,32.52,35.23,1.189,874.1238
23/05/2017 12:30,20469,469.4,917,490.5,22.78,31.99,42.31,2.92,873.9751
23/05/2017 12:40,20470,502.5,943,488.8,23.22,31.36,33.73,1.915,873.8843
23/05/2017 12:50,20471,513.3,944,472.4,23.31,32.94,37.37,2.093,873.7058
23/05/2017 13:00,20472,470.8,910,458.8,22.75,32.54,34.92,1.327,873.6152
23/05/2017 13:10,20473,509.7,943,449.3,22.71,32.57,32.88,2.573,873.4316
23/05/2017 13:20,20474,540.2,972,440,22.73,33.37,32.16,2.157,872.9952
23/05/2017 13:30,20475,386.6,820,400.9,20.2,33.98,33.22,2.115,872.9295
23/05/2017 13:40,20476,353.2,755.3,364.7,19.19,33.26,31.62,1.773,872.7127
23/05/2017 13:50,20477,239.9,590,309.8,17.4,33.07,31.41,1.359,872.5942
23/05/2017 14:00,20478,513.8,868,330.8,19.75,33.34,33.39,2.073,872.3402
23/05/2017 14:10,20479,458.8,801,315.3,18.71,33.62,31.14,1.611,872.0573
23/05/2017 14:20,20480,528,856,307.4,18.55,33.88,31.51,1.171,871.7606
23/05/2017 14:30,20481,466.7,803,307.5,16.9,34.46,30.18,2.14,871.8549
23/05/2017 14:40,20482,488.8,797.2,291.6,16.44,34.77,28.65,1.701,871.5901
23/05/2017 14:50,20483,430.9,724.4,276.1,14.77,34.17,31.34,2.717,871.4238
23/05/2017 15:00,20484,474.8,770.8,292.8,14.43,33.48,31.04,2.185,871.248
23/05/2017 15:10,20485,413.4,707.6,293.9,12.82,34.02,30.49,2.139,871.3401
23/05/2017 15:20,20486,308.1,591.3,277.7,10.84,34.36,31.21,2.188,871.0389
23/05/2017 15:30,20487,336.1,608,279.3,10.29,33.69,30.39,2.911,870.8917
23/05/2017 15:40,20488,416.2,662.5,283.6,10.32,34.86,27.49,1.293,870.749
23/05/2017 15:50,20489,197.8,418.1,221.9,7.455,35.86,26.57,1.071,870.6642
23/05/2017 16:00,20490,94.9,330.8,209.4,5.778,34.43,27.36,0.46,870.4342
23/05/2017 16:10,20491,100,355.4,227.6,5.606,34.98,27.73,1.159,870.5515
23/05/2017 16:20,20492,217.9,444.6,241.9,5.679,34.71,26.2,1.824,870.3111
23/05/2017 16:30,20493,285.7,469.9,240,5.407,35.19,26.06,2.031,870.0307
23/05/2017 16:40,20494,272.9,420.6,215.2,4.611,35.22,25.14,1.181,869.9683
23/05/2017 16:50,20495,255.4,380.8,197.1,3.905,35.94,25.11,1.221,869.9097
23/05/2017 17:00,20496,128.8,262,158,2.981,35.4,26.13,1.225,869.7107
