TOA5,ESOLMET-CIE,CR1000,23644,CR1000.Std.16,CPU:ESTACION_CIE_17_AGO_2012.CR1,38968,General,,,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg,,,
TS,RN,W/m2,W/m2,W/m2,W/m2,?C,%,m/s,mbar,,,
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,,,
17/11/2013 22:40,9532,0.512,0.004,0,0.005,21.48,61.87,1.404,875.6632,,,
17/11/2013 22:50,9533,0.927,0,0,0.006,21.55,61.05,1.733,875.8054,,,
17/11/2013 23:00,9534,0.543,0,0,0.008,21.38,62.51,1.858,875.6512,,,
17/11/2013 23:10,9535,0.302,0,0,0.004,21.29,62.38,1.768,875.693,,,
17/11/2013 23:20,9536,0.289,0,0,0.003,21.24,63.13,1.315,875.8349,,,
17/11/2013 23:30,9537,0.128,0,0,0.005,20.93,61.46,1.921,875.8248,,,
17/11/2013 23:40,9538,0.468,0,0,0.004,21.36,62.48,2.133,875.8729,,,
17/11/2013 23:50,9539,0.392,0.001,0.01,0.002,21.28,61.29,2.204,875.8479,,,
18/11/2013 0:00,9540,0.433,0,0,0.001,21.42,62.28,2.273,875.708,,,
18/11/2013 0:10,9541,0.002,0,0,0.005,20.82,64.49,2.498,875.7136,,,
18/11/2013 0:20,9542,0.193,0,0,0.003,20.91,64.01,2.219,875.6815,,,
18/11/2013 0:30,9543,0.166,0,0,0.003,20.7,62.51,2.14,875.7015,,,
18/11/2013 0:40,9544,0.198,0,0,0.006,20.78,65.52,1.836,875.7714,,,
18/11/2013 0:50,9545,0,0,0,0.004,20.29,67.15,2.366,875.7424,,,
18/11/2013 1:00,9546,0.039,0,0,0.004,20.01,65.45,2.6,875.6835,,,
18/11/2013 1:10,9547,0.088,0,0,0.003,19.91,68.04,2.37,875.9305,,,
18/11/2013 1:20,9548,0.176,0,0,0.002,19.93,66.64,2.174,875.9465,,,
18/11/2013 1:30,9549,0.356,0,0,0.004,20.08,63.54,1.831,875.9799,,,
18/11/2013 1:40,9550,0.643,0,0,0.003,20.29,65.72,2.18,876.1272,,,
18/11/2013 1:50,9551,0.001,0,0,0.002,19.52,71.28,2.28,875.9247,,,
18/11/2013 2:00,9552,0.234,0,0,0.001,19.58,66.64,1.886,875.9659,,,
18/11/2013 2:10,9553,0.144,0,0,0.002,19.57,69.41,1.66,876.0066,,,
18/11/2013 2:20,9554,0,0,0,0.002,18.92,71.83,1.618,875.8762,,,
18/11/2013 2:30,9555,0,0,0,0.002,18.66,71.52,1.633,875.8757,,,
18/11/2013 2:40,9556,0.012,0,0,0.001,18.72,71.38,1.786,875.671,,,
18/11/2013 2:50,9557,0.099,0,0.007,0.001,18.69,70.94,2.306,875.7034,,,
18/11/2013 3:00,9558,0.374,0,0,0.001,18.69,72.27,1.875,875.7207,,,
18/11/2013 3:10,9559,0.429,0,0,0.003,18.81,69.64,2.193,875.4578,,,
18/11/2013 3:20,9560,0.409,0,0,0.003,18.73,71.42,2.073,875.3602,,,
18/11/2013 3:30,9561,0.092,0,0,0.002,18.43,72.23,1.885,875.3849,,,
18/11/2013 3:40,9562,0.862,0,0,0.005,18.96,66.13,1.798,875.4098,,,
18/11/2013 3:50,9563,0.642,0,0,0.003,19.27,70.19,1.74,875.5236,,,
18/11/2013 4:00,9564,0,0,0,0.002,18.58,71.14,2.093,875.4505,,,
18/11/2013 4:10,9565,0,0,0,0.002,17.98,75.58,2.125,875.4749,,,
18/11/2013 4:20,9566,0.072,0,0,0.003,17.81,73.02,2.811,875.5485,,,
18/11/2013 4:30,9567,0.232,0,0,0.004,18.09,73.8,2.896,875.5739,,,
18/11/2013 4:40,9568,0.088,0,0,0.002,17.97,74.35,2.485,875.5318,,,
18/11/2013 4:50,9569,0.401,0,0,0.004,18.04,73.9,2.801,875.6382,,,
18/11/2013 5:00,9570,0.149,0,0,0.002,17.85,75.27,2.373,875.6884,,,
18/11/2013 5:10,9571,0.343,0,0,0.002,18.07,74.89,2.093,875.6296,,,
18/11/2013 5:20,9572,0,0,0,0.002,17.55,77.79,2.036,875.5732,,,
18/11/2013 5:30,9573,0,0,0,0.004,17.56,77.08,2.201,875.7288,,,
18/11/2013 5:40,9574,0,0.018,0,0.005,17.42,77.04,1.788,875.6381,,,
18/11/2013 5:50,9575,0.002,0,0,0.003,17.31,77.52,1.643,875.7455,,,
18/11/2013 6:00,9576,0.133,0,0,0.002,17.41,77.48,2.171,875.7696,,,
18/11/2013 6:10,9577,0.001,0,0,0.003,17.32,77.21,2.078,875.86,,,
18/11/2013 6:20,9578,0.314,0,0,0.005,17.5,75.06,1.829,875.917,,,
18/11/2013 6:30,9579,0.129,0.1,0.016,0.016,17.44,76.19,2.381,876.1208,,,
18/11/2013 6:40,9580,0.097,0.688,0.559,0.05,17.31,74.96,2.453,876.3831,,,
18/11/2013 6:50,9581,0.373,4.16,3.694,0.258,17.67,72.34,2.215,876.3839,,,
18/11/2013 7:00,9582,12.81,13.19,11.07,0.751,17.71,71.89,1.838,876.6362,,,
18/11/2013 7:10,9583,149.7,36.14,21.3,1.528,17.51,74.38,1.993,876.5469,,,
18/11/2013 7:20,9584,252.3,63.17,30.19,2.515,17.77,70.67,1.528,876.6773,,,
18/11/2013 7:30,9585,338.1,94.2,37.9,3.663,17.97,72.13,2.42,876.6942,,,
18/11/2013 7:40,9586,395,125.6,45.62,4.933,18.33,67.43,2.088,876.8091,,,
18/11/2013 7:50,9587,450,159.9,52.17,6.171,19.26,64.97,1.27,876.9966,,,
18/11/2013 8:00,9588,496.1,196.5,52.87,7.797,20.4,60.37,0.014,877.1932,,,
18/11/2013 8:10,9589,536.5,230.9,65.55,9.37,22.05,53.38,0,877.3168,,,
18/11/2013 8:20,9590,572.4,270,70.67,10.93,23.49,50.18,0,877.5357,,,
18/11/2013 8:30,9591,603.1,306.1,77.14,12.58,23.61,53.72,0.274,877.6086,,,
18/11/2013 8:40,9592,634.8,344.2,77.71,15.07,22.81,57.06,0.352,877.5406,,,
18/11/2013 8:50,9593,656.1,378.2,81.4,16.94,22.9,55.14,0.233,877.8033,,,
18/11/2013 9:00,9594,681,417.2,83.9,18.92,23.07,58.99,0.674,877.8569,,,
18/11/2013 9:10,9595,701.4,449.7,95.2,20.87,22.76,61.27,0.743,877.9537,,,
18/11/2013 9:20,9596,717.4,478.8,98.3,22.91,22.87,59.77,0.898,877.925,,,
18/11/2013 9:30,9597,733.8,510.4,103.6,24.81,23.47,59.87,0.873,878.0053,,,
18/11/2013 9:40,9598,737.2,537.4,107.5,26.39,22.74,61.1,1.45,878.3648,,,
18/11/2013 9:50,9599,750.1,569.6,111,28.22,23.01,60.32,1.864,878.112,,,
18/11/2013 10:00,9600,764.4,599.1,113.1,29.98,23.62,58.2,1.207,878.1688,,,
18/11/2013 10:10,9601,770.5,624.1,118.1,31.55,23.89,58.03,1.655,878.2985,,,
18/11/2013 10:20,9602,784.4,649.5,119,33.3,23.84,57.66,2.48,878.1369,,,
18/11/2013 10:30,9603,784.7,667.2,122.2,34.49,24.03,55.34,1.591,878.0707,,,
18/11/2013 10:40,9604,785.6,684.1,125.8,35.4,24.34,56.57,2.221,877.9965,,,
18/11/2013 10:50,9605,797.6,705.1,127.5,36.73,25.06,55.03,1.413,877.8087,,,
18/11/2013 11:00,9606,806,721.4,129.8,37.9,25.02,54.8,1.493,877.825,,,
18/11/2013 11:10,9607,806,735.9,132.2,38.75,25.03,52.48,1.325,877.678,,,
18/11/2013 11:20,9608,811,751,136.6,39.73,25.63,53.74,1.28,877.4478,,,
18/11/2013 11:30,9609,819,764.9,137.6,40.81,25.17,52.21,2.182,877.1471,,,
18/11/2013 11:40,9610,820,776.5,142,41.5,25.58,50.3,1.833,877.1873,,,
18/11/2013 11:50,9611,811,776.3,145.3,41.42,26.15,47.61,1.018,877.138,,,
18/11/2013 12:00,9612,804,774.5,148.3,41.3,26.51,43.99,0.498,876.957,,,
18/11/2013 12:10,9613,810,776.1,148.7,41.58,27.46,44.47,0.589,876.5992,,,
18/11/2013 12:20,9614,816,781.7,148.4,42.02,27.02,43.58,1.069,876.467,,,
18/11/2013 12:30,9615,805,778.3,149.8,41.71,26.88,45.56,1.629,876.2631,,,
18/11/2013 12:40,9616,806,777.6,148.8,41.8,26.8,43.65,1.151,876.1319,,,
18/11/2013 12:50,9617,811,781.8,150.3,42.05,26.88,45.66,1.932,875.9193,,,
18/11/2013 13:00,9618,795.8,770.3,154.3,41.29,27.28,45.49,1.654,875.7629,,,
18/11/2013 13:10,9619,792.6,771.1,157.1,41.16,27.42,45.63,2.138,875.4704,,,
18/11/2013 13:20,9620,783.4,764.5,158.6,40.73,27.71,44.16,1.633,875.3141,,,
18/11/2013 13:30,9621,755.8,752.2,162.3,39.65,27.56,43.65,2.44,875.0853,,,
18/11/2013 13:40,9622,726.9,739.5,167.9,38.69,27.39,41.78,1.48,876,,,
18/11/2013 13:50,9623,692.3,724.4,173.9,37.73,28.01,42.77,1.25,876,,,
18/11/2013 14:00,9624,602.6,684.5,178.8,35.65,27.72,41.51,1.107,876,,,
18/11/2013 14:10,9625,539.1,689.8,217.7,34.3,28.59,39.09,1.472,876,,,
18/11/2013 14:20,9626,196.2,454.4,234.2,27.77,28.35,41.2,1.801,876,,,
18/11/2013 14:30,9627,300.2,513.9,209.7,28.37,27.63,39.46,1.735,876,,,
18/11/2013 14:40,9628,404.4,586.5,196.8,28.74,28.79,37.04,1.317,876,,,
18/11/2013 14:50,9629,239.8,478.1,215.5,24.27,28.48,38.64,1.301,876,,,
18/11/2013 15:00,9630,92.7,366.8,248.1,20.81,27.79,40.52,1.7,876,,,
18/11/2013 15:10,9631,34.03,323.4,247.9,19.07,28.13,37.66,1.646,876,,,
18/11/2013 15:20,9632,6.58,226.6,192.9,14.87,27.73,40.14,1.265,876,,,
18/11/2013 15:30,9633,1.946,188.2,167.1,13.13,27.86,39.9,0.515,876,,,
18/11/2013 15:40,9634,4.616,216.3,195.9,14.06,27.93,39.87,0.713,876,,,
18/11/2013 15:50,9635,29.02,208.4,152.6,13.06,28,44.37,1.313,876,,,
18/11/2013 16:00,9636,10.46,149.2,111.8,10.68,26.97,44.2,2.369,876,,,
18/11/2013 16:10,9637,58.8,260.2,140.9,12.18,27.12,44.16,2.388,876,,,
18/11/2013 16:20,9638,83,313.2,139,12.51,27.54,42.87,1.968,876,,,
18/11/2013 16:30,9639,46.69,209,100.5,10.48,27.81,41.4,0.911,876,,,
18/11/2013 16:40,9640,45.18,215.7,93.4,8.96,28.19,39.84,0.881,876,,,
18/11/2013 16:50,9641,31.64,172,86.5,7.574,29.27,40.55,0.361,876,,,
18/11/2013 17:00,9642,14.9,108.5,72.56,4.972,27.83,44.16,1.013,876,,,
18/11/2013 17:10,9643,10.4,101.8,60.27,4.363,27.32,44.85,1.721,876,,,
18/11/2013 17:20,9644,4.394,72.17,55.55,3.521,27.25,44.78,1.078,876,,,
18/11/2013 17:30,9645,2.039,43.42,34.71,2.565,26.91,46.04,1.961,876,,,
18/11/2013 17:40,9646,0.397,26.82,22.24,1.676,26.62,47.33,1.472,876,,,
18/11/2013 17:50,9647,0,12.63,11.09,0.928,26.39,49.38,1.124,876,,,
18/11/2013 18:00,9648,0,4.928,4.381,0.375,25.75,52.27,1.603,876,,,
18/11/2013 18:10,9649,0,1.431,1.19,0.101,25.52,51.39,1.325,876,,,
18/11/2013 18:20,9650,0,0.11,0.045,0.019,25.24,58.03,1.761,876,,,
18/11/2013 18:30,9651,0,0,0,0.01,23.83,63.69,2.755,876,,,
18/11/2013 18:40,9652,0,0,0,0.003,23.54,59.53,2.22,876,,,
18/11/2013 18:50,9653,0.182,0,0,0.006,24.23,61.34,1.991,876,,,
18/11/2013 19:00,9654,0,0,0,0.007,23.58,64.78,2.289,876,,,
18/11/2013 19:10,9655,0,0,0,0.006,23.14,65.29,2.026,876,,,
18/11/2013 19:20,9656,0,0,0,0.006,23.01,65.4,1.632,876,,,
18/11/2013 19:30,9657,0.314,0,0,0.007,23.22,64.69,2.488,876,,,
18/11/2013 19:40,9658,0.117,0,0,0.01,23.18,65.13,2.544,876,,,
18/11/2013 19:50,9659,0.027,0,0,0.009,22.93,65.54,2.3,876,,,
18/11/2013 20:00,9660,0.101,0,0,0.007,22.99,64.21,1.576,876,,,
18/11/2013 20:10,9661,0.053,0,0,0.007,22.85,66.57,2.083,876,,,
18/11/2013 20:20,9662,0,0,0,0.008,22.67,67.25,2.064,876,,,
18/11/2013 20:30,9663,0.357,0,0,0.005,22.95,63.71,1.92,876,,,
18/11/2013 20:40,9664,0.347,0,0,0.01,23.12,65.71,2.066,876,,,
18/11/2013 20:50,9665,0.197,0.01,0.007,0.007,22.85,64.49,2.093,876,,,
18/11/2013 21:00,9666,0.172,0,0,0.009,22.88,64.52,2.5,876,,,
18/11/2013 21:10,9667,0.339,0.002,0.003,0.009,22.9,62.48,2.82,875.1253,,,
18/11/2013 21:20,9668,0.401,0.001,0,0.007,22.96,61.11,2.311,875.0229,,,
18/11/2013 21:30,9669,1.17,0.233,0.005,0.005,23.56,55.66,1.736,875.2577,,,
18/11/2013 21:40,9670,0.508,0.011,0,0.008,23.57,59.04,1.513,875.0859,,,
18/11/2013 21:50,9671,0.059,0,0,0.007,23.14,60.16,1.785,875.1691,,,
18/11/2013 22:00,9672,0,0,0,0.007,22.8,62.82,1.426,875.1068,,,
18/11/2013 22:10,9673,0,0,0.001,0.006,22.83,63.36,0.075,875.2227,,,
18/11/2013 22:20,9674,0,0,0,0.006,22.58,63.02,1.246,875.1878,,,
18/11/2013 22:30,9675,0.353,0.002,0,0.007,22.93,59.72,1.035,875.2184,,,
18/11/2013 22:40,9676,0.312,0.033,0,0.006,23.23,61.62,0.771,875.323,,,
18/11/2013 22:50,9677,0.245,0,0,0.007,22.75,64.66,1.626,875.3981,,,
18/11/2013 23:00,9678,0.009,0,0,0.006,22.33,61.93,1.468,875.3796,,,
18/11/2013 23:10,9679,0.401,0.009,0.079,0.006,22.76,63.02,0.619,875.5006,,,
18/11/2013 23:20,9680,0.401,0,0.164,0.006,22.72,64.66,0,875.3013,,,
18/11/2013 23:30,9681,0.401,0,0.001,0.007,22.63,63.23,0.002,875.3478,,,
18/11/2013 23:40,9682,0.401,0.002,0.009,0.007,22.93,63.98,0,875.6122,,,
18/11/2013 23:50,9683,0.401,0.006,0.192,0.008,22.88,64.15,0.799,875.5165,,,
19/11/2013 0:00,9684,0.401,0.08,0.015,0.008,22.77,64.08,1.181,875.442,,,
19/11/2013 0:10,9685,0.401,0,0.187,0.008,22.71,63.02,0.501,875.1757,,,
19/11/2013 0:20,9686,0.401,0,0,0.007,22.67,59.41,0.355,875.1955,,,
19/11/2013 0:30,9687,0.401,0.022,0.087,0.008,22.52,56.38,2.481,875.2696,,,
19/11/2013 0:40,9688,0.249,0.009,0.139,0.008,22.29,64.86,3.385,875.3017,,,
19/11/2013 0:50,9689,0,0,0,0.005,20.81,70.86,2.964,875.6113,,,
19/11/2013 1:00,9690,0,0,0,0.002,19.14,71.68,3.011,875.7509,,,
19/11/2013 1:10,9691,0,0,0,0.003,18.88,67.86,0.635,875.9637,,,
19/11/2013 1:20,9692,0,0,0,0.007,19.13,65.92,0.618,876,,,
19/11/2013 1:30,9693,0,0,0,0.007,19.09,67.77,1.662,875.8718,,,
19/11/2013 1:40,9694,0.433,0.023,0,0.005,19.19,71.24,0.125,875.9586,,,
19/11/2013 1:50,9695,0.687,0,0.026,0.001,18.71,74.18,2.168,875.8527,,,
19/11/2013 2:00,9696,2.375,0.008,0.008,0.003,18.36,75.61,1.103,875.8178,,,
19/11/2013 2:10,9697,2.051,0.05,0.234,0.007,18.39,76.09,0.289,876.0725,,,
19/11/2013 2:20,9698,2.311,0.161,0.222,0.009,18.39,82.1,1.582,875.835,,,
19/11/2013 2:30,9699,1.937,0.059,0.174,0.006,17.82,82.2,1.401,875.8597,,,
19/11/2013 2:40,9700,2.026,0.016,0.064,0.004,18.09,82.6,1.116,875.6863,,,
19/11/2013 2:50,9701,1.255,0.018,0.243,0.006,18.12,85.1,0.439,875.4584,,,
19/11/2013 3:00,9702,1.531,0.007,0.325,0.008,18.36,85.3,0.328,875.5084,,,
19/11/2013 3:10,9703,1.204,0,0.287,0.005,18.41,86.6,0.299,875.5726,,,
19/11/2013 3:20,9704,1.204,0,0.093,0.005,18.09,83.3,0.191,875.3192,,,
19/11/2013 3:30,9705,1.204,0,0.113,0.005,18.18,84.2,0.234,875.2864,,,
19/11/2013 3:40,9706,1.204,0,0.145,0.005,18,85.4,0.235,875.4016,,,
19/11/2013 3:50,9707,1.204,0,0,0.004,17.82,86.2,0.724,875.2791,,,
19/11/2013 4:00,9708,1.836,0,0,0.004,17.72,83.3,1.152,875.2622,,,
19/11/2013 4:10,9709,1.204,0,0.201,0.003,17.85,85.4,0.344,875.4006,,,
19/11/2013 4:20,9710,1.066,0,0.169,0.004,17.88,85.7,0,875.2786,,,
19/11/2013 4:30,9711,0.702,0,0.247,0.002,17.93,86.1,0,875.3607,,,
19/11/2013 4:40,9712,1.059,0,0.222,0.003,18.05,87.5,0.333,875.4256,,,
19/11/2013 4:50,9713,0.723,0.002,0.004,0.007,17.7,90,1.573,875.3278,,,
19/11/2013 5:00,9714,0.394,0,0,0.005,17.3,91.7,1.856,875.3603,,,
19/11/2013 5:10,9715,0.416,0,0,0.004,17.35,90.5,1.389,875.5322,,,
19/11/2013 5:20,9716,0.655,0,0,0.005,17.37,89.5,1.936,875.4091,,,
19/11/2013 5:30,9717,0.401,0,0,0.006,17.17,90.4,1.707,875.3118,,,
19/11/2013 5:40,9718,0.401,0,0,0.004,17.23,89.4,1.664,875.3187,,,
19/11/2013 5:50,9719,0.401,0,0,0.005,17.26,88.9,1.314,875.2711,,,
19/11/2013 6:00,9720,0.401,0,0,0.003,17.11,85.6,1.014,875.3845,,,
19/11/2013 6:10,9721,0.401,0,0,0.005,16.89,82.8,1.756,875.3929,,,
19/11/2013 6:20,9722,0.29,0,0,0.004,16.7,80.7,1.423,875.4507,,,
19/11/2013 6:30,9723,0.401,0.006,0,0.015,17.16,79.33,0.229,875.4832,,,
19/11/2013 6:40,9724,0.567,0.501,0.301,0.039,16.87,78.34,1.889,875.5573,,,
19/11/2013 6:50,9725,0.552,2.562,2.064,0.21,16.88,77.83,2.231,875.7372,,,
19/11/2013 7:00,9726,3.919,5.653,4.669,0.607,17.15,78.17,1.106,875.7363,,,
19/11/2013 7:10,9727,3.797,10.05,8.61,1.264,16.71,78.13,0.361,875.745,,,
19/11/2013 7:20,9728,7.902,27.29,22.36,2.12,16.86,78.27,1.624,875.7945,,,
19/11/2013 7:30,9729,127.2,65.8,36.84,3.133,17.04,78.54,1.748,875.9489,,,
19/11/2013 7:40,9730,116.4,78.49,49.76,4.322,17.18,76.67,2.133,875.8598,,,
19/11/2013 7:50,9731,253.6,123.3,63.56,5.8,17.45,79.9,2.569,876.0476,,,
19/11/2013 8:00,9732,347.4,173.3,70.5,7.291,17.65,77.28,1.772,876.2521,,,
19/11/2013 8:10,9733,394,212.4,77.54,8.22,18.69,71.45,1.533,876.3922,,,
19/11/2013 8:20,9734,439.7,247.3,86.3,10.45,19.83,64.22,0.357,876.6199,,,
19/11/2013 8:30,9735,480.9,289.7,94.4,12.33,21.6,59.72,0,876.752,,,
19/11/2013 8:40,9736,510.9,328.1,103,14.19,23.41,53.62,0,876.9703,,,
19/11/2013 8:50,9737,534.7,364.4,108.6,16.11,24.7,50,0.002,877.1902,,,
19/11/2013 9:00,9738,554.9,397.1,114,17.91,25.1,48.5,0.019,876.8656,,,
19/11/2013 9:10,9739,566.8,428,120.3,19.72,25.93,51.36,0.003,877.07,,,
19/11/2013 9:20,9740,558.6,447.2,125.4,21.07,24.58,58.03,0.147,877.0842,,,
19/11/2013 9:30,9741,576.3,486.9,132.9,22.76,23.72,55.92,0.278,876.9761,,,
19/11/2013 9:40,9742,570.5,513.2,145.3,24,24,58.85,1.095,877.1221,,,
19/11/2013 9:50,9743,565.3,540.2,155.3,25.28,23.11,64.3,2.45,877.2292,,,
19/11/2013 10:00,9744,583.7,561.8,161.4,27.46,22.89,64.61,2.015,877.3824,,,
19/11/2013 10:10,9745,645.8,604.2,171.7,31.35,23.31,60.62,1.665,877.1642,,,
19/11/2013 10:20,9746,662.4,627.1,172.4,33.09,23.37,62.77,1.927,877.1779,,,
19/11/2013 10:30,9747,673.3,652.4,178.6,34.81,23.35,60.56,1.949,877.212,,,
19/11/2013 10:40,9748,683.9,675.4,185.2,36.26,23.69,57.52,1.099,877.2852,,,
19/11/2013 10:50,9749,689.1,693.7,190.3,37.37,23.96,55.03,1.72,877.0406,,,
19/11/2013 11:00,9750,680.9,704.9,196.5,38.11,24.3,53.02,2.211,876.9826,,,
19/11/2013 11:10,9751,698.5,721.9,192.1,39.88,23.82,54.86,2.986,876.8354,,,
19/11/2013 11:20,9752,726.7,737.3,181.8,41.67,23.9,53.67,2.401,876.5896,,,
19/11/2013 11:30,9753,742.5,748.1,176.5,42.59,24.26,51.56,2.781,876.2715,,,
19/11/2013 11:40,9754,757.8,762.6,173.8,43.72,24.3,51.08,2.818,876.3195,,,
19/11/2013 11:50,9755,759.7,770.8,176,44.41,24.28,49.07,2.938,875.9935,,,
19/11/2013 12:00,9756,763.8,778.1,176.9,45.04,24.37,50.13,3.534,875.878,,,
19/11/2013 12:10,9757,773.1,784.6,174.9,45.63,24.13,49.28,2.754,875.6004,,,
19/11/2013 12:20,9758,767.7,784.7,179.7,45.5,24.61,49.04,2.829,875.5101,,,
19/11/2013 12:30,9759,759.6,783.7,184,45.24,24.76,48.94,2.428,875.2568,,,
19/11/2013 12:40,9760,749.1,778.2,186.8,44.71,25.18,50.43,2.354,875.0452,,,
19/11/2013 12:50,9761,751,774.8,186.4,44.5,25.48,46.99,2.511,876,,,
19/11/2013 13:00,9762,736,763.2,189.2,43.74,25.59,46.41,1.55,876,,,
19/11/2013 13:10,9763,723.7,747.9,188.4,43.04,25.5,49.75,2.211,876,,,
19/11/2013 13:20,9764,723.2,736.9,183.9,42.26,25.45,47.84,2.298,876,,,
19/11/2013 13:30,9765,732.3,732.3,179.4,41.78,25.56,44.3,1.762,876,,,
19/11/2013 13:40,9766,713.9,708.7,179.7,40.21,25.86,47.88,1.999,876,,,
19/11/2013 13:50,9767,712.3,704.7,185.6,39.68,25.76,45.66,2.166,876,,,
19/11/2013 14:00,9768,696.3,685.9,185.4,38.27,26.4,46,2.117,876,,,
19/11/2013 14:10,9769,698.9,677.8,186.9,37.5,26.46,45.12,2.298,876,,,
19/11/2013 14:20,9770,696.1,659.8,186.2,36.38,26.72,46.65,1.64,876,,,
19/11/2013 14:30,9771,676.7,640.3,191.7,34.9,26.52,45.66,2.271,876,,,
19/11/2013 14:40,9772,667.9,632.4,201.7,33.86,26.71,44.64,1.756,876,,,
19/11/2013 14:50,9773,659.5,605,193.7,32.18,26.89,44.37,1.981,876,,,
19/11/2013 15:00,9774,645.3,563.4,174.3,29.76,26.73,43.01,1.963,876,,,
19/11/2013 15:10,9775,599,522.7,171.8,27.25,27.6,42.32,0.977,876,,,
19/11/2013 15:20,9776,538.6,490.8,186.1,25.28,27.31,41.74,1.098,876,,,
19/11/2013 15:30,9777,550.5,483,183.7,23.77,27.57,43.55,1.393,876,,,
19/11/2013 15:40,9778,497.9,450.3,184.4,21.64,27.5,41.78,0.858,876,,,
19/11/2013 15:50,9779,443.6,414.2,177.6,19.12,28.45,40.21,0.232,876,,,
19/11/2013 16:00,9780,334.8,364.1,181.4,17.15,27.57,41.44,1.908,876,,,
19/11/2013 16:10,9781,344.1,386.2,198.6,16.32,27.56,42.19,1.458,876,,,
19/11/2013 16:20,9782,219.9,316.7,180.9,14.17,27.25,43.58,2.025,876,,,
19/11/2013 16:30,9783,67.26,204.3,158,10.52,26.65,46.65,2.478,876,,,
19/11/2013 16:40,9784,0.152,87.7,76.19,6.424,25.9,46.65,2.303,876,,,
19/11/2013 16:50,9785,8.06,48.11,37.64,3.875,25.8,48.01,2.867,876,,,
19/11/2013 17:00,9786,0,36.35,29.93,2.835,25.66,47.47,2.338,876,,,
19/11/2013 17:10,9787,0,32.42,29.57,2.698,25.56,46.92,2.441,876,,,
19/11/2013 17:20,9788,0,21.83,20.45,1.942,25.4,47.61,2.246,876,,,
19/11/2013 17:30,9789,0,14.44,13.5,1.385,25.27,47.74,1.621,876,,,
19/11/2013 17:40,9790,0,9.49,8.77,0.906,25.09,48.8,1.781,876,,,
19/11/2013 17:50,9791,0,3.301,2.97,0.405,24.7,51.15,1.633,876,,,
19/11/2013 18:00,9792,0,0.549,0.453,0.123,24.52,52.48,1.705,876,,,
19/11/2013 18:10,9793,0,0.183,0.072,0.027,24.43,52.72,1.096,876,,,
19/11/2013 18:20,9794,0,0,0,0.017,24.31,54.18,1.705,876,,,
19/11/2013 18:30,9795,0,0,0,0.007,24.05,54.52,2.221,876,,,
19/11/2013 18:40,9796,0,0,0,0.004,23.89,53.23,2.661,876,,,
19/11/2013 18:50,9797,0,0,0,0.006,23.44,53.71,3.89,876,,,
19/11/2013 19:00,9798,0,0,0,0.003,22.88,53.74,3.057,876,,,
19/11/2013 19:10,9799,0,0.023,0,0.002,22.24,59.27,3.404,876,,,
19/11/2013 19:20,9800,0,0.283,0.151,0,18.99,81.3,6.506,876,,,
19/11/2013 19:30,9801,0,0.317,0.226,0.002,18.42,77.61,3.585,876,,,
19/11/2013 19:40,9802,0.33,0.337,0.325,0.01,18.52,80.5,1.822,875.2998,,,
19/11/2013 19:50,9803,0.518,0.122,0.161,0.009,18.24,79.94,1.926,875.6983,,,
19/11/2013 20:00,9804,0.141,0.002,0.018,0.008,17.94,76.8,1.282,875.7674,,,
19/11/2013 20:10,9805,0.401,0.055,0.054,0.004,17.96,77.89,1.085,875.736,,,
19/11/2013 20:20,9806,0.416,0.107,0.135,0.004,17.7,80.4,1.406,875.934,,,
19/11/2013 20:30,9807,0.723,0.193,0.184,0.005,17.77,80.7,3.17,876.0877,,,
19/11/2013 20:40,9808,0,0.264,0.009,0.009,17.82,82.4,3.675,875.8109,,,
19/11/2013 20:50,9809,0.128,0.285,0.123,0.008,17.4,85.6,2.804,875.9082,,,
19/11/2013 21:00,9810,0,0.228,0.01,0.006,17.34,77.01,3.696,876.1213,,,
19/11/2013 21:10,9811,0.287,0.34,0.056,0.006,17.87,79.94,1.962,876.3759,,,
19/11/2013 21:20,9812,0.96,0.294,0.325,0.008,17.54,85.4,0.763,876.6287,,,
19/11/2013 21:30,9813,0.951,0.072,0.325,0.007,17.37,89,1.915,876.8172,,,
19/11/2013 21:40,9814,0.408,0.021,0.248,0.005,17.25,91.1,1.541,877.0371,,,
19/11/2013 21:50,9815,0.401,0.006,0.217,0.009,17.31,92,0.732,877.21,,,
19/11/2013 22:00,9816,0.398,0.003,0,0.007,17.33,91.6,0.971,876,,,
19/11/2013 22:10,9817,0.401,0.012,0.006,0.004,17.41,91.6,1.398,877.2264,,,
19/11/2013 22:20,9818,0.401,0.013,0.019,0.003,17.41,92,2.66,877.3066,,,
19/11/2013 22:30,9819,0.401,0.023,0.001,0.003,17.22,92.1,4.799,876.7099,,,
19/11/2013 22:40,9820,0.401,0.036,0,0.003,16.96,91.5,3.778,876.5875,,,
19/11/2013 22:50,9821,0.459,0.064,0.099,0.005,16.91,90.7,1.631,876.7759,,,
19/11/2013 23:00,9822,0.463,0.006,0.238,0.006,17.01,90.1,0.662,876.743,,,
19/11/2013 23:10,9823,0.779,0.009,0.029,0.005,17.1,87.3,0.726,876.7754,,,
